'Time','I','II','AVR','V','RESP','PLETH','ABP'
'[12:26:40.160]',-,1.010,0.445,0.505,0.543,2.945,105.796
'[12:26:40.168]',-,1.060,0.410,0.515,0.548,2.965,105.015
'[12:26:40.176]',-,0.975,0.500,0.465,0.552,2.978,104.233
'[12:26:40.184]',-,0.970,0.505,0.440,0.556,2.986,103.501
'[12:26:40.192]',-,1.095,0.380,0.455,0.560,2.984,102.670
'[12:26:40.200]',-,1.030,0.425,0.435,0.564,2.975,101.938
'[12:26:40.208]',-,0.975,0.475,0.455,0.567,2.962,101.107
'[12:26:40.216]',-,1.005,0.440,0.480,0.570,2.945,100.228
'[12:26:40.224]',-,0.945,0.495,0.485,0.573,2.923,99.495
'[12:26:40.232]',-,0.930,0.490,0.470,0.576,2.891,98.665
'[12:26:40.240]',-,0.935,0.495,0.465,0.579,2.849,97.932
'[12:26:40.248]',-,0.945,0.495,0.440,0.581,2.799,97.249
'[12:26:40.256]',-,0.965,0.465,0.515,0.583,2.739,96.565
'[12:26:40.264]',-,0.975,0.455,0.530,0.585,2.674,95.930
'[12:26:40.272]',-,0.895,0.525,0.495,0.586,2.604,95.246
'[12:26:40.280]',-,0.905,0.515,0.510,0.588,2.534,94.562
'[12:26:40.288]',-,0.885,0.535,0.500,0.588,2.471,93.927
'[12:26:40.296]',-,0.925,0.490,0.525,0.589,2.415,93.341
'[12:26:40.304]',-,0.905,0.460,0.495,0.590,2.364,92.804
'[12:26:40.312]',-,0.970,0.515,0.550,0.590,2.318,92.315
'[12:26:40.320]',-,0.910,0.535,0.530,0.590,2.276,91.778
'[12:26:40.328]',-,1.090,0.390,0.570,0.590,2.239,91.290
'[12:26:40.336]',-,1.290,0.220,0.590,0.590,2.206,90.850
'[12:26:40.344]',-,1.455,0.080,0.395,0.590,2.177,90.410
'[12:26:40.352]',-,1.485,0.055,0.195,0.591,2.149,90.069
'[12:26:40.360]',-,1.210,0.380,0.130,0.591,2.119,89.727
'[12:26:40.368]',-,0.945,0.530,0.280,0.591,2.090,89.482
'[12:26:40.376]',-,0.920,0.540,0.410,0.592,2.060,89.238
'[12:26:40.384]',-,0.940,0.495,0.465,0.592,2.028,88.994
'[12:26:40.392]',-,0.965,0.460,0.500,0.593,2.000,88.750
'[12:26:40.400]',-,0.925,0.505,0.515,0.593,1.973,88.506
'[12:26:40.408]',-,0.875,0.565,0.525,0.593,1.942,88.261
'[12:26:40.416]',-,0.865,0.570,0.535,0.594,1.911,87.919
'[12:26:40.424]',-,0.910,0.520,0.525,0.595,1.881,87.626
'[12:26:40.432]',-,0.930,0.495,0.550,0.597,1.850,87.382
'[12:26:40.440]',-,0.935,0.490,0.560,0.599,1.820,87.040
'[12:26:40.448]',-,0.925,0.500,0.575,0.600,1.791,86.747
'[12:26:40.456]',-,0.945,0.480,0.550,0.602,1.760,86.503
'[12:26:40.464]',-,0.980,0.445,0.565,0.604,1.727,86.112
'[12:26:40.472]',-,0.900,0.530,0.540,0.606,1.695,85.721
'[12:26:40.480]',-,0.940,0.480,0.555,0.609,1.664,85.233
'[12:26:40.488]',-,0.875,0.540,0.530,0.612,1.637,84.598
'[12:26:40.496]',-,0.945,0.500,0.565,0.615,1.611,83.914
'[12:26:40.504]',-,0.965,0.480,0.510,0.619,1.582,83.182
'[12:26:40.512]',-,0.975,0.470,0.540,0.624,1.552,82.449
'[12:26:40.520]',-,0.930,0.510,0.520,0.628,1.523,81.863
'[12:26:40.528]',-,0.975,0.450,0.555,0.633,1.494,81.374
'[12:26:40.536]',-,0.970,0.465,0.555,0.638,1.466,81.130
'[12:26:40.544]',-,0.975,0.460,0.545,0.642,1.441,81.032
'[12:26:40.552]',-,0.965,0.475,0.530,0.646,1.417,81.228
'[12:26:40.560]',-,0.955,0.485,0.520,0.650,1.394,81.570
'[12:26:40.568]',-,1.000,0.445,0.515,0.654,1.372,82.009
'[12:26:40.576]',-,0.945,0.510,0.510,0.658,1.351,82.547
'[12:26:40.584]',-,1.005,0.455,0.515,0.662,1.330,83.621
'[12:26:40.592]',-,1.050,0.405,0.500,0.667,1.315,85.819
'[12:26:40.600]',-,1.065,0.395,0.520,0.671,1.302,89.727
'[12:26:40.608]',-,1.025,0.450,0.515,0.675,1.286,95.637
'[12:26:40.616]',-,1.120,0.370,0.545,0.678,1.269,103.061
'[12:26:40.624]',-,1.085,0.405,0.485,0.681,1.249,111.169
'[12:26:40.632]',-,1.125,0.360,0.515,0.683,1.230,118.887
'[12:26:40.640]',-,1.165,0.320,0.530,0.685,1.210,125.383
'[12:26:40.648]',-,1.215,0.275,0.490,0.687,1.194,130.414
'[12:26:40.656]',-,1.115,0.390,0.450,0.688,1.178,134.321
'[12:26:40.664]',-,1.190,0.300,0.490,0.688,1.166,137.447
'[12:26:40.672]',-,1.145,0.345,0.480,0.688,1.156,140.183
'[12:26:40.680]',-,1.100,0.385,0.440,0.687,1.148,142.869
'[12:26:40.688]',-,1.075,0.410,0.425,0.686,1.143,145.360
'[12:26:40.696]',-,1.040,0.435,0.450,0.684,1.141,147.509
'[12:26:40.704]',-,1.025,0.445,0.485,0.682,1.136,149.170
'[12:26:40.712]',-,1.030,0.435,0.480,0.680,1.130,150.635
'[12:26:40.720]',-,0.955,0.495,0.465,0.677,1.121,151.807
'[12:26:40.728]',-,0.935,0.515,0.460,0.675,1.110,152.882
'[12:26:40.736]',-,0.965,0.480,0.490,0.671,1.098,153.908
'[12:26:40.744]',-,0.920,0.515,0.470,0.667,1.085,154.933
'[12:26:40.752]',-,0.935,0.490,0.460,0.662,1.073,156.008
'[12:26:40.760]',-,0.880,0.555,0.490,0.658,1.062,156.936
'[12:26:40.768]',-,0.980,0.455,0.495,0.653,1.051,157.864
'[12:26:40.776]',-,0.885,0.555,0.440,0.649,1.039,158.743
'[12:26:40.784]',-,0.920,0.515,0.480,0.645,1.028,159.476
'[12:26:40.792]',-,0.865,0.565,0.425,0.640,1.022,160.160
'[12:26:40.800]',-,0.925,0.500,0.490,0.636,1.018,160.795
'[12:26:40.808]',-,0.955,0.475,0.510,0.633,1.009,161.234
'[12:26:40.816]',-,0.905,0.540,0.495,0.629,0.997,161.576
'[12:26:40.824]',-,0.880,0.565,0.510,0.625,0.983,161.625
'[12:26:40.832]',-,0.895,0.545,0.485,0.622,0.971,161.479
'[12:26:40.840]',-,0.905,0.535,0.470,0.618,0.962,161.039
'[12:26:40.848]',-,0.915,0.520,0.485,0.614,0.958,160.306
'[12:26:40.856]',-,0.935,0.495,0.495,0.611,0.962,159.329
'[12:26:40.864]',-,0.970,0.465,0.515,0.609,0.979,158.060
'[12:26:40.872]',-,0.880,0.565,0.470,0.607,1.012,156.497
'[12:26:40.880]',-,0.915,0.535,0.490,0.605,1.064,154.494
'[12:26:40.888]',-,0.940,0.510,0.460,0.604,1.125,152.101
'[12:26:40.896]',-,0.885,0.560,0.475,0.603,1.199,149.268
'[12:26:40.904]',-,0.960,0.480,0.490,0.603,1.295,145.800
'[12:26:40.912]',-,0.975,0.465,0.510,0.603,1.407,141.746
'[12:26:40.920]',-,0.925,0.515,0.460,0.603,1.525,137.057
'[12:26:40.928]',-,0.955,0.495,0.455,0.603,1.644,131.781
'[12:26:40.936]',-,0.940,0.505,0.465,0.603,1.758,126.409
'[12:26:40.944]',-,0.905,0.555,0.460,0.604,1.861,121.280
'[12:26:40.952]',-,0.975,0.475,0.480,0.605,1.954,116.933
'[12:26:40.960]',-,0.960,0.430,0.490,0.605,2.037,113.904
'[12:26:40.968]',-,1.010,0.490,0.465,0.606,2.111,112.390
'[12:26:40.976]',-,0.905,0.555,0.460,0.607,2.179,112.048
'[12:26:40.984]',-,0.970,0.470,0.515,0.609,2.243,112.537
'[12:26:40.992]',-,0.905,0.540,0.490,0.610,2.295,113.221
'[12:26:41.000]',-,0.940,0.510,0.505,0.612,2.339,113.758
'[12:26:41.008]',-,0.925,0.515,0.480,0.614,2.391,113.856
'[12:26:41.016]',-,0.985,0.470,0.520,0.617,2.446,113.611
'[12:26:41.024]',-,0.930,0.510,0.485,0.619,2.502,113.172
'[12:26:41.032]',-,0.915,0.515,0.510,0.621,2.559,112.635
'[12:26:41.040]',-,0.970,0.460,0.475,0.624,2.615,111.951
'[12:26:41.048]',-,1.005,0.435,0.490,0.626,2.668,111.316
'[12:26:41.056]',-,0.940,0.510,0.500,0.628,2.717,110.534
'[12:26:41.064]',-,0.920,0.530,0.465,0.631,2.762,109.753
'[12:26:41.072]',-,0.985,0.460,0.500,0.634,2.804,108.922
'[12:26:41.080]',-,0.940,0.510,0.505,0.637,2.842,108.043
'[12:26:41.088]',-,0.980,0.480,0.485,0.640,2.868,107.164
'[12:26:41.096]',-,1.005,0.445,0.490,0.643,2.887,106.382
'[12:26:41.104]',-,0.965,0.495,0.470,0.646,2.907,105.552
'[12:26:41.112]',-,1.065,0.415,0.510,0.650,2.926,104.868
'[12:26:41.120]',-,1.000,0.485,0.455,0.653,2.940,104.038
'[12:26:41.128]',-,1.025,0.465,0.440,0.656,2.952,103.159
'[12:26:41.136]',-,1.045,0.440,0.400,0.660,2.959,102.280
'[12:26:41.144]',-,1.030,0.395,0.460,0.663,2.958,101.498
'[12:26:41.152]',-,1.075,0.425,0.485,0.665,2.951,100.668
'[12:26:41.160]',-,0.970,0.410,0.490,0.668,2.938,99.886
'[12:26:41.168]',-,0.940,0.505,0.470,0.670,2.918,99.105
'[12:26:41.176]',-,0.945,0.485,0.485,0.672,2.889,98.470
'[12:26:41.184]',-,0.930,0.495,0.475,0.674,2.848,97.737
'[12:26:41.192]',-,0.905,0.530,0.485,0.675,2.803,97.004
'[12:26:41.200]',-,0.935,0.490,0.495,0.676,2.753,96.223
'[12:26:41.208]',-,0.970,0.455,0.510,0.676,2.694,95.490
'[12:26:41.216]',-,0.930,0.495,0.485,0.676,2.629,94.806
'[12:26:41.224]',-,0.880,0.550,0.480,0.677,2.560,94.171
'[12:26:41.232]',-,0.940,0.490,0.510,0.676,2.493,93.536
'[12:26:41.240]',-,0.865,0.565,0.485,0.676,2.429,92.999
'[12:26:41.248]',-,0.915,0.520,0.515,0.675,2.371,92.413
'[12:26:41.256]',-,0.950,0.475,0.500,0.674,2.319,91.973
'[12:26:41.264]',-,0.935,0.495,0.540,0.673,2.273,91.534
'[12:26:41.272]',-,1.055,0.430,0.530,0.672,2.233,91.094
'[12:26:41.280]',-,1.320,0.175,0.585,0.671,2.197,90.606
'[12:26:41.288]',-,1.465,0.060,0.385,0.670,2.169,90.215
'[12:26:41.296]',-,1.395,0.185,0.160,0.669,2.144,89.873
'[12:26:41.304]',-,1.125,0.440,0.109,0.668,2.116,89.531
'[12:26:41.312]',-,0.920,0.560,0.315,0.667,2.088,89.287
'[12:26:41.320]',-,0.935,0.525,0.430,0.666,2.058,89.092
'[12:26:41.328]',-,0.945,0.520,0.475,0.666,2.026,88.945
'[12:26:41.336]',-,0.910,0.540,0.495,0.665,1.993,88.750
'[12:26:41.344]',-,0.905,0.545,0.510,0.665,1.960,88.408
'[12:26:41.352]',-,0.945,0.490,0.490,0.665,1.927,88.066
'[12:26:41.360]',-,0.965,0.470,0.525,0.665,1.893,87.675
'[12:26:41.368]',-,0.945,0.490,0.525,0.665,1.859,87.382
'[12:26:41.376]',-,0.985,0.445,0.550,0.666,1.826,87.138
'[12:26:41.384]',-,0.880,0.550,0.515,0.667,1.796,86.845
'[12:26:41.392]',-,0.970,0.460,0.545,0.668,1.770,86.552
'[12:26:41.400]',-,0.975,0.505,0.570,0.670,1.747,86.308
'[12:26:41.408]',-,0.930,0.515,0.545,0.671,1.719,85.868
'[12:26:41.416]',-,0.945,0.480,0.535,0.672,1.689,85.379
'[12:26:41.424]',-,0.955,0.510,0.565,0.673,1.660,84.793
'[12:26:41.432]',-,0.910,0.515,0.540,0.675,1.630,84.158
'[12:26:41.440]',-,0.930,0.495,0.560,0.677,1.599,83.572
'[12:26:41.448]',-,0.945,0.485,0.545,0.679,1.570,82.791
'[12:26:41.456]',-,0.955,0.475,0.575,0.682,1.543,82.156
'[12:26:41.464]',-,0.925,0.495,0.555,0.685,1.516,81.618
'[12:26:41.472]',-,0.950,0.480,0.540,0.687,1.490,81.228
'[12:26:41.480]',-,0.980,0.465,0.555,0.689,1.464,80.935
'[12:26:41.488]',-,0.985,0.460,0.555,0.691,1.445,80.788
'[12:26:41.496]',-,0.955,0.500,0.530,0.693,1.428,80.935
'[12:26:41.504]',-,1.075,0.365,0.580,0.695,1.409,81.130
'[12:26:41.512]',-,0.945,0.500,0.515,0.697,1.389,81.423
'[12:26:41.520]',-,1.015,0.430,0.510,0.698,1.369,82.009
'[12:26:41.528]',-,1.025,0.435,0.535,0.699,1.348,83.279
'[12:26:41.536]',-,1.035,0.425,0.530,0.700,1.328,85.575
'[12:26:41.544]',-,1.010,0.445,0.530,0.701,1.309,89.482
'[12:26:41.552]',-,1.095,0.365,0.555,0.701,1.289,95.539
'[12:26:41.560]',-,1.080,0.395,0.495,0.701,1.269,103.256
'[12:26:41.568]',-,1.075,0.400,0.465,0.700,1.248,111.413
'[12:26:41.576]',-,1.135,0.340,0.525,0.700,1.228,118.984
'[12:26:41.584]',-,1.120,0.355,0.515,0.699,1.213,125.285
'[12:26:41.592]',-,1.170,0.320,0.520,0.699,1.202,130.218
'[12:26:41.600]',-,1.150,0.345,0.470,0.696,1.190,133.931
'[12:26:41.608]',-,1.175,0.310,0.490,0.694,1.176,136.812
'[12:26:41.616]',-,1.085,0.395,0.450,0.691,1.164,139.303
'[12:26:41.624]',-,1.120,0.360,0.465,0.688,1.153,141.794
'[12:26:41.632]',-,1.145,0.340,0.485,0.682,1.143,144.383
'[12:26:41.640]',-,1.035,0.430,0.470,0.676,1.131,146.532
'[12:26:41.648]',-,0.990,0.465,0.480,0.669,1.122,148.193
'[12:26:41.656]',-,1.045,0.405,0.520,0.662,1.111,149.414
'[12:26:41.664]',-,0.980,0.460,0.525,0.654,1.101,150.538
'[12:26:41.672]',-,0.925,0.530,0.485,0.646,1.091,151.661
'[12:26:41.680]',-,0.975,0.470,0.535,0.637,1.081,152.638
'[12:26:41.688]',-,0.850,0.575,0.460,0.629,1.076,153.517
'[12:26:41.696]',-,0.900,0.525,0.495,0.618,1.072,154.445
'[12:26:41.704]',-,0.895,0.535,0.515,0.608,1.065,155.373
'[12:26:41.712]',-,0.920,0.515,0.505,0.596,1.056,156.252
'[12:26:41.720]',-,0.870,0.560,0.495,0.584,1.046,157.034
'[12:26:41.728]',-,0.855,0.575,0.505,0.571,1.033,157.913
'[12:26:41.736]',-,0.930,0.500,0.525,0.559,1.020,158.597
'[12:26:41.744]',-,0.880,0.545,0.495,0.548,1.006,159.134
'[12:26:41.752]',-,0.965,0.455,0.525,0.536,0.992,159.476
'[12:26:41.760]',-,0.900,0.520,0.485,0.524,0.980,159.671
'[12:26:41.768]',-,0.875,0.555,0.480,0.512,0.970,159.769
'[12:26:41.776]',-,0.855,0.575,0.490,0.499,0.962,159.574
'[12:26:41.784]',-,0.935,0.490,0.515,0.487,0.959,159.232
'[12:26:41.792]',-,0.855,0.575,0.470,0.475,0.962,158.597
'[12:26:41.800]',-,0.935,0.490,0.495,0.462,0.968,157.571
'[12:26:41.808]',-,0.860,0.565,0.470,0.450,0.982,156.106
'[12:26:41.816]',-,0.920,0.515,0.475,0.438,1.013,154.299
'[12:26:41.824]',-,0.885,0.545,0.465,0.427,1.061,152.101
'[12:26:41.832]',-,0.945,0.485,0.490,0.416,1.128,149.561
'[12:26:41.840]',-,0.920,0.520,0.460,0.406,1.243,146.630
'[12:26:41.848]',-,0.910,0.535,0.475,0.397,1.358,143.064
'[12:26:41.856]',-,0.990,0.445,0.445,0.387,1.447,138.766
'[12:26:41.864]',-,0.910,0.525,0.440,0.377,1.552,133.491
'[12:26:41.872]',-,0.880,0.560,0.480,0.367,1.661,127.483
'[12:26:41.880]',-,0.920,0.530,0.470,0.358,1.766,121.475
'[12:26:41.888]',-,0.915,0.500,0.480,0.349,1.854,116.493
'[12:26:41.896]',-,0.945,0.510,0.465,0.340,1.928,112.537
'[12:26:41.904]',-,1.000,0.450,0.480,0.332,2.002,109.655
'[12:26:41.912]',-,0.920,0.525,0.460,0.324,2.073,108.434
'[12:26:41.920]',-,0.910,0.520,0.445,0.316,2.140,108.727
'[12:26:41.928]',-,0.940,0.535,0.480,0.308,2.201,109.802
'[12:26:41.936]',-,0.950,0.495,0.455,0.299,2.259,110.827
'[12:26:41.944]',-,0.970,0.470,0.445,0.291,2.315,111.413
'[12:26:41.952]',-,0.975,0.455,0.475,0.282,2.370,111.560
'[12:26:41.960]',-,0.890,0.545,0.445,0.274,2.425,111.120
'[12:26:41.968]',-,0.945,0.495,0.475,0.267,2.479,110.437
'[12:26:41.976]',-,0.910,0.515,0.460,0.259,2.532,109.606
'[12:26:41.984]',-,0.935,0.495,0.480,0.252,2.574,109.118
'[12:26:41.992]',-,0.965,0.475,0.445,0.245,2.612,108.922
'[12:26:42.000]',-,0.970,0.470,0.465,0.238,2.657,108.971
'[12:26:42.008]',-,0.935,0.515,0.460,0.232,2.702,108.874
'[12:26:42.016]',-,0.950,0.500,0.485,0.226,2.747,108.434
'[12:26:42.024]',-,0.935,0.515,0.510,0.220,2.790,107.750
'[12:26:42.032]',-,0.995,0.460,0.465,0.214,2.829,106.676
'[12:26:42.040]',-,0.935,0.520,0.485,0.207,2.863,105.064
'[12:26:42.048]',-,0.970,0.485,0.495,0.202,2.891,103.159
'[12:26:42.056]',-,1.055,0.410,0.505,0.196,2.912,101.449
'[12:26:42.064]',-,0.985,0.495,0.440,0.191,2.926,99.886
'[12:26:42.072]',-,1.015,0.460,0.415,0.186,2.934,98.567
'[12:26:42.080]',-,1.035,0.440,0.430,0.181,2.936,97.297
'[12:26:42.088]',-,1.045,0.425,0.470,0.176,2.931,96.076
'[12:26:42.096]',-,1.030,0.435,0.475,0.171,2.919,94.416
'[12:26:42.104]',-,1.000,0.450,0.460,0.165,2.903,92.560
'[12:26:42.112]',-,0.910,0.535,0.455,0.160,2.881,91.045
'[12:26:42.120]',-,0.925,0.530,0.460,0.154,2.850,91.045
'[12:26:42.128]',-,0.965,0.500,0.445,0.148,2.810,92.804
'[12:26:42.136]',-,0.900,0.475,0.460,0.142,2.760,95.783
'[12:26:42.144]',-,0.865,0.570,0.430,0.137,2.698,99.007
'[12:26:42.152]',-,0.965,0.460,0.490,0.131,2.630,101.889
'[12:26:42.160]',-,0.890,0.555,0.460,0.127,2.560,103.696
'[12:26:42.168]',-,0.930,0.505,0.490,0.122,2.489,103.256
'[12:26:42.176]',-,0.865,0.570,0.470,0.117,2.419,100.326
'[12:26:42.184]',-,0.940,0.495,0.500,0.112,2.360,95.881
'[12:26:42.192]',-,0.910,0.520,0.495,0.107,2.307,91.973
'[12:26:42.200]',-,0.895,0.530,0.550,0.101,2.257,89.971
'[12:26:42.208]',-,1.010,0.455,0.535,0.097,2.212,89.971
'[12:26:42.216]',-,1.220,0.290,0.565,0.092,2.173,91.241
'[12:26:42.224]',-,1.350,0.190,0.450,0.088,2.141,92.755
'[12:26:42.232]',-,1.485,0.095,0.290,0.084,2.113,93.243
'[12:26:42.240]',-,1.320,0.330,0.115,0.081,2.088,92.511
'[12:26:42.248]',-,0.975,0.555,0.210,0.077,2.065,90.850
'[12:26:42.256]',-,0.930,0.525,0.430,0.074,2.040,88.799
'[12:26:42.264]',-,0.935,0.510,0.450,0.071,2.016,86.356
'[12:26:42.272]',-,0.870,0.575,0.415,0.069,1.988,83.426
'[12:26:42.280]',-,0.915,0.535,0.505,0.067,1.958,80.788
'[12:26:42.288]',-,0.900,0.525,0.490,0.065,1.930,79.665
'[12:26:42.296]',-,0.920,0.535,0.535,0.064,1.901,79.860
'[12:26:42.304]',-,0.925,0.515,0.515,0.064,1.868,79.860
'[12:26:42.312]',-,0.910,0.495,0.530,0.063,1.833,78.541
'[12:26:42.320]',-,0.995,0.440,0.555,0.063,1.798,75.904
'[12:26:42.328]',-,1.005,0.435,0.530,0.064,1.763,73.071
'[12:26:42.336]',-,0.905,0.525,0.510,0.065,1.729,70.970
'[12:26:42.344]',-,0.940,0.500,0.525,0.066,1.695,69.847
'[12:26:42.352]',-,0.930,0.510,0.530,0.067,1.674,69.261
'[12:26:42.360]',-,0.985,0.460,0.545,0.069,1.659,68.870
'[12:26:42.368]',-,0.940,0.500,0.525,0.071,1.636,68.821
'[12:26:42.376]',-,0.950,0.480,0.550,0.074,1.611,69.505
'[12:26:42.384]',-,0.900,0.535,0.510,0.076,1.590,71.215
'[12:26:42.392]',-,0.985,0.470,0.560,0.079,1.572,73.413
'[12:26:42.400]',-,0.940,0.510,0.525,0.082,1.549,75.366
'[12:26:42.408]',-,0.970,0.465,0.555,0.086,1.526,76.539
'[12:26:42.416]',-,0.940,0.495,0.540,0.089,1.503,76.539
'[12:26:42.424]',-,1.000,0.440,0.545,0.093,1.482,75.611
'[12:26:42.432]',-,0.950,0.485,0.525,0.096,1.460,74.927
'[12:26:42.440]',-,1.020,0.425,0.550,0.100,1.439,75.464
'[12:26:42.448]',-,1.025,0.420,0.545,0.103,1.417,77.174
'[12:26:42.456]',-,0.985,0.470,0.535,0.106,1.397,78.883
'[12:26:42.464]',-,0.975,0.465,0.485,0.108,1.377,79.811
'[12:26:42.472]',-,1.005,0.495,0.480,0.111,1.359,80.495
'[12:26:42.480]',-,1.065,0.405,0.530,0.114,1.340,81.863
'[12:26:42.488]',-,1.050,0.415,0.530,0.116,1.326,84.305
'[12:26:42.496]',-,1.120,0.340,0.535,0.119,1.315,87.871
'[12:26:42.504]',-,1.130,0.335,0.495,0.121,1.300,93.195
'[12:26:42.512]',-,1.085,0.400,0.510,0.123,1.283,100.130
'[12:26:42.520]',-,1.105,0.380,0.510,0.126,1.264,107.555
'[12:26:42.528]',-,1.205,0.290,0.535,0.127,1.247,114.246
'[12:26:42.536]',-,1.230,0.260,0.460,0.129,1.232,119.570
'[12:26:42.544]',-,1.155,0.355,0.455,0.130,1.216,123.820
'[12:26:42.552]',-,1.195,0.310,0.485,0.131,1.202,127.483
'[12:26:42.560]',-,1.130,0.370,0.450,0.130,1.190,131.098
'[12:26:42.568]',-,1.090,0.400,0.435,0.130,1.179,134.370
'[12:26:42.576]',-,1.105,0.375,0.480,0.128,1.169,137.057
'[12:26:42.584]',-,1.040,0.430,0.455,0.127,1.162,138.815
'[12:26:42.592]',-,0.980,0.485,0.440,0.123,1.157,139.157
'[12:26:42.600]',-,0.950,0.505,0.435,0.120,1.150,138.327
'[12:26:42.608]',-,0.980,0.465,0.475,0.115,1.140,137.057
'[12:26:42.616]',-,0.930,0.500,0.460,0.111,1.132,136.422
'[12:26:42.624]',-,0.975,0.465,0.530,0.106,1.125,136.177
'[12:26:42.632]',-,0.890,0.550,0.505,0.102,1.116,135.103
'[12:26:42.640]',-,0.940,0.500,0.505,0.098,1.108,134.126
'[12:26:42.648]',-,0.885,0.555,0.525,0.095,1.098,135.005
'[12:26:42.656]',-,0.945,0.485,0.510,0.091,1.087,136.861
'[12:26:42.664]',-,0.890,0.535,0.475,0.087,1.075,136.910
'[12:26:42.672]',-,0.965,0.470,0.500,0.083,1.063,135.249
'[12:26:42.680]',-,0.920,0.500,0.510,0.080,1.049,134.517
'[12:26:42.688]',-,0.870,0.555,0.470,0.077,1.038,134.761
'[12:26:42.696]',-,0.880,0.560,0.490,0.074,1.029,134.370
'[12:26:42.704]',-,0.885,0.535,0.470,0.072,1.018,133.979
'[12:26:42.712]',-,0.910,0.545,0.510,0.070,1.007,135.347
'[12:26:42.720]',-,0.920,0.525,0.500,0.068,0.998,139.157
'[12:26:42.728]',-,0.880,0.540,0.505,0.066,0.991,144.579
'[12:26:42.736]',-,0.950,0.490,0.510,0.065,0.988,149.805
'[12:26:42.744]',-,0.920,0.510,0.440,0.063,0.994,152.784
'[12:26:42.752]',-,0.985,0.455,0.465,0.062,1.013,151.563
'[12:26:42.760]',-,0.910,0.545,0.445,0.062,1.049,145.604
'[12:26:42.768]',-,0.905,0.480,0.475,0.062,1.107,137.594
'[12:26:42.776]',-,0.970,0.460,0.440,0.062,1.186,131.684
'[12:26:42.784]',-,0.980,0.520,0.460,0.063,1.270,129.290
'[12:26:42.792]',-,0.895,0.565,0.460,0.064,1.360,128.802
'[12:26:42.800]',-,0.935,0.505,0.445,0.065,1.466,127.923
'[12:26:42.808]',-,0.970,0.470,0.480,0.066,1.583,125.432
'[12:26:42.816]',-,0.935,0.505,0.485,0.069,1.699,121.378
'[12:26:42.824]',-,1.005,0.435,0.490,0.071,1.808,116.347
'[12:26:42.832]',-,0.930,0.515,0.470,0.074,1.908,111.218
'[12:26:42.840]',-,0.970,0.485,0.485,0.076,1.997,106.969
'[12:26:42.848]',-,0.960,0.470,0.475,0.079,2.076,104.624
'[12:26:42.856]',-,1.000,0.440,0.500,0.082,2.146,103.354
'[12:26:42.864]',-,0.945,0.485,0.505,0.085,2.223,101.498
'[12:26:42.872]',-,0.955,0.495,0.440,0.087,2.288,98.763
'[12:26:42.880]',-,0.935,0.515,0.475,0.090,2.334,97.200
'[12:26:42.888]',-,1.000,0.450,0.505,0.094,2.374,98.372
'[12:26:42.896]',-,0.945,0.515,0.470,0.097,2.413,101.889
'[12:26:42.904]',-,0.965,0.495,0.480,0.100,2.459,106.285
'[12:26:42.912]',-,0.995,0.455,0.505,0.104,2.509,110.290
'[12:26:42.920]',-,0.945,0.500,0.440,0.107,2.559,112.683
'[12:26:42.928]',-,0.965,0.480,0.485,0.110,2.608,112.683
'[12:26:42.936]',-,0.910,0.530,0.500,0.113,2.655,111.218
'[12:26:42.944]',-,1.010,0.430,0.535,0.116,2.699,109.753
'[12:26:42.952]',-,0.955,0.505,0.510,0.119,2.740,108.532
'[12:26:42.960]',-,1.005,0.460,0.500,0.122,2.779,106.920
'[12:26:42.968]',-,1.000,0.450,0.470,0.126,2.816,104.478
'[12:26:42.976]',-,1.020,0.465,0.465,0.129,2.848,101.303
'[12:26:42.984]',-,1.035,0.430,0.475,0.132,2.869,97.102
'[12:26:42.992]',-,1.050,0.435,0.445,0.134,2.882,91.729
'[12:26:43.000]',-,1.085,0.425,0.435,0.137,2.895,85.673
'[12:26:43.008]',-,1.110,0.375,0.455,0.139,2.906,80.984
'[12:26:43.016]',-,1.055,0.425,0.435,0.142,2.913,80.984
'[12:26:43.024]',-,0.985,0.485,0.460,0.144,2.914,85.966
'[12:26:43.032]',-,0.955,0.470,0.470,0.146,2.909,91.632
'[12:26:43.040]',-,0.965,0.480,0.450,0.147,2.897,94.367
'[12:26:43.048]',-,0.935,0.500,0.465,0.149,2.879,94.513
'[12:26:43.056]',-,0.975,0.465,0.510,0.150,2.851,92.608
'[12:26:43.064]',-,0.915,0.525,0.470,0.151,2.815,89.434
'[12:26:43.072]',-,0.910,0.535,0.460,0.151,2.770,87.040
'[12:26:43.080]',-,0.950,0.480,0.500,0.152,2.716,86.503
'[12:26:43.088]',-,0.975,0.470,0.515,0.152,2.659,86.845
'[12:26:43.096]',-,0.940,0.505,0.530,0.152,2.598,87.138
'[12:26:43.104]',-,0.985,0.445,0.500,0.151,2.528,86.796
'[12:26:43.112]',-,0.920,0.515,0.520,0.151,2.454,85.868
'[12:26:43.120]',-,0.955,0.485,0.510,0.150,2.381,84.549
'[12:26:43.128]',-,0.925,0.510,0.535,0.149,2.316,83.133
'[12:26:43.136]',-,1.065,0.405,0.555,0.148,2.258,81.863
'[12:26:43.144]',-,1.220,0.305,0.550,0.147,2.211,81.130
'[12:26:43.152]',-,1.430,0.135,0.475,0.146,2.174,80.690
'[12:26:43.160]',-,1.500,0.035,0.295,0.145,2.143,80.349
'[12:26:43.168]',-,1.355,0.280,0.109,0.145,2.116,79.909
