"'Time','I','II','III','AVR','V','MCL','RESP','PLETH','ABP','CVP','ART'"
"'[15:23:23.688]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.696]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.704]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.712]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.720]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.728]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.736]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.744]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.752]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.760]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.768]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.776]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.784]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.792]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.800]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.808]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.816]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.824]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.832]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.840]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.848]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.856]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.864]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.872]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.880]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.888]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.896]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.904]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.912]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.920]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.928]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.936]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.944]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.952]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.960]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.968]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.976]',-,-,-,-,-,-,-,-,-,-,-"
"'[15:23:23.984]',-,-0.135,0.645,-,1.020,-,-,-,-,-,-"
"'[15:23:23.992]',-,-0.110,0.640,-,1.035,-,-,-,-,-,-"
"'[15:23:24.000]',-,-0.090,0.635,-,1.045,-,-,-,-,-,-"
"'[15:23:24.008]',-,-0.081,0.630,-,1.045,-,-,-,-,-,-"
"'[15:23:24.016]',-,-0.070,0.620,-,1.045,-,-,-,-,-,-"
"'[15:23:24.024]',-,-0.061,0.620,-,1.040,-,-,-,-,-,-"
"'[15:23:24.032]',-,-0.045,0.620,-,1.030,-,-,-,-,-,-"
"'[15:23:24.040]',-,-0.030,0.630,-,1.020,-,-,-,-,-,-"
"'[15:23:24.048]',-,-0.105,0.180,-,0.465,-,-,-,-,-,-"
"'[15:23:24.056]',-,-0.030,0.635,-,1.025,-,-,-,-,-,-"
"'[15:23:24.064]',-,-0.021,0.640,-,1.030,-,-,-,-,-,-"
"'[15:23:24.072]',-,0.044,0.695,-,1.000,-,-,-,-,-,-"
"'[15:23:24.080]',-,0.064,0.705,-,0.985,-,-,-,-,-,-"
"'[15:23:24.088]',-,0.084,0.725,-,0.980,-,-,-,-,-,-"
"'[15:23:24.096]',-,0.084,0.725,-,0.980,-,-,-,-,-,-"
"'[15:23:24.104]',-,0.090,0.725,-,0.975,-,-,-,-,-,-"
"'[15:23:24.112]',-,0.100,0.730,-,0.975,-,-,-,-,-,-"
"'[15:23:24.120]',-,0.115,0.755,-,0.975,-,-,-,-,-,-"
"'[15:23:24.128]',-,0.145,0.785,-,0.970,-,-,-,-,-,-"
"'[15:23:24.136]',-,0.185,0.825,-,0.950,-,-,-,-,-,-"
"'[15:23:24.144]',-,0.214,0.855,-,0.950,-,-,-,-,-,-"
"'[15:23:24.152]',-,0.245,0.880,-,0.940,-,-,-,-,-,-"
"'[15:23:24.160]',-,0.275,0.905,-,0.925,-,-,-,-,-,-"
"'[15:23:24.168]',-,-0.500,-0.500,-,-0.500,-,-,-,-,-,-"
"'[15:23:24.176]',-,1.501,1.501,-,1.500,-,-,-,-,-,-"
"'[15:23:24.184]',-,0.956,1.010,-,1.115,-,-,-,-,-,-"
"'[15:23:24.192]',-,0.135,0.940,-,0.795,-,-,-,-,-,-"
"'[15:23:24.200]',-,0.060,0.910,-,0.775,-,-,-,-,-,-"
"'[15:23:24.208]',-,0.060,0.865,-,0.825,-,-,-,-,-,-"
"'[15:23:24.216]',-,0.044,0.795,-,0.850,-,-,-,-,-,-"
"'[15:23:24.224]',-,0.044,0.740,-,0.865,-,-,-,-,-,-"
"'[15:23:24.232]',-,0.024,0.700,-,0.755,-,-,-,-,-,-"
"'[15:23:24.240]',-,0.004,0.340,-,-0.175,-,0.345,1.947,0.000,-,-"
"'[15:23:24.248]',-,0.055,0.695,-,0.750,-,0.505,1.935,0.000,-,-"
"'[15:23:24.256]',-,0.035,0.690,-,0.765,-,0.502,1.917,0.000,-,-"
"'[15:23:24.264]',-,-0.276,0.365,-,0.815,-,0.499,1.900,0.000,-,-"
"'[15:23:24.272]',-,-0.306,0.305,-,0.870,-,0.496,1.889,0.000,-,-"
"'[15:23:24.280]',-,-0.331,0.295,-,0.875,-,0.494,1.881,0.000,-,-"
"'[15:23:24.288]',-,-0.366,0.260,-,0.915,-,0.492,1.875,0.000,-,-"
"'[15:23:24.296]',-,-0.441,0.225,-,0.920,-,0.490,1.872,0.000,-,-"
"'[15:23:24.304]',-,-0.500,0.160,-,0.935,-,0.488,1.874,0.000,-,-"
"'[15:23:24.312]',-,-0.500,0.109,-,0.955,-,0.486,1.877,0.000,-,-"
"'[15:23:24.320]',-,-0.500,0.080,-,0.985,-,0.484,1.882,0.000,-,-"
"'[15:23:24.328]',-,-0.500,0.050,-,1.000,-,0.482,1.891,0.000,-,-"
"'[15:23:24.336]',-,-0.500,0.055,-,1.035,-,0.480,1.900,0.000,-,-"
"'[15:23:24.344]',-,-0.500,0.015,-,1.085,-,0.478,1.913,0.000,-,-"
"'[15:23:24.352]',-,-0.500,-0.000,-,1.100,-,0.475,1.928,0.000,-,-"
"'[15:23:24.360]',-,-0.500,0.120,-,1.075,-,0.473,1.942,0.000,-,-"
"'[15:23:24.368]',-,-0.500,0.285,-,1.040,-,0.470,1.956,0.000,-,-"
"'[15:23:24.376]',-,-0.476,0.390,-,1.015,-,0.468,1.967,0.000,-,-"
"'[15:23:24.384]',-,-0.361,0.485,-,0.995,-,0.465,1.976,0.000,-,-"
"'[15:23:24.392]',-,-0.301,0.555,-,0.970,-,0.462,1.982,0.000,-,-"
"'[15:23:24.400]',-,-0.291,0.565,-,0.970,-,0.460,1.985,0.000,-,-"
"'[15:23:24.408]',-,-0.326,0.100,-,0.065,-,0.457,1.985,0.000,-,-"
"'[15:23:24.416]',-,-0.271,0.580,-,0.970,-,0.454,1.979,0.000,-,-"
"'[15:23:24.424]',-,-0.256,0.590,-,0.965,-,0.451,1.969,0.000,-,-"
"'[15:23:24.432]',-,-0.186,0.690,-,0.920,-,0.449,1.955,0.000,-,-"
"'[15:23:24.440]',-,-0.150,0.735,-,0.895,-,0.446,1.944,0.000,-,-"
"'[15:23:24.448]',-,-0.130,0.770,-,0.875,-,0.443,1.939,0.000,-,-"
"'[15:23:24.456]',-,-0.115,0.795,-,0.870,-,0.440,1.938,0.000,-,-"
"'[15:23:24.464]',-,-0.105,0.805,-,0.865,-,0.437,1.946,0.000,-,-"
"'[15:23:24.472]',-,-0.085,0.820,-,0.870,-,0.434,1.964,0.000,-,-"
"'[15:23:24.480]',-,-0.055,0.835,-,0.875,-,0.431,1.986,0.000,-,-"
"'[15:23:24.488]',-,-0.005,0.865,-,0.885,-,0.429,2.015,0.000,-,-"
"'[15:23:24.496]',-,0.040,0.891,-,0.905,-,0.426,2.051,0.000,-,-"
"'[15:23:24.504]',-,0.084,0.905,-,0.925,-,0.423,2.084,0.000,-,-"
"'[15:23:24.512]',-,0.120,0.915,-,0.945,-,0.420,2.112,0.000,-,-"
"'[15:23:24.520]',-,0.155,0.915,-,0.960,-,0.418,2.139,0.000,-,-"
"'[15:23:24.528]',-,0.175,0.905,-,0.975,-,0.416,2.163,0.000,-,-"
"'[15:23:24.536]',-,0.175,0.880,-,0.985,-,0.414,2.188,0.000,-,-"
"'[15:23:24.544]',-,0.165,0.850,-,0.990,-,0.412,2.209,0.000,-,-"
"'[15:23:24.552]',-,0.155,0.820,-,0.990,-,0.410,2.226,0.000,-,-"
"'[15:23:24.560]',-,0.125,0.780,-,0.995,-,0.408,2.239,0.000,-,-"
"'[15:23:24.568]',-,0.109,0.750,-,0.995,-,0.406,2.248,0.000,-,-"
"'[15:23:24.576]',-,0.095,0.725,-,0.990,-,0.404,2.255,0.000,-,-"
"'[15:23:24.584]',-,0.084,0.710,-,0.990,-,0.402,2.261,0.000,-,-"
"'[15:23:24.592]',-,0.070,0.695,-,0.995,-,0.400,2.268,0.000,-,-"
"'[15:23:24.600]',-,0.064,0.690,-,0.995,-,0.399,2.273,0.000,-,-"
"'[15:23:24.608]',-,0.060,0.675,-,0.990,-,0.397,2.278,0.000,-,-"
"'[15:23:24.616]',-,0.044,0.655,-,0.995,-,0.395,2.282,0.000,-,-"
"'[15:23:24.624]',-,0.040,0.640,-,0.995,-,0.393,2.283,0.000,-,-"
"'[15:23:24.632]',-,0.035,0.630,-,0.990,-,0.391,2.283,0.000,-,-"
"'[15:23:24.640]',-,0.035,0.620,-,0.990,-,0.389,2.279,0.000,-,-"
"'[15:23:24.648]',-,0.030,0.625,-,1.000,-,0.387,2.273,0.000,-,-"
"'[15:23:24.656]',-,0.040,0.630,-,1.005,-,0.386,2.262,0.000,-,-"
"'[15:23:24.664]',-,0.055,0.630,-,1.005,-,0.384,2.242,0.000,-,-"
"'[15:23:24.672]',-,0.075,0.640,-,1.000,-,0.382,2.215,0.000,-,-"
"'[15:23:24.680]',-,0.080,0.645,-,1.005,-,0.381,2.184,0.000,-,-"
"'[15:23:24.688]',-,0.060,0.640,-,1.000,-,0.379,2.145,0.000,-,-"
"'[15:23:24.696]',-,0.030,0.625,-,1.000,-,0.377,2.092,0.000,-,-"
"'[15:23:24.704]',-,0.010,0.610,-,1.000,-,0.374,2.028,0.000,-,-"
"'[15:23:24.712]',-,1.501,-0.500,-,1.500,-,0.371,1.964,0.000,-,-"
"'[15:23:24.720]',-,-0.500,1.446,-,-0.500,-,0.368,1.909,0.000,-,-"
"'[15:23:24.728]',-,1.501,0.690,-,1.500,-,0.364,1.868,0.000,-,-"
"'[15:23:24.736]',-,-0.166,0.565,-,0.920,-,0.360,1.861,0.000,-,-"
"'[15:23:24.744]',-,-0.326,0.540,-,0.860,-,0.355,1.882,0.000,-,-"
"'[15:23:24.752]',-,-0.291,0.540,-,0.895,-,0.350,1.907,0.000,-,-"
"'[15:23:24.760]',-,-0.266,0.510,-,0.905,-,0.346,1.938,0.000,-,-"
"'[15:23:24.768]',-,-0.235,0.490,-,0.920,-,0.341,1.973,0.000,-,-"
"'[15:23:24.776]',-,-0.190,0.485,-,0.840,-,0.336,2.004,0.000,-,-"
"'[15:23:24.784]',-,-0.500,-0.000,-,0.855,-,0.332,2.030,0.000,-,-"
"'[15:23:24.792]',-,-0.500,-0.045,-,0.775,-,0.328,2.056,0.000,-,-"
"'[15:23:24.800]',-,-0.500,0.040,-,0.740,-,0.322,2.078,0.000,-,-"
"'[15:23:24.808]',-,-0.500,0.020,-,0.815,-,0.318,2.093,0.000,-,-"
"'[15:23:24.816]',-,-0.326,0.290,-,0.835,-,0.312,2.100,0.000,-,-"
"'[15:23:24.824]',-,-0.146,0.450,-,0.850,-,0.306,2.104,0.000,-,-"
"'[15:23:24.832]',-,-0.085,0.545,-,0.820,-,0.302,2.106,0.000,-,-"
"'[15:23:24.840]',-,-0.061,0.570,-,0.850,-,0.297,2.107,0.000,-,-"
"'[15:23:24.848]',-,-0.095,0.580,-,0.835,-,0.292,2.104,0.000,-,-"
"'[15:23:24.856]',-,-0.100,0.605,-,0.810,-,0.288,2.099,0.000,-,-"
"'[15:23:24.864]',-,-0.105,0.625,-,0.810,-,0.284,2.093,0.000,-,-"
"'[15:23:24.872]',-,-0.135,0.630,-,0.830,-,0.280,2.084,0.000,-,-"
"'[15:23:24.880]',-,-0.175,0.625,-,0.850,-,0.276,2.075,0.000,-,-"
"'[15:23:24.888]',-,-0.205,0.650,-,0.895,-,0.273,2.065,0.000,-,-"
"'[15:23:24.896]',-,-0.240,0.655,-,0.935,-,0.269,2.055,0.000,-,-"
"'[15:23:24.904]',-,-0.220,0.680,-,0.945,-,0.266,2.045,0.000,-,-"
"'[15:23:24.912]',-,-0.215,0.675,-,0.940,-,0.262,2.038,0.000,-,-"
"'[15:23:24.920]',-,-0.225,0.660,-,0.945,-,0.259,2.038,0.000,-,-"
"'[15:23:24.928]',-,-0.245,0.640,-,0.950,-,0.257,2.043,0.000,-,-"
"'[15:23:24.936]',-,-0.271,0.610,-,0.955,-,0.254,2.050,0.000,-,-"
"'[15:23:24.944]',-,-0.276,0.600,-,0.960,-,0.252,2.058,0.000,-,-"
"'[15:23:24.952]',-,-0.271,0.610,-,0.960,-,0.250,2.065,0.000,-,-"
"'[15:23:24.960]',-,-0.245,0.630,-,0.955,-,0.249,2.070,0.000,-,-"
"'[15:23:24.968]',-,-0.240,0.645,-,0.950,-,0.247,2.073,0.000,-,-"
"'[15:23:24.976]',-,-0.235,0.650,-,0.935,-,0.246,2.074,0.000,-,-"
"'[15:23:24.984]',-,-0.245,0.655,-,0.925,-,0.245,2.071,0.000,-,-"
"'[15:23:24.992]',-,-0.251,0.655,-,0.915,-,0.244,2.064,0.000,-,-"
"'[15:23:25.000]',-,-0.245,0.665,-,0.905,-,0.243,2.054,0.000,-,-"
"'[15:23:25.008]',-,-0.235,0.680,-,0.900,-,0.242,2.044,0.000,-,-"
"'[15:23:25.016]',-,-0.230,0.685,-,0.895,-,0.242,2.036,0.000,-,-"
"'[15:23:25.024]',-,-0.220,0.690,-,0.900,-,0.241,2.029,0.000,-,-"
"'[15:23:25.032]',-,-0.200,0.690,-,0.915,-,0.240,2.024,0.000,-,-"
"'[15:23:25.040]',-,-0.170,0.705,-,0.935,-,0.240,2.022,0.000,-,-"
"'[15:23:25.048]',-,-0.155,0.685,-,0.965,-,0.239,2.021,0.000,-,-"
"'[15:23:25.056]',-,-0.160,0.650,-,1.005,-,0.238,2.020,0.000,-,-"
"'[15:23:25.064]',-,-0.166,0.610,-,1.045,-,0.237,2.020,0.000,-,-"
"'[15:23:25.072]',-,-0.155,0.590,-,1.070,-,0.236,2.020,0.000,-,-"
"'[15:23:25.080]',-,-0.110,0.605,-,1.070,-,0.235,2.020,0.000,-,-"
"'[15:23:25.088]',-,-0.081,0.610,-,1.080,-,0.234,2.020,0.000,-,-"
"'[15:23:25.096]',-,-0.081,0.595,-,1.080,-,0.233,2.021,0.000,-,-"
"'[15:23:25.104]',-,-0.050,0.590,-,1.075,-,0.232,2.023,0.000,-,-"
"'[15:23:25.112]',-,-0.021,0.620,-,1.060,-,0.231,2.024,0.000,-,-"
"'[15:23:25.120]',-,-0.005,0.635,-,1.055,-,0.230,2.025,0.000,-,-"
"'[15:23:25.128]',-,0.004,0.635,-,1.045,-,0.228,2.022,0.000,-,-"
"'[15:23:25.136]',-,0.015,0.630,-,1.035,-,0.227,2.015,0.000,-,-"
"'[15:23:25.144]',-,0.030,0.635,-,1.030,-,0.225,2.004,0.000,-,-"
"'[15:23:25.152]',-,0.035,0.640,-,1.030,-,0.223,1.993,0.000,-,-"
"'[15:23:25.160]',-,0.035,0.635,-,1.025,-,0.222,1.982,0.000,-,-"
"'[15:23:25.168]',-,0.030,0.635,-,1.025,-,0.219,1.976,0.000,-,-"
"'[15:23:25.176]',-,0.024,0.635,-,1.025,-,0.218,1.974,0.000,-,-"
"'[15:23:25.184]',-,0.035,0.640,-,1.020,-,0.215,1.978,0.000,-,-"
"'[15:23:25.192]',-,0.044,0.650,-,1.020,-,0.212,1.985,0.000,-,-"
"'[15:23:25.200]',-,0.060,0.660,-,1.010,-,0.209,1.996,0.000,-,-"
"'[15:23:25.208]',-,0.070,0.670,-,1.005,-,0.206,2.008,0.000,-,-"
"'[15:23:25.216]',-,0.070,0.670,-,1.000,-,0.202,2.017,0.000,-,-"
"'[15:23:25.224]',-,0.084,0.680,-,1.005,-,0.198,2.022,0.000,-,-"
"'[15:23:25.232]',-,0.090,0.685,-,1.000,-,0.194,2.023,0.000,-,-"
"'[15:23:25.240]',-,0.100,0.695,-,1.000,-,0.191,2.022,0.000,-,-"
"'[15:23:25.248]',-,0.104,0.685,-,1.000,-,0.187,2.018,0.000,-,-"
"'[15:23:25.256]',-,0.084,0.675,-,1.000,-,0.184,2.013,0.000,-,-"
"'[15:23:25.264]',-,0.084,0.665,-,1.000,-,0.180,2.007,0.000,-,-"
"'[15:23:25.272]',-,0.084,0.665,-,1.000,-,0.177,2.001,0.000,-,-"
"'[15:23:25.280]',-,0.075,0.655,-,1.005,-,0.173,1.998,0.000,-,-"
"'[15:23:25.288]',-,0.070,0.650,-,1.010,-,0.169,1.993,0.000,-,-"
"'[15:23:25.296]',-,0.295,0.480,-,0.625,-,0.165,1.987,0.000,-,-"
"'[15:23:25.304]',-,-0.140,0.660,-,0.990,-,0.161,1.984,0.000,-,-"
"'[15:23:25.312]',-,0.084,0.665,-,1.005,-,0.157,1.983,0.000,-,-"
"'[15:23:25.320]',-,0.070,0.640,-,1.015,-,0.153,1.982,0.000,-,-"
"'[15:23:25.328]',-,0.060,0.625,-,1.015,-,0.150,1.983,0.000,-,-"
"'[15:23:25.336]',-,0.060,0.620,-,1.020,-,0.146,1.988,0.000,-,-"
"'[15:23:25.344]',-,0.044,0.605,-,1.020,-,0.143,1.996,0.000,-,-"
"'[15:23:25.352]',-,0.024,0.585,-,1.020,-,0.141,2.003,0.000,-,-"
"'[15:23:25.360]',-,0.035,0.600,-,1.020,-,0.138,2.011,0.000,-,-"
"'[15:23:25.368]',-,0.055,0.620,-,1.020,-,0.136,2.019,0.000,-,-"
"'[15:23:25.376]',-,0.064,0.635,-,1.015,-,0.134,2.023,0.000,-,-"
"'[15:23:25.384]',-,0.084,0.650,-,1.005,-,0.132,2.029,0.000,-,-"
"'[15:23:25.392]',-,0.095,0.660,-,1.000,-,0.131,2.034,0.000,-,-"
"'[15:23:25.400]',-,0.104,0.665,-,1.000,-,0.130,2.038,0.000,-,-"
"'[15:23:25.408]',-,0.090,0.655,-,1.005,-,0.130,2.043,0.000,-,-"
"'[15:23:25.416]',-,0.084,0.650,-,1.005,-,0.130,2.047,0.000,-,-"
"'[15:23:25.424]',-,0.084,0.645,-,1.005,-,0.131,2.049,0.000,-,-"
"'[15:23:25.432]',-,0.095,0.650,-,1.000,-,0.132,2.050,0.000,-,-"
"'[15:23:25.440]',-,0.084,0.645,-,1.000,-,0.132,2.050,0.000,-,-"
"'[15:23:25.448]',-,0.090,0.650,-,1.000,-,0.133,2.050,0.000,-,-"
"'[15:23:25.456]',-,0.100,0.655,-,1.000,-,0.134,2.050,0.000,-,-"
"'[15:23:25.464]',-,1.501,-0.500,-,1.500,-,0.135,2.050,0.000,-,-"
"'[15:23:25.472]',-,-0.500,1.501,-,-0.500,-,0.136,2.050,0.000,-,-"
"'[15:23:25.480]',-,1.501,0.710,-,1.500,-,0.138,2.050,0.000,-,-"
"'[15:23:25.488]',-,-0.170,0.665,-,0.840,-,0.139,2.050,0.000,-,-"
"'[15:23:25.496]',-,-0.235,0.655,-,0.810,-,0.141,2.053,0.000,-,-"
"'[15:23:25.504]',-,-0.195,0.645,-,0.855,-,0.143,2.058,0.000,-,-"
"'[15:23:25.512]',-,-0.210,0.585,-,0.875,-,0.145,2.062,0.000,-,-"
"'[15:23:25.520]',-,-0.186,0.545,-,0.895,-,0.147,2.067,0.000,-,-"
"'[15:23:25.528]',-,-0.125,0.560,-,0.785,-,0.150,2.071,0.000,-,-"
"'[15:23:25.536]',-,-0.186,0.550,-,0.685,-,0.152,2.075,0.000,-,-"
"'[15:23:25.544]',-,-0.261,0.540,-,0.605,-,0.155,2.080,0.000,-,-"
"'[15:23:25.552]',-,-0.271,0.505,-,0.595,-,0.158,2.084,0.000,-,-"
"'[15:23:25.560]',-,-0.186,0.485,-,0.700,-,0.162,2.086,0.000,-,-"
"'[15:23:25.568]',-,-0.110,0.495,-,0.765,-,0.164,2.087,0.000,-,-"
"'[15:23:25.576]',-,-0.065,0.530,-,0.795,-,0.167,2.088,0.000,-,-"
"'[15:23:25.584]',-,-0.081,0.540,-,0.785,-,0.169,2.088,0.000,-,-"
"'[15:23:25.592]',-,-0.065,0.560,-,0.830,-,0.171,2.088,0.000,-,-"
"'[15:23:25.600]',-,-0.085,0.570,-,0.810,-,0.173,2.091,0.000,-,-"
"'[15:23:25.608]',-,-0.146,0.565,-,0.800,-,0.175,2.096,0.000,-,-"
"'[15:23:25.616]',-,-0.205,0.555,-,0.805,-,0.177,2.099,0.000,-,-"
"'[15:23:25.624]',-,-0.281,0.520,-,0.830,-,0.179,2.100,0.000,-,-"
"'[15:23:25.632]',-,-0.306,0.545,-,0.855,-,0.180,2.101,0.000,-,-"
"'[15:23:25.640]',-,-0.301,0.585,-,0.890,-,0.182,2.101,0.000,-,-"
"'[15:23:25.648]',-,-0.311,0.620,-,0.915,-,0.183,2.101,0.000,-,-"
"'[15:23:25.656]',-,-0.286,0.635,-,0.920,-,0.185,2.101,0.000,-,-"
"'[15:23:25.664]',-,-0.276,0.635,-,0.925,-,0.186,2.101,0.000,-,-"
"'[15:23:25.672]',-,-0.276,0.635,-,0.925,-,0.187,2.101,0.000,-,-"
"'[15:23:25.680]',-,-0.296,0.605,-,0.935,-,0.189,2.101,0.000,-,-"
"'[15:23:25.688]',-,-0.316,0.580,-,0.945,-,0.190,2.099,0.000,-,-"
"'[15:23:25.696]',-,-0.316,0.585,-,0.940,-,0.191,2.097,0.000,-,-"
"'[15:23:25.704]',-,-0.291,0.600,-,0.930,-,0.192,2.092,0.000,-,-"
"'[15:23:25.712]',-,-0.291,0.605,-,0.925,-,0.192,2.087,0.000,-,-"
"'[15:23:25.720]',-,-0.276,0.615,-,0.920,-,0.192,2.081,0.000,-,-"
"'[15:23:25.728]',-,-0.291,0.610,-,0.915,-,0.192,2.075,0.000,-,-"
"'[15:23:25.736]',-,-0.291,0.610,-,0.905,-,0.192,2.072,0.000,-,-"
"'[15:23:25.744]',-,-0.306,0.610,-,0.905,-,0.192,2.067,0.000,-,-"
"'[15:23:25.752]',-,-0.326,0.600,-,0.895,-,0.192,2.063,0.000,-,-"
"'[15:23:25.760]',-,-0.361,0.570,-,0.885,-,0.191,2.057,0.000,-,-"
"'[15:23:25.768]',-,-0.331,0.605,-,0.880,-,0.191,2.049,0.000,-,-"
"'[15:23:25.776]',-,-0.296,0.635,-,0.865,-,0.190,2.042,0.000,-,-"
"'[15:23:25.784]',-,-0.256,0.670,-,0.870,-,0.189,2.033,0.000,-,-"
"'[15:23:25.792]',-,-0.160,0.745,-,0.860,-,0.188,2.026,0.000,-,-"
"'[15:23:25.800]',-,-0.120,0.765,-,0.880,-,0.187,2.020,0.000,-,-"
"'[15:23:25.808]',-,-0.130,0.730,-,0.920,-,0.187,2.014,0.000,-,-"
"'[15:23:25.816]',-,-0.135,0.700,-,0.960,-,0.186,2.011,0.000,-,-"
"'[15:23:25.824]',-,-0.146,0.660,-,1.005,-,0.186,2.009,0.000,-,-"
"'[15:23:25.832]',-,-0.166,0.605,-,1.045,-,0.185,2.008,0.000,-,-"
"'[15:23:25.840]',-,-0.135,0.610,-,1.060,-,0.185,2.004,0.000,-,-"
"'[15:23:25.848]',-,-0.110,0.605,-,1.070,-,0.185,1.999,0.000,-,-"
"'[15:23:25.856]',-,-0.140,0.555,-,1.085,-,0.184,1.997,0.000,-,-"
"'[15:23:25.864]',-,-0.235,0.450,-,1.110,-,0.184,1.996,0.000,-,-"
"'[15:23:25.872]',-,-0.266,0.410,-,1.120,-,0.184,1.995,0.000,-,-"
"'[15:23:25.880]',-,-0.281,0.375,-,1.125,-,0.184,1.995,0.000,-,-"
"'[15:23:25.888]',-,-0.276,0.365,-,1.125,-,0.184,1.995,0.000,-,-"
"'[15:23:25.896]',-,-0.291,0.340,-,1.130,-,0.184,1.995,0.000,-,-"
"'[15:23:25.904]',-,-0.291,0.335,-,1.130,-,0.184,1.995,0.000,-,-"
"'[15:23:25.912]',-,-0.291,0.330,-,1.120,-,0.184,1.995,0.000,-,-"
"'[15:23:25.920]',-,-0.251,0.360,-,1.115,-,0.182,1.995,0.000,-,-"
"'[15:23:25.928]',-,-0.225,0.395,-,1.105,-,0.181,1.995,0.000,-,-"
"'[15:23:25.936]',-,-0.215,0.400,-,1.105,-,0.179,1.995,0.000,-,-"
"'[15:23:25.944]',-,-0.235,0.375,-,1.110,-,0.178,1.993,0.000,-,-"
"'[15:23:25.952]',-,-0.150,0.460,-,1.080,-,0.176,1.987,0.000,-,-"
"'[15:23:25.960]',-,-0.045,0.550,-,1.050,-,0.175,1.978,0.000,-,-"
"'[15:23:25.968]',-,0.090,0.690,-,1.005,-,0.174,1.968,0.000,-,-"
"'[15:23:25.976]',-,0.165,0.765,-,0.980,-,0.172,1.958,0.000,-,-"
"'[15:23:25.984]',-,0.209,0.805,-,0.970,-,0.170,1.951,0.000,-,-"
"'[15:23:25.992]',-,0.185,0.780,-,0.970,-,0.169,1.948,0.000,-,-"
"'[15:23:26.000]',-,0.155,0.750,-,0.975,-,0.166,1.946,0.000,-,-"
"'[15:23:26.008]',-,1.501,-0.500,-,1.500,-,0.164,1.945,0.000,-,-"
"'[15:23:26.016]',-,-0.500,1.501,-,-0.500,-,0.162,1.943,0.000,-,-"
"'[15:23:26.024]',-,1.501,0.925,-,1.500,-,0.160,1.939,0.000,-,-"
"'[15:23:26.032]',-,0.020,0.690,-,0.920,-,0.158,1.935,0.000,-,-"
"'[15:23:26.040]',-,-0.286,0.640,-,0.810,-,0.156,1.931,0.000,-,-"
"'[15:23:26.048]',-,-0.251,0.635,-,0.835,-,0.154,1.927,0.000,-,-"
"'[15:23:26.056]',-,-0.220,0.615,-,0.855,-,0.152,1.925,0.000,-,-"
"'[15:23:26.064]',-,-0.195,0.575,-,0.870,-,0.150,1.926,0.000,-,-"
"'[15:23:26.072]',-,-0.281,0.445,-,0.815,-,0.148,1.926,0.000,-,-"
"'[15:23:26.080]',-,-0.356,0.380,-,0.715,-,0.146,1.925,0.000,-,-"
"'[15:23:26.088]',-,-0.386,0.435,-,0.620,-,0.145,1.924,0.000,-,-"
"'[15:23:26.096]',-,-0.210,0.590,-,0.575,-,0.144,1.925,0.000,-,-"
"'[15:23:26.104]',-,-0.021,0.665,-,0.640,-,0.144,1.926,0.000,-,-"
"'[15:23:26.112]',-,-0.045,0.580,-,0.725,-,0.143,1.926,0.000,-,-"
"'[15:23:26.120]',-,-0.081,0.550,-,0.770,-,0.143,1.926,0.000,-,-"
"'[15:23:26.128]',-,-0.146,0.520,-,0.765,-,0.142,1.926,0.000,-,-"
