"'Time','II','PLETH','V','ABP','III'"
"'[01:54:47.448]',-,0.502,-,-,-"
"'[01:54:47.456]',-,0.502,-,-,-"
"'[01:54:47.464]',-,0.502,-,-,-"
"'[01:54:47.472]',-,0.502,-,-,-"
"'[01:54:47.480]',-,0.502,-,-,-"
"'[01:54:47.488]',-,0.502,-,-,-"
"'[01:54:47.496]',-,0.502,-,-,-"
"'[01:54:47.504]',-,0.502,-,-,-"
"'[01:54:47.512]',-,0.502,-,-,-"
"'[01:54:47.520]',-,0.502,-,-,-"
"'[01:54:47.528]',-,0.502,-,-,-"
"'[01:54:47.536]',-,0.502,-,-,-"
"'[01:54:47.544]',-,0.502,-,-,-"
"'[01:54:47.552]',-,0.502,-,-,-"
"'[01:54:47.560]',-,0.502,-,-,-"
"'[01:54:47.568]',-,0.502,-,-,-"
"'[01:54:47.576]',-,0.502,-,-,-"
"'[01:54:47.584]',-,0.502,-,-,-"
"'[01:54:47.592]',-,0.502,-,-,-"
"'[01:54:47.600]',-,0.502,-,-,-"
"'[01:54:47.608]',-,0.502,-,-,-"
"'[01:54:47.616]',-,0.502,-,-,-"
"'[01:54:47.624]',-,0.502,-,-,-"
"'[01:54:47.632]',-,0.502,-,-,-"
"'[01:54:47.640]',-,0.502,-,-,-"
"'[01:54:47.648]',-,0.502,-,-,-"
"'[01:54:47.656]',-,0.502,-,-,-"
"'[01:54:47.664]',-,0.502,-,-,-"
"'[01:54:47.672]',-,0.502,-,-,-"
"'[01:54:47.680]',-,0.502,-,-,-"
"'[01:54:47.688]',-,0.502,-,-,-"
"'[01:54:47.696]',-,0.502,-,-,-"
"'[01:54:47.704]',-,0.502,-,-,-"
"'[01:54:47.712]',-,0.502,-,-,-"
"'[01:54:47.720]',-,0.502,-,-,-"
"'[01:54:47.728]',-,0.502,-,-,-"
"'[01:54:47.736]',-,0.502,-,-,-"
"'[01:54:47.744]',-,0.502,-,-,-"
"'[01:54:47.752]',-,0.502,-,-,-"
"'[01:54:47.760]',-,0.502,-,-,-"
"'[01:54:47.768]',-,0.502,-,-,-"
"'[01:54:47.776]',-,0.502,-,-,-"
"'[01:54:47.784]',-,0.502,-,-,-"
"'[01:54:47.792]',-,0.502,-,-,-"
"'[01:54:47.800]',-,0.502,-,-,-"
"'[01:54:47.808]',-,0.502,-,-,-"
"'[01:54:47.816]',-,0.502,-,-,-"
"'[01:54:47.824]',-,0.502,-,-,-"
"'[01:54:47.832]',-,0.502,-,-,-"
"'[01:54:47.840]',-,0.502,-,-,-"
"'[01:54:47.848]',-,0.502,-,-,-"
"'[01:54:47.856]',-,0.502,-,-,-"
"'[01:54:47.864]',-,0.502,-,-,-"
"'[01:54:47.872]',-,0.502,-,-,-"
"'[01:54:47.880]',-,0.502,-,-,-"
"'[01:54:47.888]',-,0.502,-,-,-"
"'[01:54:47.896]',-,0.502,-,-,-"
"'[01:54:47.904]',-,0.502,-,-,-"
"'[01:54:47.912]',-,0.502,-,-,-"
"'[01:54:47.920]',-,0.502,-,-,-"
"'[01:54:47.928]',-,0.502,-,-,-"
"'[01:54:47.936]',-,0.502,-,-,-"
"'[01:54:47.944]',-,0.502,-,-,-"
"'[01:54:47.952]',-,0.502,-,-,-"
"'[01:54:47.960]',-,0.502,-,-,-"
"'[01:54:47.968]',-,0.502,-,-,-"
"'[01:54:47.976]',-,0.502,-,-,-"
"'[01:54:47.984]',-,0.502,-,-,-"
"'[01:54:47.992]',-,0.502,-,-,-"
"'[01:54:48.000]',-,0.502,-,-,-"
"'[01:54:48.008]',-,0.502,-,-,-"
"'[01:54:48.016]',-,0.502,-,-,-"
"'[01:54:48.024]',-,0.502,-,-,-"
"'[01:54:48.032]',-,0.502,-,-,-"
"'[01:54:48.040]',-,0.502,-,-,-"
"'[01:54:48.048]',-,0.502,-,-,-"
"'[01:54:48.056]',-,0.502,-,-,-"
"'[01:54:48.064]',-,0.502,-,-,-"
"'[01:54:48.072]',-,0.502,-,-,-"
"'[01:54:48.080]',-,0.502,-,-,-"
"'[01:54:48.088]',-,0.502,-,-,-"
"'[01:54:48.096]',-,0.502,-,-,-"
"'[01:54:48.104]',-,0.502,-,-,-"
"'[01:54:48.112]',-,0.502,-,-,-"
"'[01:54:48.120]',-,0.502,-,-,-"
"'[01:54:48.128]',-,0.502,-,-,-"
"'[01:54:48.136]',-,0.502,-,-,-"
"'[01:54:48.144]',-,0.502,-,-,-"
"'[01:54:48.152]',-,0.502,-,-,-"
"'[01:54:48.160]',-,0.502,-,-,-"
"'[01:54:48.168]',-,0.502,-,-,-"
"'[01:54:48.176]',-,0.502,-,-,-"
"'[01:54:48.184]',-,0.502,-,-,-"
"'[01:54:48.192]',-,0.502,-,-,-"
"'[01:54:48.200]',-,0.502,-,-,-"
"'[01:54:48.208]',-,0.502,-,-,-"
"'[01:54:48.216]',-,0.502,-,-,-"
"'[01:54:48.224]',-,0.502,-,-,-"
"'[01:54:48.232]',-,0.502,-,-,-"
"'[01:54:48.240]',-,0.502,-,-,-"
"'[01:54:48.248]',-,0.502,-,-,-"
"'[01:54:48.256]',-,0.502,-,-,-"
"'[01:54:48.264]',-,0.502,-,-,-"
"'[01:54:48.272]',-,0.502,-,-,-"
"'[01:54:48.280]',-,0.502,-,-,-"
"'[01:54:48.288]',-,0.502,-,-,-"
"'[01:54:48.296]',-,0.502,-,-,-"
"'[01:54:48.304]',-,0.502,-,-,-"
"'[01:54:48.312]',-,0.502,-,-,-"
"'[01:54:48.320]',-,0.502,-,-,-"
"'[01:54:48.328]',-,0.502,-,-,-"
"'[01:54:48.336]',-,0.502,-,-,-"
"'[01:54:48.344]',-,0.502,-,-,-"
"'[01:54:48.352]',-,0.502,-,-,-"
"'[01:54:48.360]',-,0.502,-,-,-"
"'[01:54:48.368]',-,0.502,-,-,-"
"'[01:54:48.376]',-,0.502,-,-,-"
"'[01:54:48.384]',-,0.502,-,-,-"
"'[01:54:48.392]',-,0.502,-,-,-"
"'[01:54:48.400]',-,0.502,-,-,-"
"'[01:54:48.408]',-,0.502,-,-,-"
"'[01:54:48.416]',-,0.502,-,-,-"
"'[01:54:48.424]',-,0.502,-,-,-"
"'[01:54:48.432]',-,0.502,-,-,-"
"'[01:54:48.440]',-,0.502,-,-,-"
"'[01:54:48.448]',-,0.502,-,-,-"
"'[01:54:48.456]',-,0.502,-,-,-"
"'[01:54:48.464]',-,0.502,-,-,-"
"'[01:54:48.472]',-,0.502,-,-,-"
"'[01:54:48.480]',-,0.502,-,-,-"
"'[01:54:48.488]',-,0.502,-,-,-"
"'[01:54:48.496]',-,0.502,-,-,-"
"'[01:54:48.504]',-,0.502,-,-,-"
"'[01:54:48.512]',-,0.502,-,-,-"
"'[01:54:48.520]',-,0.502,-,-,-"
"'[01:54:48.528]',-,0.502,-,-,-"
"'[01:54:48.536]',-,0.502,-,-,-"
"'[01:54:48.544]',-,0.502,-,-,-"
"'[01:54:48.552]',-,0.502,-,-,-"
"'[01:54:48.560]',-,0.502,-,-,-"
"'[01:54:48.568]',-,0.502,-,-,-"
"'[01:54:48.576]',-,0.502,-,-,-"
"'[01:54:48.584]',-,0.502,-,-,-"
"'[01:54:48.592]',-,0.502,-,-,-"
"'[01:54:48.600]',-,0.502,-,-,-"
"'[01:54:48.608]',-,0.502,-,-,-"
"'[01:54:48.616]',-,0.502,-,-,-"
"'[01:54:48.624]',-,0.502,-,-,-"
"'[01:54:48.632]',-,0.502,-,-,-"
"'[01:54:48.640]',-,0.502,-,-,-"
"'[01:54:48.648]',-,0.502,-,-,-"
"'[01:54:48.656]',-,0.502,-,-,-"
"'[01:54:48.664]',-,0.502,-,-,-"
"'[01:54:48.672]',-,0.502,-,-,-"
"'[01:54:48.680]',-,0.502,-,-,-"
"'[01:54:48.688]',-,0.502,-,-,-"
"'[01:54:48.696]',-,0.502,-,-,-"
"'[01:54:48.704]',-,0.502,-,-,-"
"'[01:54:48.712]',-,0.502,-,-,-"
"'[01:54:48.720]',-,0.502,-,-,-"
"'[01:54:48.728]',-,0.502,-,-,-"
"'[01:54:48.736]',-,0.502,-,-,-"
"'[01:54:48.744]',-,0.502,-,-,-"
"'[01:54:48.752]',-,0.502,-,-,-"
"'[01:54:48.760]',-,0.502,-,-,-"
"'[01:54:48.768]',-,0.502,-,-,-"
"'[01:54:48.776]',-,0.502,-,-,-"
"'[01:54:48.784]',-,0.502,-,-,-"
"'[01:54:48.792]',-,0.502,-,-,-"
"'[01:54:48.800]',-,0.502,-,-,-"
"'[01:54:48.808]',-,0.502,-,-,-"
"'[01:54:48.816]',-,0.502,-,-,-"
"'[01:54:48.824]',-,0.502,-,-,-"
"'[01:54:48.832]',-,0.502,-,-,-"
"'[01:54:48.840]',-,0.502,-,-,-"
"'[01:54:48.848]',-,0.502,-,-,-"
"'[01:54:48.856]',-,0.502,-,-,-"
"'[01:54:48.864]',-,0.502,-,-,-"
"'[01:54:48.872]',-,0.502,-,-,-"
"'[01:54:48.880]',-,0.502,-,-,-"
"'[01:54:48.888]',-,0.502,-,-,-"
"'[01:54:48.896]',-,0.502,-,-,-"
"'[01:54:48.904]',-,0.502,-,-,-"
"'[01:54:48.912]',-,0.502,-,-,-"
"'[01:54:48.920]',-,0.502,-,-,-"
"'[01:54:48.928]',-,0.502,-,-,-"
"'[01:54:48.936]',-,0.502,-,-,-"
"'[01:54:48.944]',-,0.502,-,-,-"
"'[01:54:48.952]',-,0.502,-,-,-"
"'[01:54:48.960]',-,0.502,-,-,-"
"'[01:54:48.968]',-,0.502,-,-,-"
"'[01:54:48.976]',-,0.502,-,-,-"
"'[01:54:48.984]',-,0.502,-,-,-"
"'[01:54:48.992]',-,0.502,-,-,-"
"'[01:54:49.000]',-,0.502,-,-,-"
"'[01:54:49.008]',-,0.502,-,-,-"
"'[01:54:49.016]',-,0.502,-,-,-"
"'[01:54:49.024]',-,0.502,-,-,-"
"'[01:54:49.032]',-,0.502,-,-,-"
"'[01:54:49.040]',-,0.502,-,-,-"
"'[01:54:49.048]',-,0.502,-,-,-"
"'[01:54:49.056]',-,0.502,-,-,-"
"'[01:54:49.064]',-,0.502,-,-,-"
"'[01:54:49.072]',-,0.502,-,-,-"
"'[01:54:49.080]',-,0.502,-,-,-"
"'[01:54:49.088]',-,0.502,-,-,-"
"'[01:54:49.096]',-,0.502,-,-,-"
"'[01:54:49.104]',-,0.502,-,-,-"
"'[01:54:49.112]',-,0.502,-,-,-"
"'[01:54:49.120]',-,0.502,-,-,-"
"'[01:54:49.128]',-,0.502,-,-,-"
"'[01:54:49.136]',-,0.502,-,-,-"
"'[01:54:49.144]',-,0.502,-,-,-"
"'[01:54:49.152]',-,0.502,-,-,-"
"'[01:54:49.160]',-,0.502,-,-,-"
"'[01:54:49.168]',-,0.502,-,-,-"
"'[01:54:49.176]',-,0.502,-,-,-"
"'[01:54:49.184]',-,0.502,-,-,-"
"'[01:54:49.192]',-,0.502,-,-,-"
"'[01:54:49.200]',-,0.502,-,-,-"
"'[01:54:49.208]',-,0.502,-,-,-"
"'[01:54:49.216]',-,0.502,-,-,-"
"'[01:54:49.224]',-,0.502,-,-,-"
"'[01:54:49.232]',-,0.502,-,-,-"
"'[01:54:49.240]',-,0.502,-,-,-"
"'[01:54:49.248]',-,0.502,-,-,-"
"'[01:54:49.256]',-,0.502,-,-,-"
"'[01:54:49.264]',-,0.502,-,-,-"
"'[01:54:49.272]',-,0.502,-,-,-"
"'[01:54:49.280]',-,0.502,-,-,-"
"'[01:54:49.288]',-,0.502,-,-,-"
"'[01:54:49.296]',-,0.502,-,-,-"
"'[01:54:49.304]',-,0.502,-,-,-"
"'[01:54:49.312]',-,0.502,-,-,-"
"'[01:54:49.320]',-,0.502,-,-,-"
"'[01:54:49.328]',-,0.502,-,-,-"
"'[01:54:49.336]',-,0.502,-,-,-"
"'[01:54:49.344]',-,0.502,-,-,-"
"'[01:54:49.352]',-,0.502,-,-,-"
"'[01:54:49.360]',-,0.502,-,-,-"
"'[01:54:49.368]',-,0.502,-,-,-"
"'[01:54:49.376]',-,0.502,-,-,-"
"'[01:54:49.384]',-,0.502,-,-,-"
"'[01:54:49.392]',-,0.502,-,-,-"
"'[01:54:49.400]',-,0.502,-,-,-"
"'[01:54:49.408]',-,0.502,-,-,-"
"'[01:54:49.416]',-,0.502,-,-,-"
"'[01:54:49.424]',-,0.502,-,-,-"
"'[01:54:49.432]',-,0.502,-,-,-"
"'[01:54:49.440]',-,0.502,-,-,-"
"'[01:54:49.448]',-,0.502,-,-,-"
"'[01:54:49.456]',-,0.502,-,-,-"
"'[01:54:49.464]',-,0.502,-,-,-"
"'[01:54:49.472]',-,0.502,-,-,-"
"'[01:54:49.480]',-,0.502,-,-,-"
"'[01:54:49.488]',-,0.502,-,-,-"
"'[01:54:49.496]',-,0.502,-,-,-"
"'[01:54:49.504]',-,0.502,-,-,-"
"'[01:54:49.512]',-,0.502,-,-,-"
"'[01:54:49.520]',-,0.502,-,-,-"
"'[01:54:49.528]',-,0.502,-,-,-"
"'[01:54:49.536]',-,0.502,-,-,-"
"'[01:54:49.544]',-,0.502,-,-,-"
"'[01:54:49.552]',-,0.502,-,-,-"
"'[01:54:49.560]',-,0.502,-,-,-"
"'[01:54:49.568]',-,0.502,-,-,-"
"'[01:54:49.576]',-,0.502,-,-,-"
"'[01:54:49.584]',-,0.502,-,-,-"
"'[01:54:49.592]',-,0.502,-,-,-"
"'[01:54:49.600]',-,0.502,-,-,-"
"'[01:54:49.608]',-,0.502,-,-,-"
"'[01:54:49.616]',-,0.502,-,-,-"
"'[01:54:49.624]',-,0.502,-,-,-"
"'[01:54:49.632]',-,0.502,-,-,-"
"'[01:54:49.640]',-,0.502,-,-,-"
"'[01:54:49.648]',-,0.502,-,-,-"
"'[01:54:49.656]',-,0.502,-,-,-"
"'[01:54:49.664]',-,0.502,-,-,-"
"'[01:54:49.672]',-,0.502,-,-,-"
"'[01:54:49.680]',-,0.502,-,-,-"
"'[01:54:49.688]',-,0.502,-,-,-"
"'[01:54:49.696]',-,0.502,-,-,-"
"'[01:54:49.704]',-,0.502,-,-,-"
"'[01:54:49.712]',-,0.502,-,-,-"
"'[01:54:49.720]',-,0.502,-,-,-"
"'[01:54:49.728]',-,0.502,-,-,-"
"'[01:54:49.736]',-,0.502,-,-,-"
"'[01:54:49.744]',-,0.502,-,-,-"
"'[01:54:49.752]',-,0.502,-,-,-"
"'[01:54:49.760]',-,0.502,-,-,-"
"'[01:54:49.768]',-,0.502,-,-,-"
"'[01:54:49.776]',-,0.502,-,-,-"
"'[01:54:49.784]',-,0.502,-,-,-"
"'[01:54:49.792]',-,0.502,-,-,-"
"'[01:54:49.800]',-,0.502,-,-,-"
"'[01:54:49.808]',-,0.502,-,-,-"
"'[01:54:49.816]',-,0.502,-,-,-"
"'[01:54:49.824]',-,0.502,-,-,-"
"'[01:54:49.832]',-,0.502,-,-,-"
"'[01:54:49.840]',-,0.502,-,-,-"
"'[01:54:49.848]',-,0.502,-,-,-"
"'[01:54:49.856]',-,0.502,-,-,-"
"'[01:54:49.864]',-,0.502,-,-,-"
"'[01:54:49.872]',-,0.502,-,-,-"
"'[01:54:49.880]',-,0.502,-,-,-"
"'[01:54:49.888]',-,0.502,-,-,-"
"'[01:54:49.896]',-,0.502,-,-,-"
"'[01:54:49.904]',-,0.502,-,-,-"
"'[01:54:49.912]',-,0.502,-,-,-"
"'[01:54:49.920]',-,0.502,-,-,-"
"'[01:54:49.928]',-,0.502,-,-,-"
"'[01:54:49.936]',-,0.502,-,-,-"
"'[01:54:49.944]',-,0.502,-,-,-"
"'[01:54:49.952]',-,0.502,-,-,-"
"'[01:54:49.960]',-,0.502,-,-,-"
"'[01:54:49.968]',-,0.502,-,-,-"
"'[01:54:49.976]',-,0.502,-,-,-"
"'[01:54:49.984]',-,0.502,-,-,-"
"'[01:54:49.992]',-,0.502,-,-,-"
"'[01:54:50.000]',-,0.502,-,-,-"
"'[01:54:50.008]',-,0.502,-,-,-"
"'[01:54:50.016]',-,0.502,-,-,-"
"'[01:54:50.024]',-,0.502,-,-,-"
"'[01:54:50.032]',-,0.502,-,-,-"
"'[01:54:50.040]',-,0.502,-,-,-"
"'[01:54:50.048]',-,0.502,-,-,-"
"'[01:54:50.056]',-,0.502,-,-,-"
"'[01:54:50.064]',-,0.502,-,-,-"
"'[01:54:50.072]',-,0.502,-,-,-"
"'[01:54:50.080]',-,0.502,-,-,-"
"'[01:54:50.088]',-,0.502,-,-,-"
"'[01:54:50.096]',-,0.502,-,-,-"
"'[01:54:50.104]',-,0.502,-,-,-"
"'[01:54:50.112]',-,0.502,-,-,-"
"'[01:54:50.120]',-,0.502,-,-,-"
"'[01:54:50.128]',-,0.502,-,-,-"
"'[01:54:50.136]',-,0.502,-,-,-"
"'[01:54:50.144]',-,0.502,-,-,-"
"'[01:54:50.152]',-,0.502,-,-,-"
"'[01:54:50.160]',-,0.502,-,-,-"
"'[01:54:50.168]',-,0.502,-,-,-"
"'[01:54:50.176]',-,0.502,-,-,-"
"'[01:54:50.184]',-,0.502,-,-,-"
"'[01:54:50.192]',-,0.502,-,-,-"
"'[01:54:50.200]',-,0.502,-,-,-"
"'[01:54:50.208]',-,0.502,-,-,-"
"'[01:54:50.216]',-,0.502,-,-,-"
"'[01:54:50.224]',-,0.502,-,-,-"
"'[01:54:50.232]',-,0.502,-,-,-"
"'[01:54:50.240]',-,0.502,-,-,-"
"'[01:54:50.248]',-,0.502,-,-,-"
"'[01:54:50.256]',-,0.502,-,-,-"
"'[01:54:50.264]',-,0.502,-,-,-"
"'[01:54:50.272]',-,0.502,-,-,-"
"'[01:54:50.280]',-,0.502,-,-,-"
"'[01:54:50.288]',-,0.502,-,-,-"
"'[01:54:50.296]',-,0.502,-,-,-"
"'[01:54:50.304]',-,0.502,-,-,-"
"'[01:54:50.312]',-,0.502,-,-,-"
"'[01:54:50.320]',-,0.502,-,-,-"
"'[01:54:50.328]',-,0.502,-,-,-"
"'[01:54:50.336]',-,0.502,-,-,-"
"'[01:54:50.344]',-,0.502,-,-,-"
"'[01:54:50.352]',-,0.502,-,-,-"
"'[01:54:50.360]',-,0.502,-,-,-"
"'[01:54:50.368]',-,0.502,-,-,-"
"'[01:54:50.376]',-,0.502,-,-,-"
"'[01:54:50.384]',-,0.502,-,-,-"
"'[01:54:50.392]',-,0.502,-,-,-"
"'[01:54:50.400]',-,0.502,-,-,-"
"'[01:54:50.408]',-,0.502,-,-,-"
"'[01:54:50.416]',-,0.502,-,-,-"
"'[01:54:50.424]',-,0.502,-,-,-"
"'[01:54:50.432]',-,0.502,-,-,-"
"'[01:54:50.440]',-,0.502,-,-,-"
"'[01:54:50.448]',-,0.502,-,-,-"
"'[01:54:50.456]',-,0.502,-,-,-"
"'[01:54:50.464]',-,0.502,-,-,-"
"'[01:54:50.472]',-,0.502,-,-,-"
"'[01:54:50.480]',-,0.502,-,-,-"
"'[01:54:50.488]',-,0.502,-,-,-"
"'[01:54:50.496]',-,0.502,-,-,-"
"'[01:54:50.504]',-,0.502,-,-,-"
"'[01:54:50.512]',-,0.502,-,-,-"
"'[01:54:50.520]',-,0.502,-,-,-"
"'[01:54:50.528]',-,0.502,-,-,-"
"'[01:54:50.536]',-,0.502,-,-,-"
"'[01:54:50.544]',-,0.502,-,-,-"
"'[01:54:50.552]',-,0.502,-,-,-"
"'[01:54:50.560]',-,0.502,-,-,-"
"'[01:54:50.568]',-,0.502,-,-,-"
"'[01:54:50.576]',-,0.502,-,-,-"
"'[01:54:50.584]',-,0.502,-,-,-"
"'[01:54:50.592]',-,0.502,-,-,-"
"'[01:54:50.600]',-,0.502,-,-,-"
"'[01:54:50.608]',-,0.502,-,-,-"
"'[01:54:50.616]',-,0.502,-,-,-"
"'[01:54:50.624]',-,0.502,-,-,-"
"'[01:54:50.632]',-,0.502,-,-,-"
"'[01:54:50.640]',-,0.502,-,-,-"
"'[01:54:50.648]',-,0.502,-,-,-"
"'[01:54:50.656]',-,0.502,-,-,-"
"'[01:54:50.664]',-,0.502,-,-,-"
"'[01:54:50.672]',-,0.502,-,-,-"
"'[01:54:50.680]',-,0.502,-,-,-"
"'[01:54:50.688]',-,0.502,-,-,-"
"'[01:54:50.696]',-,0.502,-,-,-"
"'[01:54:50.704]',-,0.502,-,-,-"
"'[01:54:50.712]',-,0.502,-,-,-"
"'[01:54:50.720]',-,0.502,-,-,-"
"'[01:54:50.728]',-,0.502,-,-,-"
"'[01:54:50.736]',-,0.502,-,-,-"
"'[01:54:50.744]',-,0.502,-,-,-"
"'[01:54:50.752]',-,0.502,-,-,-"
"'[01:54:50.760]',-,0.502,-,-,-"
"'[01:54:50.768]',-,0.502,-,-,-"
"'[01:54:50.776]',-,0.502,-,-,-"
"'[01:54:50.784]',-,0.502,-,-,-"
"'[01:54:50.792]',-,0.502,-,-,-"
"'[01:54:50.800]',-,0.502,-,-,-"
"'[01:54:50.808]',-,0.502,-,-,-"
"'[01:54:50.816]',-,0.502,-,-,-"
"'[01:54:50.824]',-,0.502,-,-,-"
"'[01:54:50.832]',-,0.502,-,-,-"
"'[01:54:50.840]',-,0.502,-,-,-"
"'[01:54:50.848]',-,0.502,-,-,-"
"'[01:54:50.856]',-,0.502,-,-,-"
"'[01:54:50.864]',-,0.502,-,-,-"
"'[01:54:50.872]',-,0.502,-,-,-"
"'[01:54:50.880]',-,0.502,-,-,-"
"'[01:54:50.888]',-,0.502,-,-,-"
"'[01:54:50.896]',-,0.502,-,-,-"
"'[01:54:50.904]',-,0.502,-,-,-"
"'[01:54:50.912]',-,0.502,-,-,-"
"'[01:54:50.920]',-,0.502,-,-,-"
"'[01:54:50.928]',-,0.502,-,-,-"
"'[01:54:50.936]',-,0.502,-,-,-"
"'[01:54:50.944]',-,0.502,-,-,-"
"'[01:54:50.952]',-,0.502,-,-,-"
"'[01:54:50.960]',-,0.502,-,-,-"
"'[01:54:50.968]',-,0.502,-,-,-"
"'[01:54:50.976]',-,0.502,-,-,-"
"'[01:54:50.984]',-,0.502,-,-,-"
"'[01:54:50.992]',-,0.502,-,-,-"
"'[01:54:51.000]',-,0.502,-,-,-"
"'[01:54:51.008]',-,0.502,-,-,-"
"'[01:54:51.016]',-,0.502,-,-,-"
"'[01:54:51.024]',-,0.502,-,-,-"
"'[01:54:51.032]',-,0.502,-,-,-"
"'[01:54:51.040]',-,0.502,-,-,-"
"'[01:54:51.048]',-,0.502,-,-,-"
"'[01:54:51.056]',-,0.502,-,-,-"
"'[01:54:51.064]',-,0.502,-,-,-"
"'[01:54:51.072]',-,0.502,-,-,-"
"'[01:54:51.080]',-,0.502,-,-,-"
"'[01:54:51.088]',-,0.502,-,-,-"
"'[01:54:51.096]',-,0.502,-,-,-"
"'[01:54:51.104]',-,0.502,-,-,-"
"'[01:54:51.112]',-,0.502,-,-,-"
"'[01:54:51.120]',-,0.502,-,-,-"
"'[01:54:51.128]',-,0.502,-,-,-"
"'[01:54:51.136]',-,0.502,-,-,-"
"'[01:54:51.144]',-,0.502,-,-,-"
"'[01:54:51.152]',-,0.502,-,-,-"
"'[01:54:51.160]',-,0.502,-,-,-"
"'[01:54:51.168]',-,0.502,-,-,-"
"'[01:54:51.176]',-,0.502,-,-,-"
"'[01:54:51.184]',-,0.502,-,-,-"
"'[01:54:51.192]',-,0.502,-,-,-"
"'[01:54:51.200]',-,0.502,-,-,-"
"'[01:54:51.208]',-,0.502,-,-,-"
"'[01:54:51.216]',-,0.502,-,-,-"
"'[01:54:51.224]',-,0.502,-,-,-"
"'[01:54:51.232]',-,0.502,-,-,-"
"'[01:54:51.240]',-,0.502,-,-,-"
"'[01:54:51.248]',-,0.502,-,-,-"
"'[01:54:51.256]',-,0.502,-,-,-"
"'[01:54:51.264]',-,0.502,-,-,-"
"'[01:54:51.272]',-,0.502,-,-,-"
"'[01:54:51.280]',-,0.502,-,-,-"
"'[01:54:51.288]',-,0.502,-,-,-"
"'[01:54:51.296]',-,0.502,-,-,-"
"'[01:54:51.304]',-,0.502,-,-,-"
"'[01:54:51.312]',-,0.502,-,-,-"
"'[01:54:51.320]',-,0.502,-,-,-"
"'[01:54:51.328]',-,0.502,-,-,-"
"'[01:54:51.336]',-,0.502,-,-,-"
"'[01:54:51.344]',-,0.502,-,-,-"
"'[01:54:51.352]',-,0.502,-,-,-"
"'[01:54:51.360]',-,0.502,-,-,-"
"'[01:54:51.368]',-,0.502,-,-,-"
"'[01:54:51.376]',-,0.502,-,-,-"
"'[01:54:51.384]',-,0.502,-,-,-"
"'[01:54:51.392]',-,0.502,-,-,-"
"'[01:54:51.400]',-,0.502,-,-,-"
"'[01:54:51.408]',-,0.502,-,-,-"
"'[01:54:51.416]',-,0.502,-,-,-"
"'[01:54:51.424]',-,0.502,-,-,-"
"'[01:54:51.432]',-,0.502,-,-,-"
"'[01:54:51.440]',-,0.502,-,-,-"
"'[01:54:51.448]',-,0.502,-,-,-"
"'[01:54:51.456]',-,0.502,-,-,-"
"'[01:54:51.464]',-,0.502,-,-,-"
"'[01:54:51.472]',-,0.502,-,-,-"
"'[01:54:51.480]',-,0.502,-,-,-"
"'[01:54:51.488]',-,0.502,-,-,-"
"'[01:54:51.496]',-,0.502,-,-,-"
"'[01:54:51.504]',-,0.502,-,-,-"
"'[01:54:51.512]',-,0.502,-,-,-"
"'[01:54:51.520]',-,0.502,-,-,-"
"'[01:54:51.528]',-,0.502,-,-,-"
"'[01:54:51.536]',-,0.502,-,-,-"
"'[01:54:51.544]',-,0.502,-,-,-"
"'[01:54:51.552]',-,0.502,-,-,-"
"'[01:54:51.560]',-,0.502,-,-,-"
"'[01:54:51.568]',-,0.502,-,-,-"
"'[01:54:51.576]',-,0.502,-,-,-"
"'[01:54:51.584]',-,0.502,-,-,-"
"'[01:54:51.592]',-,0.502,-,-,-"
"'[01:54:51.600]',-,0.502,-,-,-"
"'[01:54:51.608]',-,0.502,-,-,-"
"'[01:54:51.616]',-,0.502,-,-,-"
"'[01:54:51.624]',-,0.502,-,-,-"
"'[01:54:51.632]',-,0.502,-,-,-"
"'[01:54:51.640]',-,0.502,-,-,-"
"'[01:54:51.648]',-,0.502,-,-,-"
"'[01:54:51.656]',-,0.502,-,-,-"
"'[01:54:51.664]',-,0.502,-,-,-"
"'[01:54:51.672]',-,0.502,-,-,-"
"'[01:54:51.680]',-,0.502,-,-,-"
"'[01:54:51.688]',-,0.502,-,-,-"
"'[01:54:51.696]',-,0.502,-,-,-"
"'[01:54:51.704]',-,0.502,-,-,-"
"'[01:54:51.712]',-,0.502,-,-,-"
"'[01:54:51.720]',-,0.502,-,-,-"
"'[01:54:51.728]',-,0.502,-,-,-"
"'[01:54:51.736]',-,0.502,-,-,-"
"'[01:54:51.744]',-,0.502,-,-,-"
"'[01:54:51.752]',-,0.502,-,-,-"
"'[01:54:51.760]',-,0.502,-,-,-"
"'[01:54:51.768]',-,0.502,-,-,-"
"'[01:54:51.776]',-,0.502,-,-,-"
"'[01:54:51.784]',-,0.502,-,-,-"
"'[01:54:51.792]',-,0.502,-,-,-"
"'[01:54:51.800]',-,0.502,-,-,-"
"'[01:54:51.808]',-,0.502,-,-,-"
"'[01:54:51.816]',-,0.502,-,-,-"
"'[01:54:51.824]',-,0.502,-,-,-"
"'[01:54:51.832]',-,0.502,-,-,-"
"'[01:54:51.840]',-,0.502,-,-,-"
"'[01:54:51.848]',-,0.502,-,-,-"
"'[01:54:51.856]',-,0.502,-,-,-"
"'[01:54:51.864]',-,0.502,-,-,-"
"'[01:54:51.872]',-,0.502,-,-,-"
"'[01:54:51.880]',-,0.502,-,-,-"
"'[01:54:51.888]',-,0.502,-,-,-"
"'[01:54:51.896]',-,0.502,-,-,-"
"'[01:54:51.904]',-,0.502,-,-,-"
"'[01:54:51.912]',-,0.502,-,-,-"
