'Time','II','PLETH','ABP','III','I'
'[19:54:51.120]',0.291,0.420,61.762,-,-
'[19:54:51.128]',0.315,0.420,62.591,-,-
'[19:54:51.136]',0.331,0.420,62.591,-,-
'[19:54:51.144]',0.323,0.416,63.212,-,-
'[19:54:51.152]',0.339,0.416,64.041,-,-
'[19:54:51.160]',0.354,0.416,64.041,-,-
'[19:54:51.168]',0.339,0.416,64.870,-,-
'[19:54:51.176]',0.346,0.416,64.870,-,-
'[19:54:51.184]',0.370,0.416,64.870,-,-
'[19:54:51.192]',0.378,0.416,64.870,-,-
'[19:54:51.200]',0.362,0.420,64.870,-,-
'[19:54:51.208]',0.346,0.420,64.870,-,-
'[19:54:51.216]',0.339,0.420,64.041,-,-
'[19:54:51.224]',0.331,0.420,64.041,-,-
'[19:54:51.232]',0.346,0.420,63.212,-,-
'[19:54:51.240]',0.378,0.420,63.212,-,-
'[19:54:51.248]',0.386,0.420,62.591,-,-
'[19:54:51.256]',0.362,0.416,61.762,-,-
'[19:54:51.264]',0.362,0.416,61.762,-,-
'[19:54:51.272]',0.386,0.416,62.591,-,-
'[19:54:51.280]',0.386,0.416,64.041,-,-
'[19:54:51.288]',0.394,0.416,67.150,-,-
'[19:54:51.296]',0.394,0.420,72.746,-,-
'[19:54:51.304]',0.370,0.420,81.244,-,-
'[19:54:51.312]',0.346,0.420,91.399,-,-
'[19:54:51.320]',0.346,0.420,101.554,-,-
'[19:54:51.328]',0.362,0.420,110.259,-,-
'[19:54:51.336]',0.370,0.420,116.477,-,-
'[19:54:51.344]',0.354,0.420,119.585,-,-
'[19:54:51.352]',0.315,0.420,119.585,-,-
'[19:54:51.360]',0.315,0.420,117.927,-,-
'[19:54:51.368]',0.331,0.420,115.648,-,-
'[19:54:51.376]',0.346,0.420,114.819,-,-
'[19:54:51.384]',0.331,0.420,116.477,-,-
'[19:54:51.392]',0.323,0.420,118.756,-,-
'[19:54:51.400]',0.299,0.420,123.523,-,-
'[19:54:51.408]',0.276,0.424,128.083,-,-
'[19:54:51.416]',0.276,0.431,132.850,-,-
'[19:54:51.424]',0.276,0.435,136.788,-,-
'[19:54:51.432]',0.283,0.435,138.238,-,-
'[19:54:51.440]',0.315,0.435,139.067,-,-
'[19:54:51.448]',0.362,0.435,139.067,-,-
'[19:54:51.456]',0.386,0.435,138.238,-,-
'[19:54:51.464]',0.394,0.435,136.788,-,-
'[19:54:51.472]',0.362,0.431,135.959,-,-
'[19:54:51.480]',0.346,0.431,135.130,-,-
'[19:54:51.488]',0.354,0.431,135.130,-,-
'[19:54:51.496]',0.386,0.431,135.130,-,-
'[19:54:51.504]',0.417,0.431,134.301,-,-
'[19:54:51.512]',0.433,0.431,134.301,-,-
'[19:54:51.520]',0.433,0.431,134.301,-,-
'[19:54:51.528]',0.417,0.431,133.679,-,-
'[19:54:51.536]',0.386,0.431,132.021,-,-
'[19:54:51.544]',0.362,0.431,130.570,-,-
'[19:54:51.552]',0.331,0.431,128.912,-,-
'[19:54:51.560]',0.331,0.431,127.254,-,-
'[19:54:51.568]',0.346,0.431,125.803,-,-
'[19:54:51.576]',0.378,0.431,124.145,-,-
'[19:54:51.584]',0.402,0.435,122.694,-,-
'[19:54:51.592]',0.409,0.439,121.036,-,-
'[19:54:51.600]',0.386,0.443,118.756,-,-
'[19:54:51.608]',0.378,0.447,116.477,-,-
'[19:54:51.616]',0.394,0.451,113.368,-,-
'[19:54:51.624]',0.417,0.459,110.259,-,-
'[19:54:51.632]',0.425,0.467,106.321,-,-
'[19:54:51.640]',0.402,0.475,103.212,-,-
'[19:54:51.648]',0.394,0.482,100.104,-,-
'[19:54:51.656]',0.386,0.490,97.617,-,-
'[19:54:51.664]',0.386,0.494,96.166,-,-
'[19:54:51.672]',0.394,0.502,96.166,-,-
'[19:54:51.680]',0.417,0.510,96.166,-,-
'[19:54:51.688]',0.433,0.518,96.788,-,-
'[19:54:51.696]',0.441,0.525,96.788,-,-
'[19:54:51.704]',0.457,0.529,96.788,-,-
'[19:54:51.712]',0.465,0.537,96.788,-,-
'[19:54:51.720]',0.441,0.545,96.166,-,-
'[19:54:51.728]',0.402,0.553,94.508,-,-
'[19:54:51.736]',0.386,0.561,93.057,-,-
'[19:54:51.744]',0.386,0.569,92.228,-,-
'[19:54:51.752]',0.386,0.576,91.399,-,-
'[19:54:51.760]',0.370,0.584,90.570,-,-
'[19:54:51.768]',0.370,0.588,89.741,-,-
'[19:54:51.776]',0.386,0.596,89.741,-,-
'[19:54:51.784]',0.386,0.600,89.741,-,-
'[19:54:51.792]',0.394,0.604,89.741,-,-
'[19:54:51.800]',0.386,0.604,89.119,-,-
'[19:54:51.808]',0.362,0.608,88.290,-,-
'[19:54:51.816]',0.346,0.612,88.290,-,-
'[19:54:51.824]',0.331,0.616,87.461,-,-
'[19:54:51.832]',0.315,0.616,86.010,-,-
'[19:54:51.840]',0.299,0.620,85.181,-,-
'[19:54:51.848]',0.299,0.624,84.352,-,-
'[19:54:51.856]',0.331,0.624,83.523,-,-
'[19:54:51.864]',0.362,0.624,82.902,-,-
'[19:54:51.872]',0.378,0.624,82.902,-,-
'[19:54:51.880]',0.386,0.624,82.073,-,-
'[19:54:51.888]',0.362,0.620,81.244,-,-
'[19:54:51.896]',0.346,0.620,80.415,-,-
'[19:54:51.904]',0.346,0.616,79.585,-,-
'[19:54:51.912]',0.346,0.616,79.585,-,-
'[19:54:51.920]',0.346,0.612,78.964,-,-
'[19:54:51.928]',0.331,0.612,78.135,-,-
'[19:54:51.936]',0.331,0.608,78.135,-,-
'[19:54:51.944]',0.402,0.604,77.306,-,-
'[19:54:51.952]',0.551,0.604,76.477,-,-
'[19:54:51.960]',0.780,0.600,75.855,-,-
'[19:54:51.968]',0.929,0.592,75.855,-,-
'[19:54:51.976]',0.795,0.588,75.026,-,-
'[19:54:51.984]',0.402,0.584,75.026,-,-
'[19:54:51.992]',0.016,0.580,74.197,-,-
'[19:54:52.000]',-0.173,0.580,73.368,-,-
'[19:54:52.008]',-0.181,0.576,73.368,-,-
'[19:54:52.016]',-0.016,0.576,73.368,-,-
'[19:54:52.024]',0.118,0.573,72.746,-,-
'[19:54:52.032]',0.220,0.573,72.746,-,-
'[19:54:52.040]',0.276,0.569,73.368,-,-
'[19:54:52.048]',0.315,0.565,73.368,-,-
'[19:54:52.056]',0.339,0.561,74.197,-,-
'[19:54:52.064]',0.331,0.557,75.026,-,-
'[19:54:52.072]',0.339,0.553,75.026,-,-
'[19:54:52.080]',0.362,0.549,75.855,-,-
'[19:54:52.088]',0.362,0.545,75.026,-,-
'[19:54:52.096]',0.362,0.541,75.026,-,-
'[19:54:52.104]',0.362,0.541,74.197,-,-
'[19:54:52.112]',0.362,0.541,73.368,-,-
'[19:54:52.120]',0.354,0.537,72.746,-,-
'[19:54:52.128]',0.346,0.537,71.917,-,-
'[19:54:52.136]',0.346,0.533,71.088,-,-
'[19:54:52.144]',0.346,0.529,70.259,-,-
'[19:54:52.152]',0.346,0.529,69.430,-,-
'[19:54:52.160]',0.331,0.525,68.808,-,-
'[19:54:52.168]',0.339,0.522,67.979,-,-
'[19:54:52.176]',0.339,0.518,67.979,-,-
'[19:54:52.184]',0.346,0.514,67.150,-,-
'[19:54:52.192]',0.362,0.514,67.150,-,-
'[19:54:52.200]',0.362,0.510,67.150,-,-
'[19:54:52.208]',0.354,0.506,67.979,-,-
'[19:54:52.216]',0.362,0.506,69.430,-,-
'[19:54:52.224]',0.362,0.502,72.746,-,-
'[19:54:52.232]',0.339,0.498,76.477,-,-
'[19:54:52.240]',0.339,0.494,82.902,-,-
'[19:54:52.248]',0.346,0.494,90.570,-,-
'[19:54:52.256]',0.354,0.490,98.446,-,-
'[19:54:52.264]',0.362,0.490,104.663,-,-
'[19:54:52.272]',0.354,0.486,110.259,-,-
'[19:54:52.280]',0.362,0.486,113.368,-,-
'[19:54:52.288]',0.370,0.486,113.990,-,-
'[19:54:52.296]',0.354,0.486,113.368,-,-
'[19:54:52.304]',0.323,0.486,113.368,-,-
'[19:54:52.312]',0.307,0.486,113.990,-,-
'[19:54:52.320]',0.283,0.486,116.477,-,-
'[19:54:52.328]',0.291,0.486,118.756,-,-
'[19:54:52.336]',0.315,0.482,121.865,-,-
'[19:54:52.344]',0.339,0.482,125.803,-,-
'[19:54:52.352]',0.354,0.478,128.083,-,-
'[19:54:52.360]',0.362,0.478,130.570,-,-
'[19:54:52.368]',0.370,0.478,131.192,-,-
'[19:54:52.376]',0.362,0.475,130.570,-,-
'[19:54:52.384]',0.339,0.475,129.741,-,-
'[19:54:52.392]',0.346,0.475,128.912,-,-
'[19:54:52.400]',0.354,0.475,128.083,-,-
'[19:54:52.408]',0.362,0.475,128.083,-,-
'[19:54:52.416]',0.346,0.471,127.254,-,-
'[19:54:52.424]',0.346,0.471,127.254,-,-
'[19:54:52.432]',0.362,0.471,127.254,-,-
'[19:54:52.440]',0.378,0.467,126.632,-,-
'[19:54:52.448]',0.386,0.467,126.632,-,-
'[19:54:52.456]',0.370,0.463,125.803,-,-
'[19:54:52.464]',0.362,0.463,124.974,-,-
'[19:54:52.472]',0.370,0.463,123.523,-,-
'[19:54:52.480]',0.402,0.459,122.694,-,-
'[19:54:52.488]',0.402,0.459,121.036,-,-
'[19:54:52.496]',0.378,0.459,120.415,-,-
'[19:54:52.504]',0.386,0.459,118.756,-,-
'[19:54:52.512]',0.394,0.459,117.098,-,-
'[19:54:52.520]',0.409,0.459,114.819,-,-
'[19:54:52.528]',0.425,0.463,113.368,-,-
'[19:54:52.536]',0.433,0.467,110.259,-,-
'[19:54:52.544]',0.425,0.471,107.772,-,-
'[19:54:52.552]',0.433,0.475,103.834,-,-
'[19:54:52.560]',0.425,0.478,100.725,-,-
'[19:54:52.568]',0.402,0.482,96.788,-,-
'[19:54:52.576]',0.370,0.490,94.508,-,-
'[19:54:52.584]',0.370,0.494,93.057,-,-
'[19:54:52.592]',0.362,0.498,92.228,-,-
'[19:54:52.600]',0.354,0.506,92.228,-,-
'[19:54:52.608]',0.346,0.510,92.228,-,-
'[19:54:52.616]',0.362,0.518,93.057,-,-
'[19:54:52.624]',0.370,0.525,93.057,-,-
'[19:54:52.632]',0.378,0.533,92.228,-,-
'[19:54:52.640]',0.362,0.541,91.399,-,-
'[19:54:52.648]',0.362,0.545,89.741,-,-
'[19:54:52.656]',0.346,0.553,88.290,-,-
'[19:54:52.664]',0.346,0.557,87.461,-,-
'[19:54:52.672]',0.331,0.565,86.632,-,-
'[19:54:52.680]',0.323,0.569,86.010,-,-
'[19:54:52.688]',0.331,0.576,85.181,-,-
'[19:54:52.696]',0.315,0.580,85.181,-,-
'[19:54:52.704]',0.299,0.584,85.181,-,-
'[19:54:52.712]',0.299,0.588,84.352,-,-
'[19:54:52.720]',0.315,0.592,84.352,-,-
'[19:54:52.728]',0.339,0.592,83.523,-,-
'[19:54:52.736]',0.354,0.596,82.902,-,-
'[19:54:52.744]',0.362,0.600,82.902,-,-
'[19:54:52.752]',0.370,0.604,82.073,-,-
'[19:54:52.760]',0.394,0.608,81.244,-,-
'[19:54:52.768]',0.409,0.608,80.415,-,-
'[19:54:52.776]',0.417,0.612,79.585,-,-
'[19:54:52.784]',0.402,0.612,78.964,-,-
'[19:54:52.792]',0.386,0.608,78.964,-,-
'[19:54:52.800]',0.386,0.608,78.135,-,-
'[19:54:52.808]',0.394,0.604,78.135,-,-
'[19:54:52.816]',0.386,0.600,77.306,-,-
'[19:54:52.824]',0.362,0.600,77.306,-,-
'[19:54:52.832]',0.331,0.596,77.306,-,-
'[19:54:52.840]',0.307,0.596,76.477,-,-
'[19:54:52.848]',0.299,0.592,75.855,-,-
'[19:54:52.856]',0.307,0.588,75.855,-,-
'[19:54:52.864]',0.315,0.588,75.026,-,-
'[19:54:52.872]',0.299,0.588,75.026,-,-
'[19:54:52.880]',0.276,0.584,74.197,-,-
'[19:54:52.888]',0.260,0.584,73.368,-,-
'[19:54:52.896]',0.268,0.580,73.368,-,-
'[19:54:52.904]',0.331,0.580,72.746,-,-
'[19:54:52.912]',0.496,0.576,72.746,-,-
'[19:54:52.920]',0.748,0.573,72.746,-,-
'[19:54:52.928]',0.953,0.569,72.746,-,-
'[19:54:52.936]',0.858,0.565,71.917,-,-
'[19:54:52.944]',0.472,0.561,71.917,-,-
'[19:54:52.952]',0.079,0.561,71.917,-,-
'[19:54:52.960]',-0.134,0.557,71.088,-,-
'[19:54:52.968]',-0.134,0.553,71.088,-,-
'[19:54:52.976]',0.031,0.553,70.259,-,-
'[19:54:52.984]',0.173,0.549,70.259,-,-
'[19:54:52.992]',0.291,0.545,70.259,-,-
'[19:54:53.000]',0.354,0.541,69.430,-,-
'[19:54:53.008]',0.386,0.537,69.430,-,-
'[19:54:53.016]',0.409,0.533,68.808,-,-
'[19:54:53.024]',0.402,0.533,68.808,-,-
'[19:54:53.032]',0.362,0.529,68.808,-,-
'[19:54:53.040]',0.362,0.525,67.979,-,-
'[19:54:53.048]',0.362,0.522,67.979,-,-
'[19:54:53.056]',0.362,0.518,67.150,-,-
'[19:54:53.064]',0.370,0.518,67.150,-,-
'[19:54:53.072]',0.394,0.514,67.150,-,-
'[19:54:53.080]',0.402,0.510,67.150,-,-
'[19:54:53.088]',0.386,0.506,67.979,-,-
'[19:54:53.096]',0.354,0.502,67.150,-,-
'[19:54:53.104]',0.323,0.502,67.150,-,-
'[19:54:53.112]',0.315,0.498,67.150,-,-
'[19:54:53.120]',0.299,0.498,67.150,-,-
'[19:54:53.128]',0.268,0.494,66.321,-,-
'[19:54:53.136]',0.260,0.490,65.699,-,-
'[19:54:53.144]',0.299,0.490,65.699,-,-
'[19:54:53.152]',0.354,0.490,64.870,-,-
'[19:54:53.160]',0.402,0.490,64.870,-,-
'[19:54:53.168]',0.433,0.490,65.699,-,-
'[19:54:53.176]',0.441,0.490,67.150,-,-
'[19:54:53.184]',0.433,0.490,70.259,-,-
'[19:54:53.192]',0.433,0.490,75.855,-,-
'[19:54:53.200]',0.433,0.490,82.902,-,-
'[19:54:53.208]',0.441,0.490,91.399,-,-
'[19:54:53.216]',0.441,0.490,99.275,-,-
'[19:54:53.224]',0.417,0.486,106.321,-,-
'[19:54:53.232]',0.386,0.486,110.259,-,-
'[19:54:53.240]',0.339,0.486,112.539,-,-
'[19:54:53.248]',0.315,0.482,113.368,-,-
'[19:54:53.256]',0.331,0.482,112.539,-,-
'[19:54:53.264]',0.370,0.478,111.710,-,-
'[19:54:53.272]',0.386,0.475,112.539,-,-
'[19:54:53.280]',0.394,0.475,114.819,-,-
'[19:54:53.288]',0.386,0.471,118.756,-,-
'[19:54:53.296]',0.370,0.471,122.694,-,-
'[19:54:53.304]',0.354,0.471,125.803,-,-
'[19:54:53.312]',0.346,0.467,128.083,-,-
'[19:54:53.320]',0.331,0.467,129.741,-,-
'[19:54:53.328]',0.331,0.463,130.570,-,-
'[19:54:53.336]',0.346,0.463,130.570,-,-
'[19:54:53.344]',0.386,0.463,128.912,-,-
'[19:54:53.352]',0.409,0.459,128.083,-,-
'[19:54:53.360]',0.417,0.459,127.254,-,-
'[19:54:53.368]',0.402,0.455,127.254,-,-
'[19:54:53.376]',0.386,0.455,127.254,-,-
'[19:54:53.384]',0.402,0.455,127.254,-,-
'[19:54:53.392]',0.417,0.451,126.632,-,-
'[19:54:53.400]',0.386,0.451,126.632,-,-
'[19:54:53.408]',0.370,0.451,126.632,-,-
'[19:54:53.416]',0.378,0.451,126.632,-,-
'[19:54:53.424]',0.386,0.451,126.632,-,-
'[19:54:53.432]',0.394,0.447,125.803,-,-
'[19:54:53.440]',0.409,0.447,124.145,-,-
'[19:54:53.448]',0.417,0.447,123.523,-,-
'[19:54:53.456]',0.362,0.435,121.036,-,-
'[19:54:53.464]',0.354,0.420,119.585,-,-
'[19:54:53.472]',0.362,0.416,117.927,-,-
'[19:54:53.480]',0.362,0.412,116.477,-,-
'[19:54:53.488]',0.370,0.416,113.990,-,-
'[19:54:53.496]',0.386,0.420,111.710,-,-
'[19:54:53.504]',0.370,0.424,108.601,-,-
'[19:54:53.512]',0.362,0.427,105.492,-,-
'[19:54:53.520]',0.331,0.431,102.383,-,-
'[19:54:53.528]',0.291,0.439,98.446,-,-
'[19:54:53.536]',0.252,0.447,95.337,-,-
'[19:54:53.544]',0.197,0.455,93.057,-,-
'[19:54:53.552]',0.142,0.463,91.399,-,-
'[19:54:53.560]',0.126,0.471,91.399,-,-
'[19:54:53.568]',0.157,0.478,93.057,-,-
'[19:54:53.576]',0.189,0.482,93.679,-,-
'[19:54:53.584]',0.205,0.490,93.679,-,-
'[19:54:53.592]',0.189,0.498,93.679,-,-
'[19:54:53.600]',0.189,0.506,93.057,-,-
'[19:54:53.608]',0.205,0.510,91.399,-,-
'[19:54:53.616]',0.220,0.518,89.741,-,-
'[19:54:53.624]',0.236,0.525,88.290,-,-
'[19:54:53.632]',0.268,0.533,86.632,-,-
'[19:54:53.640]',0.307,0.541,86.010,-,-
'[19:54:53.648]',0.346,0.549,85.181,-,-
'[19:54:53.656]',0.386,0.557,86.010,-,-
'[19:54:53.664]',0.409,0.561,86.010,-,-
'[19:54:53.672]',0.394,0.569,86.010,-,-
'[19:54:53.680]',0.354,0.573,85.181,-,-
'[19:54:53.688]',0.315,0.573,84.352,-,-
'[19:54:53.696]',0.331,0.576,83.523,-,-
'[19:54:53.704]',0.354,0.580,82.073,-,-
'[19:54:53.712]',0.362,0.580,81.244,-,-
'[19:54:53.720]',0.386,0.584,80.415,-,-
'[19:54:53.728]',0.417,0.584,80.415,-,-
'[19:54:53.736]',0.433,0.584,80.415,-,-
'[19:54:53.744]',0.425,0.588,79.585,-,-
'[19:54:53.752]',0.417,0.588,80.415,-,-
'[19:54:53.760]',0.394,0.588,80.415,-,-
'[19:54:53.768]',0.386,0.588,80.415,-,-
'[19:54:53.776]',0.362,0.588,80.415,-,-
'[19:54:53.784]',0.331,0.588,78.964,-,-
'[19:54:53.792]',0.323,0.588,77.306,-,-
'[19:54:53.800]',0.331,0.588,76.477,-,-
'[19:54:53.808]',0.339,0.584,75.855,-,-
'[19:54:53.816]',0.339,0.580,75.026,-,-
'[19:54:53.824]',0.331,0.576,75.026,-,-
'[19:54:53.832]',0.315,0.573,75.026,-,-
'[19:54:53.840]',0.307,0.569,75.026,-,-
'[19:54:53.848]',0.315,0.569,75.026,-,-
'[19:54:53.856]',0.315,0.565,75.026,-,-
'[19:54:53.864]',0.346,0.565,75.026,-,-
'[19:54:53.872]',0.362,0.561,75.026,-,-
'[19:54:53.880]',0.394,0.561,74.197,-,-
'[19:54:53.888]',0.528,0.557,74.197,-,-
'[19:54:53.896]',0.764,0.553,74.197,-,-
'[19:54:53.904]',0.984,0.553,74.197,-,-
'[19:54:53.912]',1.000,0.549,74.197,-,-
'[19:54:53.920]',0.559,0.545,72.746,-,-
'[19:54:53.928]',0.118,0.541,71.917,-,-
'[19:54:53.936]',-0.126,0.537,70.259,-,-
'[19:54:53.944]',-0.157,0.533,69.430,-,-
'[19:54:53.952]',-0.016,0.529,69.430,-,-
'[19:54:53.960]',0.110,0.525,68.808,-,-
'[19:54:53.968]',0.236,0.522,68.808,-,-
'[19:54:53.976]',0.315,0.518,68.808,-,-
'[19:54:53.984]',0.354,0.514,68.808,-,-
'[19:54:53.992]',0.346,0.510,68.808,-,-
'[19:54:54.000]',0.331,0.510,69.430,-,-
'[19:54:54.008]',0.331,0.506,69.430,-,-
'[19:54:54.016]',0.346,0.502,70.259,-,-
'[19:54:54.024]',0.370,0.498,70.259,-,-
'[19:54:54.032]',0.386,0.494,70.259,-,-
'[19:54:54.040]',0.370,0.490,69.430,-,-
'[19:54:54.048]',0.362,0.490,69.430,-,-
'[19:54:54.056]',0.370,0.486,69.430,-,-
'[19:54:54.064]',0.378,0.486,68.808,-,-
'[19:54:54.072]',0.362,0.482,67.150,-,-
'[19:54:54.080]',0.346,0.478,66.321,-,-
'[19:54:54.088]',0.346,0.475,65.699,-,-
'[19:54:54.096]',0.362,0.475,64.870,-,-
'[19:54:54.104]',0.362,0.471,64.041,-,-
'[19:54:54.112]',0.362,0.467,63.212,-,-
'[19:54:54.120]',0.362,0.463,63.212,-,-
'[19:54:54.128]',0.378,0.459,63.212,-,-
'[19:54:54.136]',0.402,0.459,63.212,-,-
'[19:54:54.144]',0.402,0.455,64.041,-,-
'[19:54:54.152]',0.386,0.455,66.321,-,-
'[19:54:54.160]',0.386,0.451,70.259,-,-
'[19:54:54.168]',0.386,0.451,76.477,-,-
'[19:54:54.176]',0.386,0.447,84.352,-,-
'[19:54:54.184]',0.378,0.447,92.228,-,-
'[19:54:54.192]',0.386,0.443,100.104,-,-
'[19:54:54.200]',0.386,0.443,106.943,-,-
'[19:54:54.208]',0.386,0.443,111.710,-,-
'[19:54:54.216]',0.378,0.439,113.368,-,-
'[19:54:54.224]',0.362,0.439,113.990,-,-
'[19:54:54.232]',0.354,0.439,113.990,-,-
'[19:54:54.240]',0.346,0.435,113.990,-,-
'[19:54:54.248]',0.346,0.435,116.477,-,-
'[19:54:54.256]',0.346,0.431,118.756,-,-
'[19:54:54.264]',0.346,0.431,122.694,-,-
'[19:54:54.272]',0.362,0.431,126.632,-,-
'[19:54:54.280]',0.370,0.431,130.570,-,-
'[19:54:54.288]',0.378,0.431,132.850,-,-
'[19:54:54.296]',0.370,0.431,134.301,-,-
'[19:54:54.304]',0.386,0.431,135.130,-,-
'[19:54:54.312]',0.417,0.431,135.130,-,-
'[19:54:54.320]',0.441,0.427,135.130,-,-
'[19:54:54.328]',0.441,0.427,134.301,-,-
'[19:54:54.336]',0.441,0.424,134.301,-,-
'[19:54:54.344]',0.472,0.420,134.301,-,-
'[19:54:54.352]',0.488,0.416,134.301,-,-
'[19:54:54.360]',0.472,0.416,134.301,-,-
'[19:54:54.368]',0.457,0.412,134.301,-,-
'[19:54:54.376]',0.480,0.412,133.679,-,-
'[19:54:54.384]',0.488,0.408,133.679,-,-
'[19:54:54.392]',0.417,0.408,132.850,-,-
'[19:54:54.400]',0.346,0.408,132.021,-,-
'[19:54:54.408]',0.307,0.404,130.570,-,-
'[19:54:54.416]',0.291,0.404,128.912,-,-
'[19:54:54.424]',0.307,0.404,128.083,-,-
'[19:54:54.432]',0.354,0.404,126.632,-,-
'[19:54:54.440]',0.409,0.404,124.974,-,-
'[19:54:54.448]',0.433,0.404,124.145,-,-
'[19:54:54.456]',0.433,0.404,122.694,-,-
'[19:54:54.464]',0.433,0.408,120.415,-,-
'[19:54:54.472]',0.441,0.412,118.756,-,-
'[19:54:54.480]',0.433,0.416,115.648,-,-
'[19:54:54.488]',0.402,0.420,113.368,-,-
'[19:54:54.496]',0.370,0.427,109.430,-,-
'[19:54:54.504]',0.339,0.435,106.321,-,-
'[19:54:54.512]',0.307,0.443,102.383,-,-
'[19:54:54.520]',0.276,0.451,100.104,-,-
'[19:54:54.528]',0.260,0.459,97.617,-,-
'[19:54:54.536]',0.276,0.467,96.166,-,-
'[19:54:54.544]',0.291,0.478,96.166,-,-
'[19:54:54.552]',0.307,0.490,96.166,-,-
'[19:54:54.560]',0.331,0.498,96.788,-,-
'[19:54:54.568]',0.331,0.510,96.788,-,-
'[19:54:54.576]',0.315,0.518,96.788,-,-
'[19:54:54.584]',0.315,0.525,96.166,-,-
'[19:54:54.592]',0.315,0.533,94.508,-,-
'[19:54:54.600]',0.323,0.541,93.679,-,-
'[19:54:54.608]',0.331,0.549,92.228,-,-
'[19:54:54.616]',0.331,0.553,90.570,-,-
'[19:54:54.624]',0.315,0.561,89.741,-,-
'[19:54:54.632]',0.307,0.569,89.741,-,-
'[19:54:54.640]',0.315,0.573,89.119,-,-
'[19:54:54.648]',0.315,0.580,89.119,-,-
'[19:54:54.656]',0.307,0.584,89.119,-,-
'[19:54:54.664]',0.291,0.588,88.290,-,-
'[19:54:54.672]',0.299,0.592,88.290,-,-
'[19:54:54.680]',0.307,0.596,87.461,-,-
'[19:54:54.688]',0.299,0.600,86.632,-,-
'[19:54:54.696]',0.315,0.600,86.010,-,-
'[19:54:54.704]',0.354,0.604,85.181,-,-
'[19:54:54.712]',0.370,0.604,84.352,-,-
'[19:54:54.720]',0.370,0.608,84.352,-,-
'[19:54:54.728]',0.354,0.608,83.523,-,-
'[19:54:54.736]',0.354,0.608,83.523,-,-
'[19:54:54.744]',0.370,0.608,83.523,-,-
'[19:54:54.752]',0.386,0.608,82.902,-,-
'[19:54:54.760]',0.402,0.608,82.073,-,-
'[19:54:54.768]',0.417,0.608,81.244,-,-
'[19:54:54.776]',0.394,0.608,81.244,-,-
'[19:54:54.784]',0.362,0.604,80.415,-,-
'[19:54:54.792]',0.323,0.600,79.585,-,-
'[19:54:54.800]',0.291,0.600,79.585,-,-
'[19:54:54.808]',0.276,0.596,78.964,-,-
'[19:54:54.816]',0.276,0.592,78.964,-,-
'[19:54:54.824]',0.276,0.588,78.135,-,-
'[19:54:54.832]',0.276,0.584,78.135,-,-
'[19:54:54.840]',0.307,0.580,78.135,-,-
'[19:54:54.848]',0.315,0.576,77.306,-,-
'[19:54:54.856]',0.307,0.573,76.477,-,-
'[19:54:54.864]',0.299,0.569,76.477,-,-
'[19:54:54.872]',0.386,0.569,76.477,-,-
'[19:54:54.880]',0.575,0.565,76.477,-,-
'[19:54:54.888]',0.874,0.561,75.855,-,-
'[19:54:54.896]',1.087,0.561,75.855,-,-
'[19:54:54.904]',0.858,0.557,75.026,-,-
'[19:54:54.912]',0.315,0.553,74.197,-,-
'[19:54:54.920]',-0.126,0.549,74.197,-,-
'[19:54:54.928]',-0.268,0.545,74.197,-,-
'[19:54:54.936]',-0.181,0.541,73.368,-,-
'[19:54:54.944]',-0.008,0.537,73.368,-,-
'[19:54:54.952]',0.150,0.533,73.368,-,-
'[19:54:54.960]',0.252,0.529,73.368,-,-
'[19:54:54.968]',0.315,0.525,73.368,-,-
'[19:54:54.976]',0.370,0.522,73.368,-,-
'[19:54:54.984]',0.394,0.518,73.368,-,-
'[19:54:54.992]',0.378,0.514,73.368,-,-
'[19:54:55.000]',0.362,0.514,73.368,-,-
'[19:54:55.008]',0.346,0.510,73.368,-,-
'[19:54:55.016]',0.339,0.510,72.746,-,-
'[19:54:55.024]',0.323,0.506,72.746,-,-
'[19:54:55.032]',0.323,0.502,72.746,-,-
'[19:54:55.040]',0.339,0.498,71.917,-,-
'[19:54:55.048]',0.362,0.494,71.088,-,-
'[19:54:55.056]',0.346,0.490,70.259,-,-
'[19:54:55.064]',0.339,0.486,70.259,-,-
'[19:54:55.072]',0.362,0.482,69.430,-,-
'[19:54:55.080]',0.378,0.482,68.808,-,-
'[19:54:55.088]',0.370,0.478,67.979,-,-
'[19:54:55.096]',0.409,0.478,67.150,-,-
'[19:54:55.104]',0.457,0.475,67.150,-,-
'[19:54:55.112]',0.472,0.475,66.321,-,-
'[19:54:55.120]',0.409,0.471,66.321,-,-
'[19:54:55.128]',0.362,0.467,67.150,-,-
'[19:54:55.136]',0.346,0.463,67.979,-,-
'[19:54:55.144]',0.354,0.459,71.088,-,-
'[19:54:55.152]',0.370,0.459,76.477,-,-
'[19:54:55.160]',0.386,0.459,84.352,-,-
'[19:54:55.168]',0.386,0.459,93.057,-,-
'[19:54:55.176]',0.386,0.459,101.554,-,-
'[19:54:55.184]',0.394,0.459,109.430,-,-
'[19:54:55.192]',0.402,0.459,114.819,-,-
'[19:54:55.200]',0.394,0.455,117.927,-,-
'[19:54:55.208]',0.386,0.455,119.585,-,-
'[19:54:55.216]',0.386,0.455,118.756,-,-
'[19:54:55.224]',0.409,0.451,117.927,-,-
'[19:54:55.232]',0.417,0.451,118.756,-,-
'[19:54:55.240]',0.402,0.447,121.036,-,-
'[19:54:55.248]',0.378,0.447,124.145,-,-
