"'Time','II','AVR','V','RESP','PLETH','ABP','CVP'"
"'[14:30:59.604]',0.405,0.685,1.386,-0.224,-,-,37.004"
"'[14:30:59.612]',0.405,0.680,1.316,-0.245,-,-,37.004"
"'[14:30:59.620]',0.395,0.680,1.225,-0.266,-,-,37.004"
"'[14:30:59.628]',0.375,0.695,1.151,-0.284,-,-,37.004"
"'[14:30:59.636]',0.355,0.715,1.090,-0.303,-,-,37.004"
"'[14:30:59.644]',0.335,0.725,1.025,-0.320,-,-,37.004"
"'[14:30:59.652]',0.320,0.735,0.960,-0.336,-,-,37.004"
"'[14:30:59.660]',0.300,0.750,0.905,-0.352,-,-,37.004"
"'[14:30:59.668]',0.280,0.770,0.845,-0.367,-,-,37.004"
"'[14:30:59.676]',0.275,0.780,0.780,-0.381,-,-,37.004"
"'[14:30:59.684]',0.275,0.785,0.715,-0.394,-,-,37.004"
"'[14:30:59.692]',0.275,0.785,0.660,-0.403,-,-,37.004"
"'[14:30:59.700]',0.275,0.785,0.620,-0.411,-,-,37.004"
"'[14:30:59.708]',0.280,0.780,0.585,-0.415,-,-,37.004"
"'[14:30:59.716]',0.290,0.775,0.555,-0.418,-,-,37.004"
"'[14:30:59.724]',0.295,0.775,0.530,-0.417,-,-,37.004"
"'[14:30:59.732]',0.310,0.760,0.530,-0.415,-,-,37.004"
"'[14:30:59.740]',0.375,0.705,0.500,-0.410,-,-,37.004"
"'[14:30:59.748]',0.565,0.535,0.315,-0.405,-,-,37.004"
"'[14:30:59.756]',0.891,0.280,-0.081,-0.393,-,-,37.004"
"'[14:30:59.764]',1.041,0.175,-0.401,-0.380,-,-,37.004"
"'[14:30:59.772]',0.820,0.350,-0.426,-0.361,-,-,37.004"
"'[14:30:59.780]',0.530,0.585,-0.100,-0.342,-,-,37.004"
"'[14:30:59.788]',0.390,0.705,0.170,-0.322,-,-,37.004"
"'[14:30:59.796]',0.335,0.745,0.335,-0.301,-,-,37.004"
"'[14:30:59.804]',0.315,0.760,0.420,-0.278,-,-,37.004"
"'[14:30:59.812]',0.305,0.770,0.465,-0.256,-,-,37.004"
"'[14:30:59.820]',0.300,0.775,0.490,-0.229,-,-,37.004"
"'[14:30:59.828]',0.295,0.775,0.505,-0.202,-,-,37.004"
"'[14:30:59.836]',0.300,0.770,0.515,-0.172,-,-,37.004"
"'[14:30:59.844]',0.315,0.765,0.530,-0.142,-,-,37.004"
"'[14:30:59.852]',0.325,0.755,0.545,-0.114,-,-,37.004"
"'[14:30:59.860]',0.340,0.750,0.565,-0.084,-,-,37.004"
"'[14:30:59.868]',0.350,0.745,0.580,-0.058,-,-,37.004"
"'[14:30:59.876]',0.355,0.740,0.595,-0.032,-,-,37.004"
"'[14:30:59.884]',0.365,0.735,0.600,-0.011,-,-,37.004"
"'[14:30:59.892]',0.375,0.730,0.605,0.009,-,-,37.004"
"'[14:30:59.900]',0.380,0.725,0.605,0.023,-,-,37.004"
"'[14:30:59.908]',0.380,0.720,0.600,0.038,-,-,37.004"
"'[14:30:59.916]',0.385,0.715,0.585,0.044,-,-,37.004"
"'[14:30:59.924]',0.385,0.715,0.580,0.049,-,-,37.004"
"'[14:30:59.932]',0.380,0.715,0.575,0.047,-,-,37.004"
"'[14:30:59.940]',0.385,0.710,0.575,0.044,-,-,37.004"
"'[14:30:59.948]',0.390,0.705,0.580,0.037,-,-,37.004"
"'[14:30:59.956]',0.400,0.695,0.590,0.030,-,-,37.004"
"'[14:30:59.964]',0.405,0.690,0.600,0.018,-,-,37.004"
"'[14:30:59.972]',0.415,0.685,0.620,0.006,-,-,37.004"
"'[14:30:59.980]',0.425,0.685,0.635,-0.014,-,-,37.004"
"'[14:30:59.988]',0.430,0.675,0.645,-0.034,-,-,37.004"
"'[14:30:59.996]',0.445,0.665,0.650,-0.061,-,-,37.004"
"'[14:31:00.004]',0.460,0.650,0.650,-0.087,-,-,37.004"
"'[14:31:00.012]',0.480,0.640,0.655,-0.117,-,-,37.004"
"'[14:31:00.020]',0.500,0.625,0.660,-0.146,-,-,37.004"
"'[14:31:00.028]',0.525,0.610,0.660,-0.177,-,-,37.004"
"'[14:31:00.036]',0.545,0.600,0.660,-0.207,-,-,37.004"
"'[14:31:00.044]',0.560,0.585,0.655,-0.233,-,-,37.004"
"'[14:31:00.052]',0.580,0.580,0.640,-0.258,-,-,37.004"
"'[14:31:00.060]',0.595,0.570,0.630,-0.280,-,-,37.004"
"'[14:31:00.068]',0.610,0.565,0.615,-0.301,-,-,37.004"
"'[14:31:00.076]',0.610,0.565,0.605,-0.318,-,-,37.004"
"'[14:31:00.084]',0.595,0.575,0.590,-0.334,-,-,37.004"
"'[14:31:00.092]',0.570,0.585,0.570,-0.348,-,-,37.004"
"'[14:31:00.100]',0.530,0.615,0.545,-0.360,-,-,37.004"
"'[14:31:00.108]',0.475,0.650,0.530,-0.370,-,-,37.004"
"'[14:31:00.116]',0.425,0.685,0.520,-0.380,-,-,37.004"
"'[14:31:00.124]',0.370,0.715,0.510,-0.387,-,-,37.004"
"'[14:31:00.132]',0.330,0.745,0.500,-0.393,-,-,37.004"
"'[14:31:00.140]',0.300,0.760,0.490,-0.395,-,-,37.004"
"'[14:31:00.148]',0.275,0.775,0.475,-0.397,-,-,37.004"
"'[14:31:00.156]',0.260,0.780,0.460,-0.397,-,-,37.004"
"'[14:31:00.164]',0.255,0.785,0.440,-0.395,-,-,37.004"
"'[14:31:00.172]',0.255,0.785,0.415,-0.393,-,-,37.004"
"'[14:31:00.180]',0.255,0.785,0.390,-0.391,-,-,37.004"
"'[14:31:00.188]',0.255,0.785,0.370,-0.388,-,-,37.004"
"'[14:31:00.196]',0.255,0.785,0.360,-0.384,-,-,37.004"
"'[14:31:00.204]',0.255,0.790,0.355,-0.381,-,-,37.004"
"'[14:31:00.212]',0.255,0.790,0.355,-0.377,-,-,37.004"
"'[14:31:00.220]',0.255,0.790,0.365,-0.373,-,-,37.004"
"'[14:31:00.228]',0.255,0.790,0.380,-0.369,-,-,37.004"
"'[14:31:00.236]',0.260,0.785,0.400,-0.366,-,-,37.004"
"'[14:31:00.244]',0.270,0.780,0.425,-0.363,-,-,37.004"
"'[14:31:00.252]',0.275,0.780,0.460,-0.359,-,-,37.004"
"'[14:31:00.260]',0.280,0.780,0.490,-0.355,-,-,37.004"
"'[14:31:00.268]',0.290,0.775,0.515,-0.351,-,-,37.004"
"'[14:31:00.276]',0.295,0.775,0.550,-0.348,-,-,37.004"
"'[14:31:00.284]',0.300,0.770,0.570,-0.343,-,-,37.004"
"'[14:31:00.292]',0.305,0.770,0.590,-0.339,-,-,37.004"
"'[14:31:00.300]',0.310,0.770,0.600,-0.333,-,-,37.004"
"'[14:31:00.308]',0.310,0.765,0.600,-0.328,-,-,37.004"
"'[14:31:00.316]',0.305,0.765,0.590,-0.323,-,-,37.004"
"'[14:31:00.324]',0.300,0.770,0.575,-0.317,-,-,37.004"
"'[14:31:00.332]',0.295,0.775,0.555,-0.311,-,-,37.004"
"'[14:31:00.340]',0.290,0.775,0.535,-0.305,-,-,37.004"
"'[14:31:00.348]',0.285,0.780,0.515,-0.299,-,-,37.004"
"'[14:31:00.356]',0.280,0.780,0.500,-0.293,-,-,37.004"
"'[14:31:00.364]',0.280,0.780,0.495,-0.288,-,-,37.004"
"'[14:31:00.372]',0.280,0.775,0.495,-0.283,-,-,37.004"
"'[14:31:00.380]',0.280,0.775,0.500,-0.280,-,-,37.004"
"'[14:31:00.388]',0.280,0.775,0.510,-0.276,-,-,37.004"
"'[14:31:00.396]',0.280,0.775,0.515,-0.275,-,-,37.004"
"'[14:31:00.404]',0.280,0.775,0.520,-0.272,-,-,37.004"
"'[14:31:00.412]',0.280,0.775,0.530,-0.272,-,-,37.004"
"'[14:31:00.420]',0.280,0.775,0.535,-0.270,-,-,37.004"
"'[14:31:00.428]',0.280,0.775,0.540,-0.271,-,-,37.004"
"'[14:31:00.436]',0.280,0.780,0.555,-0.271,-,-,37.004"
"'[14:31:00.444]',0.275,0.780,0.565,-0.272,-,-,37.004"
"'[14:31:00.452]',0.280,0.780,0.575,-0.274,-,-,37.004"
"'[14:31:00.460]',0.275,0.780,0.585,-0.275,-,-,37.004"
"'[14:31:00.468]',0.275,0.780,0.600,-0.277,-,-,37.004"
"'[14:31:00.476]',0.275,0.780,0.605,-0.278,-,-,37.004"
"'[14:31:00.484]',0.280,0.775,0.610,-0.280,-,-,37.004"
"'[14:31:00.492]',0.280,0.775,0.615,-0.280,-,-,37.004"
"'[14:31:00.500]',0.285,0.775,0.620,-0.279,-,-,37.004"
"'[14:31:00.508]',0.285,0.775,0.620,-0.278,-,-,37.004"
"'[14:31:00.516]',0.290,0.765,0.630,-0.275,-,-,37.004"
"'[14:31:00.524]',0.305,0.760,0.640,-0.272,-,-,37.004"
"'[14:31:00.532]',0.320,0.750,0.650,-0.268,-,-,37.004"
"'[14:31:00.540]',0.340,0.730,0.670,-0.263,-,-,37.004"
"'[14:31:00.548]',0.365,0.715,0.690,-0.257,-,-,37.004"
"'[14:31:00.556]',0.375,0.700,0.695,-0.248,-,-,37.004"
"'[14:31:00.564]',0.380,0.695,0.670,-0.239,-,-,37.004"
"'[14:31:00.572]',0.385,0.690,0.650,-0.228,-,-,37.004"
"'[14:31:00.580]',0.380,0.690,0.655,-0.216,-,-,37.004"
"'[14:31:00.588]',0.360,0.705,0.680,-0.205,-,-,37.004"
"'[14:31:00.596]',0.335,0.720,0.695,-0.193,-,-,37.004"
"'[14:31:00.604]',0.320,0.735,0.710,-0.181,-,-,37.004"
"'[14:31:00.612]',0.300,0.755,0.745,-0.169,-,-,37.004"
"'[14:31:00.620]',0.290,0.775,0.785,-0.156,-,-,37.004"
"'[14:31:00.628]',0.280,0.785,0.825,-0.142,-,-,37.004"
"'[14:31:00.636]',0.275,0.790,0.860,-0.127,-,-,37.004"
"'[14:31:00.644]',0.280,0.790,0.900,-0.111,-,-,37.004"
"'[14:31:00.652]',0.285,0.785,0.930,-0.096,-,-,37.004"
"'[14:31:00.660]',0.290,0.785,0.956,-0.080,-,-,37.004"
"'[14:31:00.668]',0.295,0.785,0.985,-0.065,-,-,37.004"
"'[14:31:00.676]',0.300,0.780,1.000,-0.049,-,-,37.004"
"'[14:31:00.684]',0.300,0.780,1.030,-0.036,-,-,37.004"
"'[14:31:00.692]',0.335,0.755,1.045,-0.023,-,-,37.004"
"'[14:31:00.700]',0.480,0.625,0.965,-0.011,-,-,37.004"
"'[14:31:00.708]',0.830,0.375,0.680,0.000,-,-,37.004"
"'[14:31:00.716]',1.115,0.195,0.330,0.010,-,-,37.004"
"'[14:31:00.724]',0.970,0.310,0.230,0.020,-,-,37.004"
"'[14:31:00.732]',0.605,0.570,0.375,0.029,-,-,37.004"
"'[14:31:00.740]',0.395,0.720,0.560,0.038,-,-,37.004"
"'[14:31:00.748]',0.325,0.760,0.685,0.045,-,-,37.004"
"'[14:31:00.756]',0.295,0.780,0.715,0.053,-,-,37.004"
"'[14:31:00.764]',0.285,0.785,0.685,0.057,-,-,37.004"
"'[14:31:00.772]',0.280,0.790,0.645,0.062,-,-,37.004"
"'[14:31:00.780]',0.280,0.785,0.610,0.065,-,-,37.004"
"'[14:31:00.788]',0.275,0.785,0.560,0.067,-,-,37.004"
"'[14:31:00.796]',0.280,0.785,0.515,0.066,-,-,37.004"
"'[14:31:00.804]',0.285,0.780,0.495,0.066,-,-,37.004"
"'[14:31:00.812]',0.295,0.775,0.505,0.064,-,-,37.004"
"'[14:31:00.820]',0.300,0.775,0.520,0.062,-,-,37.004"
"'[14:31:00.828]',0.305,0.775,0.540,0.059,-,-,37.004"
"'[14:31:00.836]',0.310,0.770,0.555,0.056,-,-,37.004"
"'[14:31:00.844]',0.310,0.770,0.560,0.052,-,-,37.004"
"'[14:31:00.852]',0.310,0.770,0.565,0.048,-,-,37.004"
"'[14:31:00.860]',0.315,0.760,0.580,0.044,-,-,37.004"
"'[14:31:00.868]',0.325,0.750,0.620,0.041,-,-,37.004"
"'[14:31:00.876]',0.340,0.740,0.655,0.038,-,-,37.004"
"'[14:31:00.884]',0.355,0.730,0.695,0.035,-,-,37.004"
"'[14:31:00.892]',0.370,0.720,0.730,0.032,-,-,37.004"
"'[14:31:00.900]',0.380,0.710,0.765,0.029,-,-,37.004"
"'[14:31:00.908]',0.395,0.705,0.800,0.026,-,-,37.004"
"'[14:31:00.916]',0.405,0.695,0.835,0.024,-,-,37.004"
"'[14:31:00.924]',0.425,0.685,0.855,0.022,-,-,37.004"
"'[14:31:00.932]',0.440,0.675,0.865,0.020,-,-,37.004"
"'[14:31:00.940]',0.455,0.665,0.865,0.017,-,-,37.004"
"'[14:31:00.948]',0.470,0.655,0.865,0.014,-,-,37.004"
"'[14:31:00.956]',0.480,0.645,0.870,0.010,-,-,37.004"
"'[14:31:00.964]',0.495,0.635,0.880,0.006,-,-,37.004"
"'[14:31:00.972]',0.515,0.625,0.880,0.002,-,-,37.004"
"'[14:31:00.980]',0.535,0.605,0.865,-0.003,-,-,37.004"
"'[14:31:00.988]',0.555,0.590,0.850,-0.008,-,-,37.004"
"'[14:31:00.996]',0.575,0.580,0.840,-0.014,-,-,37.004"
"'[14:31:01.004]',0.595,0.575,0.820,-0.020,-,-,37.004"
"'[14:31:01.012]',0.600,0.565,0.805,-0.026,-,-,37.004"
"'[14:31:01.020]',0.605,0.565,0.795,-0.032,-,-,37.004"
"'[14:31:01.028]',0.600,0.570,0.780,-0.039,-,-,37.004"
"'[14:31:01.036]',0.585,0.580,0.765,-0.049,-,-,37.004"
"'[14:31:01.044]',0.555,0.595,0.755,-0.059,-,-,37.004"
"'[14:31:01.052]',0.525,0.620,0.745,-0.071,-,-,37.004"
"'[14:31:01.060]',0.475,0.650,0.745,-0.082,-,-,37.004"
"'[14:31:01.068]',0.430,0.685,0.740,-0.094,-,-,37.004"
"'[14:31:01.076]',0.380,0.715,0.745,-0.105,-,-,37.004"
"'[14:31:01.084]',0.335,0.745,0.745,-0.117,-,-,37.004"
"'[14:31:01.092]',0.305,0.760,0.755,-0.128,-,-,37.004"
"'[14:31:01.100]',0.275,0.775,0.760,-0.141,-,-,37.004"
"'[14:31:01.108]',0.265,0.785,0.755,-0.153,-,-,37.004"
"'[14:31:01.116]',0.260,0.785,0.755,-0.166,-,-,37.004"
"'[14:31:01.124]',0.260,0.785,0.745,-0.178,-,-,37.004"
"'[14:31:01.132]',0.260,0.790,0.740,-0.187,-,-,37.004"
"'[14:31:01.140]',0.260,0.795,0.735,-0.196,-,-,37.004"
"'[14:31:01.148]',0.265,0.785,0.730,-0.201,-,-,37.004"
"'[14:31:01.156]',0.270,0.785,0.730,-0.206,-,-,37.004"
"'[14:31:01.164]',0.275,0.780,0.725,-0.208,-,-,37.004"
"'[14:31:01.172]',0.280,0.780,0.720,-0.209,-,-,37.004"
"'[14:31:01.180]',0.280,0.775,0.715,-0.207,-,-,37.004"
"'[14:31:01.188]',0.285,0.775,0.710,-0.205,-,-,37.004"
"'[14:31:01.196]',0.290,0.780,0.710,-0.195,-,-,37.004"
"'[14:31:01.204]',0.290,0.775,0.710,-0.184,-,-,37.004"
"'[14:31:01.212]',0.290,0.775,0.710,-0.169,-,-,37.004"
"'[14:31:01.220]',0.295,0.775,0.705,-0.153,-,-,37.004"
"'[14:31:01.228]',0.295,0.775,0.695,-0.136,-,-,37.004"
"'[14:31:01.236]',0.295,0.775,0.690,-0.119,-,-,37.004"
"'[14:31:01.244]',0.290,0.775,0.685,-0.101,-,-,37.004"
"'[14:31:01.252]',0.290,0.780,0.685,-0.083,-,-,37.004"
"'[14:31:01.260]',0.290,0.780,0.680,-0.061,-,-,37.004"
"'[14:31:01.268]',0.285,0.780,0.675,-0.039,-,-,37.004"
"'[14:31:01.276]',0.285,0.775,0.670,-0.014,-,-,37.004"
"'[14:31:01.284]',0.290,0.775,0.665,0.011,-,-,37.004"
"'[14:31:01.292]',0.285,0.775,0.665,0.034,-,-,37.004"
"'[14:31:01.300]',0.285,0.775,0.670,0.058,-,-,37.004"
"'[14:31:01.308]',0.285,0.770,0.675,0.080,-,-,37.004"
"'[14:31:01.316]',0.290,0.765,0.675,0.102,-,-,37.004"
"'[14:31:01.324]',0.295,0.765,0.675,0.119,-,-,37.004"
"'[14:31:01.332]',0.295,0.765,0.675,0.136,-,-,37.004"
"'[14:31:01.340]',0.295,0.765,0.680,0.148,-,-,37.004"
"'[14:31:01.348]',0.290,0.765,0.685,0.161,-,-,37.004"
"'[14:31:01.356]',0.290,0.770,0.690,0.168,-,-,37.004"
"'[14:31:01.364]',0.290,0.770,0.690,0.175,-,-,37.004"
"'[14:31:01.372]',0.290,0.770,0.695,0.177,-,-,37.004"
"'[14:31:01.380]',0.290,0.770,0.700,0.179,-,-,37.004"
"'[14:31:01.388]',0.290,0.770,0.705,0.178,-,-,37.004"
"'[14:31:01.396]',0.290,0.770,0.705,0.178,-,-,37.004"
"'[14:31:01.404]',0.290,0.770,0.710,0.176,-,-,37.004"
"'[14:31:01.412]',0.295,0.765,0.710,0.174,-,-,37.004"
"'[14:31:01.420]',0.305,0.755,0.710,0.169,-,-,37.004"
"'[14:31:01.428]',0.315,0.745,0.715,0.163,-,-,37.004"
"'[14:31:01.436]',0.335,0.730,0.725,0.155,-,-,37.004"
"'[14:31:01.444]',0.355,0.715,0.745,0.147,-,-,37.004"
"'[14:31:01.452]',0.365,0.705,0.755,0.139,-,-,37.004"
"'[14:31:01.460]',0.375,0.695,0.750,0.131,-,-,37.004"
"'[14:31:01.468]',0.380,0.685,0.730,0.122,-,-,37.004"
"'[14:31:01.476]',0.370,0.685,0.725,0.114,-,-,37.004"
"'[14:31:01.484]',0.355,0.695,0.735,0.105,-,-,37.004"
"'[14:31:01.492]',0.335,0.710,0.755,0.098,-,-,37.004"
"'[14:31:01.500]',0.320,0.725,0.765,0.091,-,-,37.004"
"'[14:31:01.508]',0.300,0.735,0.770,0.085,-,-,37.004"
"'[14:31:01.516]',0.285,0.760,0.775,0.079,-,-,37.004"
"'[14:31:01.524]',0.265,0.780,0.785,0.073,-,-,37.004"
"'[14:31:01.532]',0.260,0.785,0.785,0.068,-,-,37.004"
"'[14:31:01.540]',0.265,0.785,0.780,0.062,-,-,37.004"
"'[14:31:01.548]',0.270,0.785,0.775,0.058,-,-,37.004"
"'[14:31:01.556]',0.275,0.785,0.765,0.053,-,-,37.004"
"'[14:31:01.564]',0.275,0.790,0.760,0.049,-,-,37.004"
"'[14:31:01.572]',0.285,0.780,0.755,0.044,-,-,37.004"
"'[14:31:01.580]',0.295,0.780,0.765,0.039,-,-,37.004"
"'[14:31:01.588]',0.315,0.770,0.795,0.034,-,-,37.004"
"'[14:31:01.596]',0.395,0.705,0.800,0.028,-,-,37.004"
"'[14:31:01.604]',0.620,0.515,0.615,0.022,-,-,37.004"
"'[14:31:01.612]',0.965,0.260,0.250,0.016,-,-,37.004"
"'[14:31:01.620]',1.070,0.185,-0.015,0.011,-,-,37.004"
"'[14:31:01.628]',0.810,0.390,-0.025,0.005,-,-,37.004"
"'[14:31:01.636]',0.520,0.610,0.305,-0.001,-,-,37.004"
"'[14:31:01.644]',0.390,0.720,0.540,-0.005,-,-,37.004"
"'[14:31:01.652]',0.345,0.750,0.680,-0.010,-,-,37.004"
"'[14:31:01.660]',0.320,0.765,0.740,-0.014,-,-,37.004"
"'[14:31:01.668]',0.315,0.770,0.760,-0.017,-,-,37.004"
"'[14:31:01.676]',0.310,0.775,0.765,-0.020,-,-,37.004"
"'[14:31:01.684]',0.310,0.775,0.770,-0.023,-,-,37.004"
"'[14:31:01.692]',0.310,0.770,0.760,-0.025,-,-,37.004"
"'[14:31:01.700]',0.310,0.765,0.760,-0.027,-,-,37.004"
"'[14:31:01.708]',0.315,0.760,0.760,-0.029,-,-,37.004"
"'[14:31:01.716]',0.320,0.760,0.765,-0.030,-,-,37.004"
"'[14:31:01.724]',0.320,0.760,0.760,-0.032,-,-,37.004"
"'[14:31:01.732]',0.320,0.760,0.760,-0.033,-,-,37.004"
"'[14:31:01.740]',0.325,0.755,0.755,-0.035,-,-,37.004"
"'[14:31:01.748]',0.325,0.755,0.750,-0.036,-,-,37.004"
"'[14:31:01.756]',0.330,0.750,0.740,-0.038,-,-,37.004"
"'[14:31:01.764]',0.335,0.745,0.730,-0.038,-,-,37.004"
"'[14:31:01.772]',0.340,0.740,0.725,-0.039,-,-,37.004"
"'[14:31:01.780]',0.345,0.735,0.715,-0.040,-,-,37.004"
"'[14:31:01.788]',0.360,0.730,0.715,-0.041,-,-,37.004"
"'[14:31:01.796]',0.365,0.720,0.710,-0.042,-,-,37.004"
"'[14:31:01.804]',0.380,0.715,0.705,-0.044,-,-,37.004"
"'[14:31:01.812]',0.390,0.705,0.695,-0.045,-,-,37.004"
"'[14:31:01.820]',0.405,0.700,0.690,-0.047,-,-,37.004"
"'[14:31:01.828]',0.410,0.695,0.685,-0.049,-,-,37.004"
"'[14:31:01.836]',0.420,0.690,0.675,-0.051,-,-,37.004"
"'[14:31:01.844]',0.430,0.675,0.675,-0.053,-,-,37.004"
"'[14:31:01.852]',0.445,0.665,0.675,-0.056,-,-,37.004"
"'[14:31:01.860]',0.465,0.655,0.680,-0.058,-,-,37.004"
"'[14:31:01.868]',0.490,0.640,0.685,-0.060,-,-,37.004"
"'[14:31:01.876]',0.510,0.625,0.690,-0.062,-,-,37.004"
"'[14:31:01.884]',0.535,0.610,0.700,-0.065,-,-,37.004"
"'[14:31:01.892]',0.560,0.590,0.710,-0.068,-,-,37.004"
"'[14:31:01.900]',0.585,0.580,0.720,-0.071,-,-,37.004"
"'[14:31:01.908]',0.600,0.565,0.730,-0.074,-,-,37.004"
"'[14:31:01.916]',0.610,0.560,0.740,-0.078,-,-,37.004"
"'[14:31:01.924]',0.615,0.560,0.740,-0.081,-,-,37.004"
"'[14:31:01.932]',0.600,0.565,0.730,-0.087,-,-,37.004"
"'[14:31:01.940]',0.580,0.580,0.715,-0.091,-,-,37.004"
"'[14:31:01.948]',0.545,0.605,0.705,-0.098,-,-,37.004"
"'[14:31:01.956]',0.500,0.635,0.695,-0.104,-,-,37.004"
"'[14:31:01.964]',0.445,0.670,0.690,-0.111,-,-,37.004"
"'[14:31:01.972]',0.390,0.705,0.690,-0.119,-,-,37.004"
"'[14:31:01.980]',0.345,0.730,0.690,-0.127,-,-,37.004"
"'[14:31:01.988]',0.310,0.755,0.690,-0.135,-,-,37.004"
"'[14:31:01.996]',0.285,0.770,0.690,-0.146,-,-,37.004"
"'[14:31:02.004]',0.270,0.780,0.690,-0.156,-,-,37.004"
"'[14:31:02.012]',0.260,0.785,0.690,-0.168,-,-,37.004"
"'[14:31:02.020]',0.255,0.785,0.695,-0.180,-,-,37.004"
"'[14:31:02.028]',0.255,0.790,0.700,-0.191,-,-,37.004"
"'[14:31:02.036]',0.255,0.795,0.705,-0.202,-,-,37.004"
"'[14:31:02.044]',0.255,0.790,0.710,-0.214,-,-,37.004"
"'[14:31:02.052]',0.260,0.790,0.720,-0.225,-,-,37.004"
"'[14:31:02.060]',0.260,0.790,0.725,-0.237,-,-,37.004"
"'[14:31:02.068]',0.260,0.790,0.730,-0.248,-,-,37.004"
"'[14:31:02.076]',0.265,0.790,0.735,-0.260,-,-,37.004"
"'[14:31:02.084]',0.265,0.785,0.735,-0.272,-,-,37.004"
"'[14:31:02.092]',0.270,0.785,0.735,-0.284,-,-,37.004"
"'[14:31:02.100]',0.270,0.780,0.730,-0.296,-,-,37.004"
"'[14:31:02.108]',0.270,0.780,0.730,-0.307,-,-,37.004"
"'[14:31:02.116]',0.270,0.780,0.725,-0.318,-,-,37.004"
"'[14:31:02.124]',0.270,0.785,0.715,-0.327,-,-,37.004"
"'[14:31:02.132]',0.270,0.780,0.710,-0.335,-,-,37.004"
"'[14:31:02.140]',0.275,0.780,0.705,-0.342,-,-,37.004"
"'[14:31:02.148]',0.275,0.780,0.695,-0.349,-,-,37.004"
"'[14:31:02.156]',0.275,0.785,0.685,-0.356,-,-,37.004"
"'[14:31:02.164]',0.275,0.785,0.675,-0.362,-,-,37.004"
"'[14:31:02.172]',0.275,0.785,0.670,-0.368,-,-,37.004"
"'[14:31:02.180]',0.270,0.785,0.660,-0.373,-,-,37.004"
"'[14:31:02.188]',0.270,0.785,0.655,-0.378,-,-,37.004"
"'[14:31:02.196]',0.270,0.785,0.650,-0.381,-,-,37.004"
"'[14:31:02.204]',0.265,0.790,0.650,-0.384,-,-,37.004"
"'[14:31:02.212]',0.260,0.795,0.650,-0.388,-,-,37.004"
"'[14:31:02.220]',0.260,0.795,0.655,-0.390,-,-,37.004"
"'[14:31:02.228]',0.260,0.795,0.660,-0.392,-,-,37.004"
"'[14:31:02.236]',0.255,0.795,0.665,-0.395,-,-,37.004"
"'[14:31:02.244]',0.255,0.800,0.670,-0.398,-,-,37.004"
"'[14:31:02.252]',0.255,0.800,0.670,-0.401,-,-,37.004"
"'[14:31:02.260]',0.260,0.800,0.665,-0.404,-,-,37.004"
"'[14:31:02.268]',0.260,0.800,0.660,-0.407,-,-,37.004"
"'[14:31:02.276]',0.260,0.800,0.660,-0.410,-,-,37.004"
"'[14:31:02.284]',0.260,0.800,0.660,-0.413,-,-,37.004"
"'[14:31:02.292]',0.265,0.795,0.660,-0.416,-,-,37.004"
"'[14:31:02.300]',0.275,0.790,0.665,-0.419,-,-,37.004"
"'[14:31:02.308]',0.280,0.785,0.675,-0.422,-,-,37.004"
"'[14:31:02.316]',0.285,0.785,0.685,-0.426,-,-,37.004"
"'[14:31:02.324]',0.290,0.780,0.705,-0.430,-,-,37.004"
"'[14:31:02.332]',0.295,0.775,0.725,-0.434,-,-,37.004"
"'[14:31:02.340]',0.295,0.775,0.745,-0.439,-,-,37.004"
"'[14:31:02.348]',0.305,0.765,0.765,-0.443,-,-,37.004"
"'[14:31:02.356]',0.315,0.760,0.775,-0.448,-,-,37.004"
"'[14:31:02.364]',0.320,0.755,0.785,-0.452,-,-,37.004"
"'[14:31:02.372]',0.335,0.745,0.790,-0.456,-,-,37.004"
"'[14:31:02.380]',0.345,0.735,0.785,-0.463,-,-,37.004"
"'[14:31:02.388]',0.360,0.720,0.780,-0.469,-,-,37.004"
"'[14:31:02.396]',0.375,0.710,0.780,-0.477,-,-,37.004"
"'[14:31:02.404]',0.380,0.700,0.765,-0.485,-,-,37.004"
"'[14:31:02.412]',0.385,0.695,0.735,-0.497,-,-,37.004"
"'[14:31:02.420]',0.385,0.690,0.705,-0.508,-,-,37.004"
"'[14:31:02.428]',0.380,0.690,0.700,-0.522,-,-,37.004"
"'[14:31:02.436]',0.360,0.705,0.715,-0.536,-,-,37.004"
"'[14:31:02.444]',0.345,0.715,0.725,-0.549,-,-,37.004"
"'[14:31:02.452]',0.335,0.720,0.735,-0.562,-,-,37.004"
"'[14:31:02.460]',0.320,0.735,0.745,-0.575,-,-,37.004"
"'[14:31:02.468]',0.310,0.755,0.760,-0.587,-,-,37.004"
"'[14:31:02.476]',0.310,0.765,0.770,-0.603,-,-,37.004"
"'[14:31:02.484]',0.310,0.770,0.775,-0.619,-,-,37.004"
"'[14:31:02.492]',0.310,0.765,0.770,-0.637,-,-,37.004"
"'[14:31:02.500]',0.315,0.765,0.760,-0.655,-,-,37.004"
"'[14:31:02.508]',0.320,0.760,0.750,-0.671,-,-,37.004"
"'[14:31:02.516]',0.325,0.760,0.740,-0.688,-,-,37.004"
"'[14:31:02.524]',0.325,0.760,0.740,-0.703,-,-,37.004"
"'[14:31:02.532]',0.335,0.755,0.765,-0.717,-,-,37.004"
"'[14:31:02.540]',0.390,0.715,0.775,-0.732,-,-,37.004"
"'[14:31:02.548]',0.545,0.570,0.660,-0.746,-,-,37.004"
