"'Time','ABP','PLETH','II'"
"'[17:24:23.016]',0.000,0.502,-"
"'[17:24:23.024]',0.000,0.502,-"
"'[17:24:23.032]',0.000,0.502,-"
"'[17:24:23.040]',0.000,0.502,-"
"'[17:24:23.048]',0.000,0.502,-"
"'[17:24:23.056]',0.000,0.502,-"
"'[17:24:23.064]',0.000,0.502,-"
"'[17:24:23.072]',0.000,0.502,-"
"'[17:24:23.080]',0.000,0.502,-"
"'[17:24:23.088]',0.000,0.502,-"
"'[17:24:23.096]',0.000,0.502,-"
"'[17:24:23.104]',0.000,0.502,-"
"'[17:24:23.112]',0.000,0.502,-"
"'[17:24:23.120]',0.000,0.502,-"
"'[17:24:23.128]',0.000,0.502,-"
"'[17:24:23.136]',0.000,0.502,-"
"'[17:24:23.144]',0.000,0.502,-"
"'[17:24:23.152]',0.000,0.502,-"
"'[17:24:23.160]',0.000,0.502,-"
"'[17:24:23.168]',0.000,0.502,-"
"'[17:24:23.176]',0.000,0.502,-"
"'[17:24:23.184]',0.000,0.502,-"
"'[17:24:23.192]',0.000,0.502,-"
"'[17:24:23.200]',0.000,0.502,-"
"'[17:24:23.208]',0.000,0.502,-"
"'[17:24:23.216]',0.000,0.502,-"
"'[17:24:23.224]',0.000,0.502,-"
"'[17:24:23.232]',0.000,0.502,-"
"'[17:24:23.240]',0.000,0.502,-"
"'[17:24:23.248]',0.000,0.502,-"
"'[17:24:23.256]',0.000,0.502,-"
"'[17:24:23.264]',0.000,0.502,-"
"'[17:24:23.272]',0.000,0.502,-"
"'[17:24:23.280]',0.000,0.502,-"
"'[17:24:23.288]',0.000,0.502,-"
"'[17:24:23.296]',0.000,0.502,-"
"'[17:24:23.304]',0.000,0.502,-"
"'[17:24:23.312]',0.000,0.502,-"
"'[17:24:23.320]',0.000,0.502,-"
"'[17:24:23.328]',0.000,0.502,-"
"'[17:24:23.336]',0.000,0.502,-"
"'[17:24:23.344]',0.000,0.502,-"
"'[17:24:23.352]',0.000,0.502,-"
"'[17:24:23.360]',0.000,0.502,-"
"'[17:24:23.368]',0.000,0.502,-"
"'[17:24:23.376]',0.000,0.502,-"
"'[17:24:23.384]',0.000,0.502,-"
"'[17:24:23.392]',0.000,0.502,-"
"'[17:24:23.400]',0.000,0.502,-"
"'[17:24:23.408]',0.000,0.502,-"
"'[17:24:23.416]',0.000,0.502,-"
"'[17:24:23.424]',0.000,0.502,-"
"'[17:24:23.432]',0.000,0.502,-"
"'[17:24:23.440]',0.000,0.502,-"
"'[17:24:23.448]',0.000,0.502,-"
"'[17:24:23.456]',0.000,0.502,-"
"'[17:24:23.464]',0.000,0.502,-"
"'[17:24:23.472]',0.000,0.502,-"
"'[17:24:23.480]',0.000,0.502,-"
"'[17:24:23.488]',0.000,0.502,-"
"'[17:24:23.496]',0.000,0.502,-"
"'[17:24:23.504]',0.000,0.502,-"
"'[17:24:23.512]',0.000,0.502,-"
"'[17:24:23.520]',0.000,0.502,-"
"'[17:24:23.528]',0.000,0.502,-"
"'[17:24:23.536]',0.000,0.502,-"
"'[17:24:23.544]',0.000,0.502,-"
"'[17:24:23.552]',0.000,0.502,-"
"'[17:24:23.560]',0.000,0.502,-"
"'[17:24:23.568]',0.000,0.502,-"
"'[17:24:23.576]',0.000,0.502,-"
"'[17:24:23.584]',0.000,0.502,-"
"'[17:24:23.592]',0.000,0.502,-"
"'[17:24:23.600]',0.000,0.502,-"
"'[17:24:23.608]',0.000,0.502,-"
"'[17:24:23.616]',0.000,0.502,-"
"'[17:24:23.624]',0.000,0.502,-"
"'[17:24:23.632]',0.000,0.502,-"
"'[17:24:23.640]',0.000,0.502,-"
"'[17:24:23.648]',0.000,0.502,-"
"'[17:24:23.656]',0.000,0.502,-"
"'[17:24:23.664]',0.000,0.502,-"
"'[17:24:23.672]',0.000,0.502,-"
"'[17:24:23.680]',0.000,0.502,-"
"'[17:24:23.688]',0.000,0.502,-"
"'[17:24:23.696]',0.000,0.502,-"
"'[17:24:23.704]',0.000,0.502,-"
"'[17:24:23.712]',0.000,0.502,-"
"'[17:24:23.720]',0.000,0.502,-"
"'[17:24:23.728]',0.000,0.502,-"
"'[17:24:23.736]',0.000,0.502,-"
"'[17:24:23.744]',0.000,0.502,-"
"'[17:24:23.752]',0.000,0.502,-"
"'[17:24:23.760]',0.000,0.502,-"
"'[17:24:23.768]',0.000,0.502,-"
"'[17:24:23.776]',0.000,0.502,-"
"'[17:24:23.784]',0.000,0.502,-"
"'[17:24:23.792]',0.000,0.502,-"
"'[17:24:23.800]',0.000,0.502,-"
"'[17:24:23.808]',0.000,0.502,-"
"'[17:24:23.816]',0.000,0.502,-"
"'[17:24:23.824]',0.000,0.502,-"
"'[17:24:23.832]',0.000,0.502,-"
"'[17:24:23.840]',0.000,0.502,-"
"'[17:24:23.848]',0.000,0.502,-"
"'[17:24:23.856]',0.000,0.502,-"
"'[17:24:23.864]',0.000,0.502,-"
"'[17:24:23.872]',0.000,0.502,-"
"'[17:24:23.880]',0.000,0.502,-"
"'[17:24:23.888]',0.000,0.502,-"
"'[17:24:23.896]',0.000,0.502,-"
"'[17:24:23.904]',0.000,0.502,-"
"'[17:24:23.912]',0.000,0.502,-"
"'[17:24:23.920]',0.000,0.502,-"
"'[17:24:23.928]',0.000,0.502,-"
"'[17:24:23.936]',0.000,0.502,-"
"'[17:24:23.944]',0.000,0.502,-"
"'[17:24:23.952]',0.000,0.502,-"
"'[17:24:23.960]',0.000,0.502,-"
"'[17:24:23.968]',0.000,0.502,-"
"'[17:24:23.976]',0.000,0.502,-"
"'[17:24:23.984]',0.000,0.502,-"
"'[17:24:23.992]',0.000,0.502,-"
"'[17:24:24.000]',0.000,0.502,-"
"'[17:24:24.008]',0.000,0.502,-"
"'[17:24:24.016]',0.000,0.502,-"
"'[17:24:24.024]',0.000,0.502,-"
"'[17:24:24.032]',0.000,0.502,-"
"'[17:24:24.040]',0.000,0.502,-"
"'[17:24:24.048]',0.000,0.502,-"
"'[17:24:24.056]',0.000,0.502,-"
"'[17:24:24.064]',0.000,0.502,-"
"'[17:24:24.072]',0.000,0.502,-"
"'[17:24:24.080]',0.000,0.502,-"
"'[17:24:24.088]',0.000,0.502,-"
"'[17:24:24.096]',0.000,0.502,-"
"'[17:24:24.104]',0.000,0.502,-"
"'[17:24:24.112]',0.000,0.502,-"
"'[17:24:24.120]',0.000,0.502,-"
"'[17:24:24.128]',0.000,0.502,-"
"'[17:24:24.136]',0.000,0.502,-"
"'[17:24:24.144]',0.000,0.502,-"
"'[17:24:24.152]',0.000,0.502,-"
"'[17:24:24.160]',0.000,0.502,-"
"'[17:24:24.168]',0.000,0.502,-"
"'[17:24:24.176]',0.000,0.502,-"
"'[17:24:24.184]',0.000,0.502,-"
"'[17:24:24.192]',0.000,0.502,-"
"'[17:24:24.200]',0.000,0.502,-"
"'[17:24:24.208]',0.000,0.502,-"
"'[17:24:24.216]',0.000,0.502,-"
"'[17:24:24.224]',0.000,0.502,-"
"'[17:24:24.232]',0.000,0.502,-"
"'[17:24:24.240]',0.000,0.502,-"
"'[17:24:24.248]',0.000,0.502,-"
"'[17:24:24.256]',0.000,0.502,-"
"'[17:24:24.264]',0.000,0.502,-"
"'[17:24:24.272]',0.000,0.502,-"
"'[17:24:24.280]',0.000,0.502,-"
"'[17:24:24.288]',0.000,0.502,-"
"'[17:24:24.296]',0.000,0.502,-"
"'[17:24:24.304]',0.000,0.502,-"
"'[17:24:24.312]',0.000,0.502,-"
"'[17:24:24.320]',0.000,0.502,-"
"'[17:24:24.328]',0.000,0.502,-"
"'[17:24:24.336]',0.000,0.502,-"
"'[17:24:24.344]',0.000,0.502,-"
"'[17:24:24.352]',0.000,0.502,-"
"'[17:24:24.360]',0.000,0.502,-"
"'[17:24:24.368]',0.000,0.502,-"
"'[17:24:24.376]',0.000,0.502,-"
"'[17:24:24.384]',0.000,0.502,-"
"'[17:24:24.392]',0.000,0.502,-"
"'[17:24:24.400]',0.000,0.502,-"
"'[17:24:24.408]',0.000,0.502,-"
"'[17:24:24.416]',0.000,0.502,-"
"'[17:24:24.424]',0.000,0.502,-"
"'[17:24:24.432]',0.000,0.502,-"
"'[17:24:24.440]',0.000,0.502,-"
"'[17:24:24.448]',0.000,0.502,-"
"'[17:24:24.456]',0.000,0.502,-"
"'[17:24:24.464]',0.000,0.502,-"
"'[17:24:24.472]',0.000,0.502,-"
"'[17:24:24.480]',0.000,0.502,-"
"'[17:24:24.488]',0.000,0.502,-"
"'[17:24:24.496]',0.000,0.502,-"
"'[17:24:24.504]',0.000,0.502,-"
"'[17:24:24.512]',0.000,0.502,-"
"'[17:24:24.520]',0.000,0.502,-"
"'[17:24:24.528]',0.000,0.502,-"
"'[17:24:24.536]',0.000,0.502,-"
"'[17:24:24.544]',0.000,0.502,-"
"'[17:24:24.552]',0.000,0.502,-"
"'[17:24:24.560]',0.000,0.502,-"
"'[17:24:24.568]',0.000,0.502,-"
"'[17:24:24.576]',0.000,0.502,-"
"'[17:24:24.584]',0.000,0.502,-"
"'[17:24:24.592]',0.000,0.502,-"
"'[17:24:24.600]',0.000,0.502,-"
"'[17:24:24.608]',0.000,0.502,-"
"'[17:24:24.616]',0.000,0.502,-"
"'[17:24:24.624]',0.000,0.502,-"
"'[17:24:24.632]',0.000,0.502,-"
"'[17:24:24.640]',0.000,0.502,-"
"'[17:24:24.648]',0.000,0.502,-"
"'[17:24:24.656]',0.000,0.502,-"
"'[17:24:24.664]',0.000,0.502,-"
"'[17:24:24.672]',0.000,0.502,-"
"'[17:24:24.680]',0.000,0.502,-"
"'[17:24:24.688]',0.000,0.502,-"
"'[17:24:24.696]',0.000,0.502,-"
"'[17:24:24.704]',0.000,0.502,-"
"'[17:24:24.712]',0.000,0.502,-"
"'[17:24:24.720]',0.000,0.502,-"
"'[17:24:24.728]',0.000,0.502,-"
"'[17:24:24.736]',0.000,0.502,-"
"'[17:24:24.744]',0.000,0.502,-"
"'[17:24:24.752]',0.000,0.502,-"
"'[17:24:24.760]',0.000,0.502,-"
"'[17:24:24.768]',0.000,0.502,-"
"'[17:24:24.776]',0.000,0.502,-"
"'[17:24:24.784]',0.000,0.502,-"
"'[17:24:24.792]',0.000,0.502,-"
"'[17:24:24.800]',0.000,0.502,-"
"'[17:24:24.808]',0.000,0.502,-"
"'[17:24:24.816]',0.000,0.502,-"
"'[17:24:24.824]',0.000,0.502,-"
"'[17:24:24.832]',0.000,0.502,-"
"'[17:24:24.840]',0.000,0.502,-"
"'[17:24:24.848]',0.000,0.502,-"
"'[17:24:24.856]',0.000,0.502,-"
"'[17:24:24.864]',0.000,0.502,-"
"'[17:24:24.872]',0.000,0.502,-"
"'[17:24:24.880]',0.000,0.502,-"
"'[17:24:24.888]',0.000,0.502,-"
"'[17:24:24.896]',0.000,0.502,-"
"'[17:24:24.904]',0.000,0.502,-"
"'[17:24:24.912]',0.000,0.502,-"
"'[17:24:24.920]',0.000,0.502,-"
"'[17:24:24.928]',0.000,0.502,-"
"'[17:24:24.936]',0.000,0.502,-"
"'[17:24:24.944]',0.000,0.502,-"
"'[17:24:24.952]',0.000,0.502,-"
"'[17:24:24.960]',0.000,0.502,-"
"'[17:24:24.968]',0.000,0.502,-"
"'[17:24:24.976]',0.000,0.502,-"
"'[17:24:24.984]',0.000,0.502,-"
"'[17:24:24.992]',0.000,0.502,-"
"'[17:24:25.000]',0.000,0.502,-"
"'[17:24:25.008]',0.000,0.502,-"
"'[17:24:25.016]',0.000,0.502,-"
"'[17:24:25.024]',0.000,0.502,-"
"'[17:24:25.032]',0.000,0.502,-"
"'[17:24:25.040]',0.000,0.502,-"
"'[17:24:25.048]',0.000,0.502,-"
"'[17:24:25.056]',0.000,0.502,-"
"'[17:24:25.064]',0.000,0.502,-"
"'[17:24:25.072]',0.000,0.502,-"
"'[17:24:25.080]',0.000,0.502,-"
"'[17:24:25.088]',0.000,0.502,-"
"'[17:24:25.096]',0.000,0.502,-"
"'[17:24:25.104]',0.000,0.502,-"
"'[17:24:25.112]',0.000,0.502,-"
"'[17:24:25.120]',0.000,0.502,-"
"'[17:24:25.128]',0.000,0.502,-"
"'[17:24:25.136]',0.000,0.502,-"
"'[17:24:25.144]',0.000,0.502,-"
"'[17:24:25.152]',0.000,0.502,-"
"'[17:24:25.160]',0.000,0.502,-"
"'[17:24:25.168]',0.000,0.502,-"
"'[17:24:25.176]',0.000,0.502,-"
"'[17:24:25.184]',0.000,0.502,-"
"'[17:24:25.192]',0.000,0.502,-"
"'[17:24:25.200]',0.000,0.502,-"
"'[17:24:25.208]',0.000,0.502,-"
"'[17:24:25.216]',0.000,0.502,-"
"'[17:24:25.224]',0.000,0.502,-"
"'[17:24:25.232]',0.000,0.502,-"
"'[17:24:25.240]',0.000,0.502,-"
"'[17:24:25.248]',0.000,0.502,-"
"'[17:24:25.256]',0.000,0.502,-"
"'[17:24:25.264]',0.000,0.502,-"
"'[17:24:25.272]',0.000,0.502,-"
"'[17:24:25.280]',0.000,0.502,-"
"'[17:24:25.288]',0.000,0.502,-"
"'[17:24:25.296]',0.000,0.502,-"
"'[17:24:25.304]',0.000,0.502,0.711"
"'[17:24:25.312]',0.000,0.502,0.961"
"'[17:24:25.320]',0.000,0.502,1.336"
"'[17:24:25.328]',0.000,0.502,1.406"
"'[17:24:25.336]',0.000,0.502,1.000"
"'[17:24:25.344]',0.000,0.502,0.844"
"'[17:24:25.352]',0.000,0.502,1.039"
"'[17:24:25.360]',0.000,0.502,1.266"
"'[17:24:25.368]',0.000,0.502,1.289"
"'[17:24:25.376]',0.000,0.502,0.953"
"'[17:24:25.384]',0.000,0.502,0.812"
"'[17:24:25.392]',0.000,0.502,0.797"
"'[17:24:25.400]',0.000,0.502,0.750"
"'[17:24:25.408]',0.000,0.502,0.742"
"'[17:24:25.416]',0.000,0.502,0.867"
"'[17:24:25.424]',0.000,0.502,0.891"
"'[17:24:25.432]',0.000,0.502,0.898"
"'[17:24:25.440]',0.000,0.502,0.922"
"'[17:24:25.448]',0.000,0.502,0.906"
"'[17:24:25.456]',0.000,0.502,0.898"
"'[17:24:25.464]',0.000,0.502,0.930"
"'[17:24:25.472]',0.000,0.502,1.047"
"'[17:24:25.480]',0.000,0.502,1.094"
"'[17:24:25.488]',0.000,0.502,0.891"
"'[17:24:25.496]',0.000,0.502,0.617"
"'[17:24:25.504]',0.000,0.502,0.547"
"'[17:24:25.512]',0.000,0.502,0.688"
"'[17:24:25.520]',0.000,0.502,0.859"
"'[17:24:25.528]',0.000,0.502,0.898"
"'[17:24:25.536]',0.000,0.502,0.820"
"'[17:24:25.544]',0.000,0.502,0.750"
"'[17:24:25.552]',0.000,0.502,0.742"
"'[17:24:25.560]',0.000,0.502,0.844"
"'[17:24:25.568]',0.000,0.502,0.992"
"'[17:24:25.576]',0.000,0.502,1.008"
"'[17:24:25.584]',0.000,0.502,0.766"
"'[17:24:25.592]',0.000,0.502,0.688"
"'[17:24:25.600]',0.000,0.502,0.781"
"'[17:24:25.608]',0.000,0.502,0.945"
"'[17:24:25.616]',0.000,0.502,1.102"
"'[17:24:25.624]',0.000,0.502,1.250"
"'[17:24:25.632]',0.000,0.502,1.336"
"'[17:24:25.640]',0.000,0.502,1.180"
"'[17:24:25.648]',0.000,0.502,0.977"
"'[17:24:25.656]',0.000,0.502,0.945"
"'[17:24:25.664]',0.000,0.502,0.898"
"'[17:24:25.672]',0.000,0.502,0.805"
"'[17:24:25.680]',0.000,0.502,0.781"
"'[17:24:25.688]',0.000,0.502,0.750"
"'[17:24:25.696]',0.000,0.502,0.719"
"'[17:24:25.704]',0.000,0.502,0.875"
"'[17:24:25.712]',0.000,0.502,1.133"
"'[17:24:25.720]',0.000,0.502,1.180"
"'[17:24:25.728]',0.000,0.502,0.859"
"'[17:24:25.736]',0.000,0.502,0.781"
"'[17:24:25.744]',0.000,0.502,0.844"
"'[17:24:25.752]',0.000,0.502,0.828"
"'[17:24:25.760]',0.000,0.502,0.820"
"'[17:24:25.768]',0.000,0.502,0.906"
"'[17:24:25.776]',0.000,0.502,1.016"
"'[17:24:25.784]',0.000,0.502,1.070"
"'[17:24:25.792]',0.000,0.502,0.891"
"'[17:24:25.800]',0.000,0.502,0.633"
"'[17:24:25.808]',0.000,0.502,0.570"
"'[17:24:25.816]',0.000,0.502,0.703"
"'[17:24:25.824]',0.000,0.502,0.883"
"'[17:24:25.832]',0.000,0.502,0.914"
"'[17:24:25.840]',0.000,0.502,0.797"
"'[17:24:25.848]',0.000,0.502,0.844"
"'[17:24:25.856]',0.000,0.502,0.883"
"'[17:24:25.864]',0.000,0.502,0.750"
"'[17:24:25.872]',0.000,0.502,0.734"
"'[17:24:25.880]',0.000,0.502,0.906"
"'[17:24:25.888]',0.000,0.502,0.742"
"'[17:24:25.896]',0.000,0.502,0.477"
"'[17:24:25.904]',0.000,0.502,0.453"
"'[17:24:25.912]',0.000,0.502,0.789"
"'[17:24:25.920]',0.000,0.502,0.883"
"'[17:24:25.928]',0.000,0.502,0.852"
"'[17:24:25.936]',0.000,0.502,0.875"
"'[17:24:25.944]',0.000,0.502,0.891"
"'[17:24:25.952]',0.000,0.502,0.766"
"'[17:24:25.960]',0.000,0.502,0.594"
"'[17:24:25.968]',0.000,0.502,0.688"
"'[17:24:25.976]',0.000,0.502,0.891"
"'[17:24:25.984]',0.000,0.502,0.922"
"'[17:24:25.992]',0.000,0.502,0.797"
"'[17:24:26.000]',0.000,0.502,0.750"
"'[17:24:26.008]',0.000,0.502,0.703"
"'[17:24:26.016]',0.000,0.502,0.695"
"'[17:24:26.024]',0.000,0.502,0.938"
"'[17:24:26.032]',0.000,0.502,1.062"
"'[17:24:26.040]',0.000,0.502,0.953"
"'[17:24:26.048]',0.000,0.502,0.695"
"'[17:24:26.056]',0.000,0.502,0.602"
"'[17:24:26.064]',0.000,0.502,0.711"
"'[17:24:26.072]',0.000,0.502,0.727"
"'[17:24:26.080]',0.000,0.502,0.680"
"'[17:24:26.088]',0.000,0.502,0.797"
"'[17:24:26.096]',0.000,0.502,0.711"
"'[17:24:26.104]',0.000,0.502,0.477"
"'[17:24:26.112]',0.000,0.502,0.352"
"'[17:24:26.120]',0.000,0.502,0.469"
"'[17:24:26.128]',0.000,0.502,0.797"
"'[17:24:26.136]',0.000,0.502,0.992"
"'[17:24:26.144]',0.000,0.502,0.750"
"'[17:24:26.152]',0.000,0.502,0.492"
"'[17:24:26.160]',0.000,0.502,0.586"
"'[17:24:26.168]',0.000,0.502,0.695"
"'[17:24:26.176]',0.000,0.502,0.625"
"'[17:24:26.184]',0.000,0.502,0.602"
"'[17:24:26.192]',0.000,0.502,0.641"
"'[17:24:26.200]',0.000,0.502,0.617"
"'[17:24:26.208]',0.000,0.502,0.609"
"'[17:24:26.216]',0.000,0.502,0.766"
"'[17:24:26.224]',0.000,0.502,0.914"
"'[17:24:26.232]',0.000,0.502,0.922"
"'[17:24:26.240]',0.000,0.502,0.594"
"'[17:24:26.248]',0.000,0.502,0.477"
"'[17:24:26.256]',0.000,0.502,0.492"
"'[17:24:26.264]',0.000,0.502,0.500"
"'[17:24:26.272]',0.000,0.502,0.477"
"'[17:24:26.280]',0.000,0.502,0.367"
"'[17:24:26.288]',0.000,0.502,0.320"
"'[17:24:26.296]',0.000,0.502,0.469"
"'[17:24:26.304]',0.000,0.502,0.625"
"'[17:24:26.312]',0.000,0.502,0.664"
"'[17:24:26.320]',0.000,0.502,0.516"
"'[17:24:26.328]',0.000,0.502,0.320"
"'[17:24:26.336]',0.000,0.502,0.172"
"'[17:24:26.344]',0.000,0.502,0.148"
"'[17:24:26.352]',0.000,0.502,0.383"
"'[17:24:26.360]',0.000,0.502,0.500"
"'[17:24:26.368]',0.000,0.502,0.414"
"'[17:24:26.376]',0.000,0.502,0.312"
"'[17:24:26.384]',0.000,0.502,0.375"
"'[17:24:26.392]',0.000,0.502,0.422"
"'[17:24:26.400]',0.000,0.502,0.242"
"'[17:24:26.408]',0.000,0.502,0.336"
"'[17:24:26.416]',0.000,0.502,0.539"
"'[17:24:26.424]',0.000,0.502,0.312"
"'[17:24:26.432]',0.000,0.502,0.055"
"'[17:24:26.440]',0.000,0.502,0.219"
"'[17:24:26.448]',0.000,0.502,0.430"
"'[17:24:26.456]',0.000,0.502,0.500"
"'[17:24:26.464]',0.000,0.502,0.375"
"'[17:24:26.472]',0.000,0.502,0.070"
"'[17:24:26.480]',0.000,0.502,0.000"
"'[17:24:26.488]',0.000,0.502,0.359"
"'[17:24:26.496]',0.000,0.502,0.477"
"'[17:24:26.504]',0.000,0.502,0.188"
"'[17:24:26.512]',0.000,0.502,0.008"
"'[17:24:26.520]',0.000,0.502,0.242"
"'[17:24:26.528]',0.000,0.502,0.438"
"'[17:24:26.536]',0.000,0.502,0.328"
"'[17:24:26.544]',0.000,0.502,0.102"
"'[17:24:26.552]',0.000,0.502,0.047"
"'[17:24:26.560]',0.000,0.502,0.195"
"'[17:24:26.568]',0.000,0.502,0.062"
"'[17:24:26.576]',0.000,0.502,-0.133"
"'[17:24:26.584]',0.000,0.502,0.070"
"'[17:24:26.592]',0.000,0.502,0.234"
"'[17:24:26.600]',0.000,0.502,0.133"
"'[17:24:26.608]',0.000,0.502,0.016"
"'[17:24:26.616]',0.000,0.502,-0.039"
"'[17:24:26.624]',0.000,0.502,0.047"
"'[17:24:26.632]',0.000,0.502,0.156"
"'[17:24:26.640]',0.000,0.502,0.195"
"'[17:24:26.648]',0.000,0.502,0.211"
"'[17:24:26.656]',0.000,0.502,0.117"
"'[17:24:26.664]',0.000,0.502,0.078"
"'[17:24:26.672]',0.000,0.502,0.336"
"'[17:24:26.680]',0.000,0.502,0.391"
"'[17:24:26.688]',0.000,0.502,0.211"
"'[17:24:26.696]',0.000,0.502,0.195"
"'[17:24:26.704]',0.000,0.502,0.148"
"'[17:24:26.712]',0.000,0.502,0.102"
"'[17:24:26.720]',0.000,0.502,0.273"
"'[17:24:26.728]',0.000,0.502,0.484"
"'[17:24:26.736]',0.000,0.502,0.508"
"'[17:24:26.744]',0.000,0.502,0.250"
"'[17:24:26.752]',0.000,0.502,0.070"
"'[17:24:26.760]',0.000,0.502,0.062"
"'[17:24:26.768]',0.000,0.502,0.391"
"'[17:24:26.776]',0.000,0.502,0.453"
"'[17:24:26.784]',0.000,0.502,0.297"
"'[17:24:26.792]',0.000,0.502,0.414"
"'[17:24:26.800]',0.000,0.502,0.469"
"'[17:24:26.808]',0.000,0.502,0.266"
"'[17:24:26.816]',0.000,0.502,0.352"
"'[17:24:26.824]',0.000,0.502,0.586"
"'[17:24:26.832]',0.000,0.502,0.602"
"'[17:24:26.840]',0.000,0.502,0.211"
"'[17:24:26.848]',0.000,0.502,0.156"
"'[17:24:26.856]',0.000,0.502,0.297"
"'[17:24:26.864]',0.000,0.502,0.406"
"'[17:24:26.872]',0.000,0.502,0.523"
"'[17:24:26.880]',0.000,0.502,0.328"
"'[17:24:26.888]',0.000,0.502,-0.094"
"'[17:24:26.896]',0.000,0.502,-0.211"
"'[17:24:26.904]',0.000,0.502,0.406"
"'[17:24:26.912]',0.000,0.502,0.953"
"'[17:24:26.920]',0.000,0.502,0.633"
"'[17:24:26.928]',0.000,0.502,0.047"
"'[17:24:26.936]',0.000,0.502,-0.195"
"'[17:24:26.944]',0.000,0.502,-0.203"
"'[17:24:26.952]',0.000,0.502,0.375"
"'[17:24:26.960]',0.000,0.502,0.836"
"'[17:24:26.968]',0.000,0.502,0.938"
"'[17:24:26.976]',0.000,0.502,0.477"
"'[17:24:26.984]',0.000,0.502,0.070"
"'[17:24:26.992]',0.000,0.502,0.266"
"'[17:24:27.000]',0.000,0.502,0.383"
"'[17:24:27.008]',0.000,0.502,0.086"
"'[17:24:27.016]',0.000,0.502,-0.039"
"'[17:24:27.024]',0.000,0.502,-0.078"
"'[17:24:27.032]',0.000,0.502,-0.164"
"'[17:24:27.040]',0.000,0.502,-0.164"
"'[17:24:27.048]',0.000,0.502,-0.133"
"'[17:24:27.056]',0.000,0.502,-0.133"
"'[17:24:27.064]',0.000,0.502,0.000"
"'[17:24:27.072]',0.000,0.502,0.297"
"'[17:24:27.080]',0.000,0.502,0.430"
"'[17:24:27.088]',0.000,0.502,0.125"
"'[17:24:27.096]',0.000,0.502,-0.289"
"'[17:24:27.104]',0.000,0.502,-0.375"
"'[17:24:27.112]',0.000,0.502,-0.258"
"'[17:24:27.120]',0.000,0.502,-0.273"
"'[17:24:27.128]',0.000,0.502,-0.281"
"'[17:24:27.136]',0.000,0.502,-0.125"
"'[17:24:27.144]',0.000,0.502,-0.039"
"'[17:24:27.152]',0.000,0.502,0.000"
"'[17:24:27.160]',0.000,0.502,0.000"
"'[17:24:27.168]',0.000,0.502,-0.016"
"'[17:24:27.176]',0.000,0.502,-0.008"
"'[17:24:27.184]',0.000,0.502,-0.008"
"'[17:24:27.192]',0.000,0.502,-0.078"
"'[17:24:27.200]',0.000,0.502,-0.203"
"'[17:24:27.208]',0.000,0.502,-0.258"
"'[17:24:27.216]',0.000,0.502,-0.234"
"'[17:24:27.224]',0.000,0.502,-0.219"
"'[17:24:27.232]',0.000,0.502,-0.273"
"'[17:24:27.240]',0.000,0.502,-0.305"
"'[17:24:27.248]',0.000,0.502,-0.273"
"'[17:24:27.256]',0.000,0.502,-0.195"
"'[17:24:27.264]',0.000,0.502,-0.164"
"'[17:24:27.272]',0.000,0.502,-0.156"
"'[17:24:27.280]',0.000,0.502,-0.148"
"'[17:24:27.288]',0.000,0.502,-0.164"
"'[17:24:27.296]',0.000,0.502,-0.133"
"'[17:24:27.304]',0.000,0.502,-0.023"
"'[17:24:27.312]',0.000,0.502,0.000"
"'[17:24:27.320]',0.000,0.502,-0.164"
"'[17:24:27.328]',0.000,0.502,-0.273"
"'[17:24:27.336]',0.000,0.502,-0.281"
"'[17:24:27.344]',0.000,0.502,-0.227"
"'[17:24:27.352]',0.000,0.502,-0.195"
"'[17:24:27.360]',0.000,0.502,-0.219"
"'[17:24:27.368]',0.000,0.502,-0.258"
"'[17:24:27.376]',0.000,0.502,-0.273"
"'[17:24:27.384]',0.000,0.502,-0.203"
"'[17:24:27.392]',0.000,0.502,-0.062"
"'[17:24:27.400]',0.000,0.502,-0.008"
"'[17:24:27.408]',0.000,0.502,-0.039"
"'[17:24:27.416]',0.000,0.502,-0.078"
"'[17:24:27.424]',0.000,0.502,-0.125"
"'[17:24:27.432]',0.000,0.502,-0.148"
"'[17:24:27.440]',0.000,0.502,-0.148"
"'[17:24:27.448]',0.000,0.502,-0.148"
"'[17:24:27.456]',0.000,0.502,-0.117"
"'[17:24:27.464]',0.000,0.502,-0.109"
"'[17:24:27.472]',0.000,0.502,-0.148"
"'[17:24:27.480]',0.000,0.502,-0.211"
"'[17:24:27.488]',0.000,0.502,-0.242"
"'[17:24:27.496]',0.000,0.502,-0.234"
"'[17:24:27.504]',0.000,0.502,-0.219"
"'[17:24:27.512]',0.000,0.502,-0.203"
"'[17:24:27.520]',0.000,0.502,-0.195"
"'[17:24:27.528]',0.000,0.502,-0.195"
"'[17:24:27.536]',0.000,0.502,-0.203"
"'[17:24:27.544]',0.000,0.502,-0.188"
"'[17:24:27.552]',0.000,0.502,-0.188"
"'[17:24:27.560]',0.000,0.502,-0.195"
"'[17:24:27.568]',0.000,0.502,-0.219"
"'[17:24:27.576]',0.000,0.502,-0.203"
"'[17:24:27.584]',0.000,0.502,-0.141"
"'[17:24:27.592]',0.000,0.502,-0.102"
"'[17:24:27.600]',0.000,0.502,-0.180"
"'[17:24:27.608]',0.000,0.502,-0.305"
"'[17:24:27.616]',0.000,0.502,-0.375"
"'[17:24:27.624]',0.000,0.502,-0.328"
"'[17:24:27.632]',0.000,0.502,-0.281"
"'[17:24:27.640]',0.000,0.502,-0.297"
