'Time','II','PLETH','ABP','III','I'
'[13:32:33.112]',0.164,0.435,138.860,-,-
'[13:32:33.120]',0.164,0.431,138.860,-,-
'[13:32:33.128]',0.164,0.431,138.446,-,-
'[13:32:33.136]',0.164,0.427,136.788,-,-
'[13:32:33.144]',0.164,0.424,134.301,-,-
'[13:32:33.152]',0.164,0.420,132.642,-,-
'[13:32:33.160]',0.164,0.412,130.570,-,-
'[13:32:33.168]',0.164,0.408,128.912,-,-
'[13:32:33.176]',0.164,0.400,127.254,-,-
'[13:32:33.184]',0.164,0.392,125.181,-,-
'[13:32:33.192]',0.156,0.388,122.694,-,-
'[13:32:33.200]',0.156,0.380,119.378,-,-
'[13:32:33.208]',0.164,0.373,117.306,-,-
'[13:32:33.216]',0.195,0.369,113.990,-,-
'[13:32:33.224]',0.250,0.361,111.088,-,-
'[13:32:33.232]',0.297,0.353,107.772,-,-
'[13:32:33.240]',0.305,0.345,104.041,-,-
'[13:32:33.248]',0.273,0.337,100.725,-,-
'[13:32:33.256]',0.219,0.329,97.824,-,-
'[13:32:33.264]',0.180,0.322,94.508,-,-
'[13:32:33.272]',0.148,0.318,91.606,-,-
'[13:32:33.280]',0.148,0.322,89.119,-,-
'[13:32:33.288]',0.141,0.333,87.461,-,-
'[13:32:33.296]',0.141,0.353,84.974,-,-
'[13:32:33.304]',0.141,0.388,84.560,-,-
'[13:32:33.312]',0.109,0.435,82.902,-,-
'[13:32:33.320]',-0.062,0.494,82.073,-,-
'[13:32:33.328]',-0.297,0.549,81.244,-,-
'[13:32:33.336]',-0.320,0.600,80.415,-,-
'[13:32:33.344]',0.641,0.643,79.585,-,-
'[13:32:33.352]',1.508,0.675,79.585,-,-
'[13:32:33.360]',1.508,0.694,78.756,-,-
'[13:32:33.368]',1.102,0.698,78.756,-,-
'[13:32:33.376]',0.586,0.698,78.756,-,-
'[13:32:33.384]',0.258,0.690,78.756,-,-
'[13:32:33.392]',0.094,0.678,77.927,-,-
'[13:32:33.400]',0.031,0.667,77.927,-,-
'[13:32:33.408]',0.008,0.647,78.756,-,-
'[13:32:33.416]',0.000,0.627,78.756,-,-
'[13:32:33.424]',0.008,0.608,78.756,-,-
'[13:32:33.432]',0.016,0.588,79.585,-,-
'[13:32:33.440]',0.023,0.569,79.585,-,-
'[13:32:33.448]',0.047,0.549,80.415,-,-
'[13:32:33.456]',0.062,0.529,80.415,-,-
'[13:32:33.464]',0.078,0.506,80.415,-,-
'[13:32:33.472]',0.094,0.486,80.415,-,-
'[13:32:33.480]',0.117,0.471,79.585,-,-
'[13:32:33.488]',0.141,0.455,79.585,-,-
'[13:32:33.496]',0.164,0.443,78.756,-,-
'[13:32:33.504]',0.203,0.427,78.756,-,-
'[13:32:33.512]',0.234,0.408,78.756,-,-
'[13:32:33.520]',0.281,0.392,77.927,-,-
'[13:32:33.528]',0.328,0.376,77.927,-,-
'[13:32:33.536]',0.391,0.361,77.927,-,-
'[13:32:33.544]',0.438,0.349,77.927,-,-
'[13:32:33.552]',0.469,0.337,78.756,-,-
'[13:32:33.560]',0.492,0.333,78.756,-,-
'[13:32:33.568]',0.508,0.329,77.927,-,-
'[13:32:33.576]',0.492,0.333,76.684,-,-
'[13:32:33.584]',0.453,0.337,75.026,-,-
'[13:32:33.592]',0.398,0.345,73.368,-,-
'[13:32:33.600]',0.328,0.357,73.368,-,-
'[13:32:33.608]',0.273,0.369,75.026,-,-
'[13:32:33.616]',0.219,0.380,82.073,-,-
'[13:32:33.624]',0.188,0.392,96.166,-,-
'[13:32:33.632]',0.164,0.404,112.332,-,-
'[13:32:33.640]',0.164,0.412,125.596,-,-
'[13:32:33.648]',0.156,0.420,131.399,-,-
'[13:32:33.656]',0.156,0.424,131.399,-,-
'[13:32:33.664]',0.164,0.424,131.399,-,-
'[13:32:33.672]',0.164,0.424,131.399,-,-
'[13:32:33.680]',0.156,0.420,132.642,-,-
'[13:32:33.688]',0.164,0.420,133.472,-,-
'[13:32:33.696]',0.156,0.416,133.472,-,-
'[13:32:33.704]',0.148,0.408,131.399,-,-
'[13:32:33.712]',0.148,0.404,128.912,-,-
'[13:32:33.720]',0.148,0.396,126.425,-,-
'[13:32:33.728]',0.148,0.388,124.352,-,-
'[13:32:33.736]',0.148,0.380,122.694,-,-
'[13:32:33.744]',0.141,0.373,120.207,-,-
'[13:32:33.752]',0.141,0.365,118.135,-,-
'[13:32:33.760]',0.141,0.357,115.648,-,-
'[13:32:33.768]',0.148,0.349,112.332,-,-
'[13:32:33.776]',0.188,0.341,109.430,-,-
'[13:32:33.784]',0.242,0.333,106.114,-,-
'[13:32:33.792]',0.289,0.329,103.212,-,-
'[13:32:33.800]',0.305,0.322,99.896,-,-
'[13:32:33.808]',0.273,0.318,96.995,-,-
'[13:32:33.816]',0.219,0.310,93.679,-,-
'[13:32:33.824]',0.172,0.298,90.777,-,-
'[13:32:33.832]',0.133,0.290,87.461,-,-
'[13:32:33.840]',0.125,0.282,84.974,-,-
'[13:32:33.848]',0.125,0.282,82.902,-,-
'[13:32:33.856]',0.133,0.290,81.244,-,-
'[13:32:33.864]',0.125,0.310,79.585,-,-
'[13:32:33.872]',0.109,0.349,77.927,-,-
'[13:32:33.880]',-0.016,0.396,76.684,-,-
'[13:32:33.888]',-0.234,0.447,75.026,-,-
'[13:32:33.896]',-0.281,0.498,74.197,-,-
'[13:32:33.904]',0.531,0.549,73.368,-,-
'[13:32:33.912]',1.508,0.600,73.368,-,-
'[13:32:33.920]',1.508,0.639,72.539,-,-
'[13:32:33.928]',0.953,0.667,72.539,-,-
'[13:32:33.936]',0.414,0.678,72.539,-,-
'[13:32:33.944]',0.188,0.682,71.710,-,-
'[13:32:33.952]',0.078,0.678,71.710,-,-
'[13:32:33.960]',0.023,0.667,71.710,-,-
'[13:32:33.968]',0.008,0.651,71.710,-,-
'[13:32:33.976]',0.008,0.635,71.710,-,-
'[13:32:33.984]',0.016,0.616,72.539,-,-
'[13:32:33.992]',0.031,0.596,72.539,-,-
'[13:32:34.000]',0.047,0.576,72.539,-,-
'[13:32:34.008]',0.062,0.553,73.368,-,-
'[13:32:34.016]',0.078,0.529,73.368,-,-
'[13:32:34.024]',0.094,0.506,73.368,-,-
'[13:32:34.032]',0.109,0.482,73.368,-,-
'[13:32:34.040]',0.133,0.459,73.368,-,-
'[13:32:34.048]',0.164,0.439,73.368,-,-
'[13:32:34.056]',0.195,0.416,73.368,-,-
'[13:32:34.064]',0.234,0.396,73.368,-,-
'[13:32:34.072]',0.273,0.373,72.539,-,-
'[13:32:34.080]',0.328,0.357,72.539,-,-
'[13:32:34.088]',0.391,0.341,72.539,-,-
'[13:32:34.096]',0.445,0.322,73.368,-,-
'[13:32:34.104]',0.492,0.306,73.368,-,-
'[13:32:34.112]',0.531,0.290,74.197,-,-
'[13:32:34.120]',0.547,0.275,74.197,-,-
'[13:32:34.128]',0.547,0.267,74.197,-,-
'[13:32:34.136]',0.516,0.259,72.539,-,-
'[13:32:34.144]',0.469,0.259,71.295,-,-
'[13:32:34.152]',0.398,0.263,68.808,-,-
'[13:32:34.160]',0.312,0.271,67.150,-,-
'[13:32:34.168]',0.258,0.282,66.321,-,-
'[13:32:34.176]',0.203,0.298,67.150,-,-
'[13:32:34.184]',0.180,0.314,71.710,-,-
'[13:32:34.192]',0.164,0.325,81.244,-,-
'[13:32:34.200]',0.148,0.341,95.337,-,-
'[13:32:34.208]',0.141,0.353,108.601,-,-
'[13:32:34.216]',0.141,0.365,116.477,-,-
'[13:32:34.224]',0.133,0.376,117.306,-,-
'[13:32:34.232]',0.133,0.380,116.477,-,-
'[13:32:34.240]',0.141,0.384,115.648,-,-
'[13:32:34.248]',0.141,0.388,117.306,-,-
'[13:32:34.256]',0.141,0.388,118.135,-,-
'[13:32:34.264]',0.148,0.384,118.549,-,-
'[13:32:34.272]',0.148,0.384,118.135,-,-
'[13:32:34.280]',0.148,0.380,116.477,-,-
'[13:32:34.288]',0.148,0.376,113.990,-,-
'[13:32:34.296]',0.148,0.373,112.332,-,-
'[13:32:34.304]',0.141,0.365,110.259,-,-
'[13:32:34.312]',0.141,0.361,108.601,-,-
'[13:32:34.320]',0.141,0.353,106.114,-,-
'[13:32:34.328]',0.172,0.345,103.212,-,-
'[13:32:34.336]',0.234,0.341,100.725,-,-
'[13:32:34.344]',0.281,0.333,98.238,-,-
'[13:32:34.352]',0.289,0.329,95.337,-,-
'[13:32:34.360]',0.273,0.322,92.850,-,-
'[13:32:34.368]',0.227,0.318,89.948,-,-
'[13:32:34.376]',0.172,0.314,87.461,-,-
'[13:32:34.384]',0.133,0.314,84.974,-,-
'[13:32:34.392]',0.125,0.310,82.902,-,-
'[13:32:34.400]',0.125,0.306,81.244,-,-
'[13:32:34.408]',0.133,0.298,80.415,-,-
'[13:32:34.416]',0.125,0.290,78.756,-,-
'[13:32:34.424]',0.109,0.282,77.927,-,-
'[13:32:34.432]',-0.016,0.286,76.684,-,-
'[13:32:34.440]',-0.227,0.298,75.855,-,-
'[13:32:34.448]',-0.281,0.322,75.026,-,-
'[13:32:34.456]',0.484,0.365,74.197,-,-
'[13:32:34.464]',1.508,0.416,73.368,-,-
'[13:32:34.472]',1.508,0.475,72.539,-,-
'[13:32:34.480]',1.070,0.525,72.539,-,-
'[13:32:34.488]',0.492,0.576,71.710,-,-
'[13:32:34.496]',0.227,0.620,71.710,-,-
'[13:32:34.504]',0.086,0.643,71.295,-,-
'[13:32:34.512]',0.023,0.663,71.295,-,-
'[13:32:34.520]',0.008,0.671,71.295,-,-
'[13:32:34.528]',0.000,0.667,70.466,-,-
'[13:32:34.536]',0.008,0.659,70.466,-,-
'[13:32:34.544]',0.016,0.647,70.466,-,-
'[13:32:34.552]',0.023,0.627,70.466,-,-
'[13:32:34.560]',0.039,0.608,71.295,-,-
'[13:32:34.568]',0.062,0.588,71.295,-,-
'[13:32:34.576]',0.078,0.565,71.295,-,-
'[13:32:34.584]',0.102,0.541,71.295,-,-
'[13:32:34.592]',0.117,0.522,71.295,-,-
'[13:32:34.600]',0.148,0.502,71.295,-,-
'[13:32:34.608]',0.180,0.478,71.295,-,-
'[13:32:34.616]',0.203,0.455,71.295,-,-
'[13:32:34.624]',0.242,0.431,71.295,-,-
'[13:32:34.632]',0.297,0.404,71.295,-,-
'[13:32:34.640]',0.352,0.380,71.295,-,-
'[13:32:34.648]',0.414,0.361,71.710,-,-
'[13:32:34.656]',0.453,0.337,72.539,-,-
'[13:32:34.664]',0.484,0.318,73.368,-,-
'[13:32:34.672]',0.508,0.298,74.197,-,-
'[13:32:34.680]',0.492,0.282,74.197,-,-
'[13:32:34.688]',0.484,0.271,73.368,-,-
'[13:32:34.696]',0.438,0.263,71.710,-,-
'[13:32:34.704]',0.375,0.255,70.466,-,-
'[13:32:34.712]',0.312,0.251,68.808,-,-
'[13:32:34.720]',0.258,0.251,68.808,-,-
'[13:32:34.728]',0.211,0.255,71.295,-,-
'[13:32:34.736]',0.180,0.263,77.927,-,-
'[13:32:34.744]',0.164,0.275,91.606,-,-
'[13:32:34.752]',0.148,0.286,107.772,-,-
'[13:32:34.760]',0.148,0.302,120.207,-,-
'[13:32:34.768]',0.148,0.314,125.181,-,-
'[13:32:34.776]',0.148,0.329,125.596,-,-
'[13:32:34.784]',0.156,0.341,125.181,-,-
'[13:32:34.792]',0.164,0.349,125.181,-,-
'[13:32:34.800]',0.164,0.357,126.425,-,-
'[13:32:34.808]',0.164,0.365,127.254,-,-
'[13:32:34.816]',0.172,0.369,127.254,-,-
'[13:32:34.824]',0.172,0.373,125.596,-,-
'[13:32:34.832]',0.172,0.376,124.352,-,-
'[13:32:34.840]',0.172,0.376,121.865,-,-
'[13:32:34.848]',0.172,0.373,120.207,-,-
'[13:32:34.856]',0.164,0.373,118.549,-,-
'[13:32:34.864]',0.164,0.369,116.477,-,-
'[13:32:34.872]',0.164,0.365,114.819,-,-
'[13:32:34.880]',0.180,0.361,112.332,-,-
'[13:32:34.888]',0.234,0.361,110.259,-,-
'[13:32:34.896]',0.281,0.357,107.772,-,-
'[13:32:34.904]',0.305,0.353,104.870,-,-
'[13:32:34.912]',0.281,0.349,102.383,-,-
'[13:32:34.920]',0.234,0.349,99.067,-,-
'[13:32:34.928]',0.188,0.345,96.166,-,-
'[13:32:34.936]',0.148,0.341,92.850,-,-
'[13:32:34.944]',0.133,0.337,90.777,-,-
'[13:32:34.952]',0.133,0.333,88.290,-,-
'[13:32:34.960]',0.133,0.329,85.803,-,-
'[13:32:34.968]',0.133,0.325,84.560,-,-
'[13:32:34.976]',0.109,0.333,82.902,-,-
'[13:32:34.984]',-0.016,0.345,81.244,-,-
'[13:32:34.992]',-0.234,0.365,80.415,-,-
'[13:32:35.000]',-0.289,0.400,79.585,-,-
'[13:32:35.008]',0.547,0.451,77.927,-,-
'[13:32:35.016]',1.508,0.506,77.513,-,-
'[13:32:35.024]',1.508,0.569,76.684,-,-
'[13:32:35.032]',1.312,0.624,76.684,-,-
'[13:32:35.040]',0.680,0.667,75.855,-,-
'[13:32:35.048]',0.289,0.702,75.855,-,-
'[13:32:35.056]',0.078,0.722,75.026,-,-
'[13:32:35.064]',0.000,0.729,75.026,-,-
'[13:32:35.072]',-0.031,0.729,75.026,-,-
'[13:32:35.080]',-0.031,0.722,74.197,-,-
'[13:32:35.088]',-0.031,0.710,74.197,-,-
'[13:32:35.096]',-0.023,0.694,74.197,-,-
'[13:32:35.104]',-0.016,0.675,75.026,-,-
'[13:32:35.112]',0.008,0.655,75.026,-,-
'[13:32:35.120]',0.023,0.631,75.026,-,-
'[13:32:35.128]',0.039,0.608,75.026,-,-
'[13:32:35.136]',0.055,0.580,75.026,-,-
'[13:32:35.144]',0.070,0.557,75.026,-,-
'[13:32:35.152]',0.094,0.529,75.026,-,-
'[13:32:35.160]',0.117,0.506,75.026,-,-
'[13:32:35.168]',0.148,0.482,75.026,-,-
'[13:32:35.176]',0.188,0.459,75.026,-,-
'[13:32:35.184]',0.234,0.439,75.026,-,-
'[13:32:35.192]',0.289,0.420,75.026,-,-
'[13:32:35.200]',0.344,0.400,75.855,-,-
'[13:32:35.208]',0.383,0.376,76.684,-,-
'[13:32:35.216]',0.422,0.357,76.684,-,-
'[13:32:35.224]',0.438,0.337,76.684,-,-
'[13:32:35.232]',0.445,0.318,76.684,-,-
'[13:32:35.240]',0.430,0.302,75.855,-,-
'[13:32:35.248]',0.398,0.294,74.197,-,-
'[13:32:35.256]',0.344,0.286,72.539,-,-
'[13:32:35.264]',0.297,0.282,71.710,-,-
'[13:32:35.272]',0.242,0.286,73.368,-,-
'[13:32:35.280]',0.203,0.294,80.415,-,-
'[13:32:35.288]',0.172,0.306,93.679,-,-
'[13:32:35.296]',0.148,0.322,111.088,-,-
'[13:32:35.304]',0.148,0.337,125.596,-,-
'[13:32:35.312]',0.148,0.353,132.228,-,-
'[13:32:35.320]',0.148,0.373,133.472,-,-
'[13:32:35.328]',0.156,0.384,133.472,-,-
'[13:32:35.336]',0.164,0.400,134.301,-,-
'[13:32:35.344]',0.164,0.408,135.959,-,-
'[13:32:35.352]',0.164,0.416,137.617,-,-
'[13:32:35.360]',0.164,0.420,137.617,-,-
'[13:32:35.368]',0.164,0.424,135.959,-,-
'[13:32:35.376]',0.164,0.424,134.301,-,-
'[13:32:35.384]',0.164,0.424,132.228,-,-
'[13:32:35.392]',0.156,0.420,130.570,-,-
'[13:32:35.400]',0.148,0.416,128.083,-,-
'[13:32:35.408]',0.148,0.412,126.425,-,-
'[13:32:35.416]',0.148,0.408,125.181,-,-
'[13:32:35.424]',0.148,0.400,122.694,-,-
'[13:32:35.432]',0.164,0.392,120.207,-,-
'[13:32:35.440]',0.211,0.384,118.135,-,-
'[13:32:35.448]',0.273,0.380,114.819,-,-
'[13:32:35.456]',0.289,0.373,112.332,-,-
'[13:32:35.464]',0.273,0.365,109.430,-,-
'[13:32:35.472]',0.234,0.357,105.285,-,-
'[13:32:35.480]',0.188,0.353,102.383,-,-
'[13:32:35.488]',0.141,0.345,99.067,-,-
'[13:32:35.496]',0.117,0.337,96.166,-,-
'[13:32:35.504]',0.117,0.329,92.850,-,-
'[13:32:35.512]',0.117,0.329,90.777,-,-
'[13:32:35.520]',0.117,0.337,88.290,-,-
'[13:32:35.528]',0.109,0.349,85.803,-,-
'[13:32:35.536]',0.016,0.376,84.560,-,-
'[13:32:35.544]',-0.211,0.424,82.902,-,-
'[13:32:35.552]',-0.328,0.478,82.073,-,-
'[13:32:35.560]',0.172,0.541,81.244,-,-
'[13:32:35.568]',1.258,0.604,80.415,-,-
'[13:32:35.576]',1.508,0.659,79.585,-,-
'[13:32:35.584]',1.430,0.698,78.756,-,-
'[13:32:35.592]',0.812,0.722,78.756,-,-
'[13:32:35.600]',0.375,0.737,78.756,-,-
'[13:32:35.608]',0.117,0.745,77.927,-,-
'[13:32:35.616]',0.016,0.741,77.927,-,-
'[13:32:35.624]',-0.016,0.729,77.927,-,-
'[13:32:35.632]',-0.031,0.710,77.927,-,-
'[13:32:35.640]',-0.023,0.690,77.927,-,-
'[13:32:35.648]',-0.016,0.667,77.927,-,-
'[13:32:35.656]',-0.008,0.639,77.927,-,-
'[13:32:35.664]',0.008,0.616,78.756,-,-
'[13:32:35.672]',0.023,0.588,78.756,-,-
'[13:32:35.680]',0.047,0.565,78.756,-,-
'[13:32:35.688]',0.062,0.545,78.756,-,-
'[13:32:35.696]',0.078,0.522,78.756,-,-
'[13:32:35.704]',0.102,0.498,78.756,-,-
'[13:32:35.712]',0.133,0.478,78.756,-,-
'[13:32:35.720]',0.164,0.455,77.927,-,-
'[13:32:35.728]',0.195,0.435,77.927,-,-
'[13:32:35.736]',0.242,0.416,77.927,-,-
'[13:32:35.744]',0.297,0.396,77.927,-,-
'[13:32:35.752]',0.359,0.380,78.756,-,-
'[13:32:35.760]',0.414,0.361,78.756,-,-
'[13:32:35.768]',0.445,0.345,79.585,-,-
'[13:32:35.776]',0.469,0.329,79.585,-,-
'[13:32:35.784]',0.477,0.318,78.756,-,-
'[13:32:35.792]',0.469,0.306,77.927,-,-
'[13:32:35.800]',0.438,0.302,76.684,-,-
'[13:32:35.808]',0.383,0.294,75.026,-,-
'[13:32:35.816]',0.328,0.294,74.197,-,-
'[13:32:35.824]',0.258,0.298,75.855,-,-
'[13:32:35.832]',0.219,0.306,82.073,-,-
'[13:32:35.840]',0.180,0.318,95.337,-,-
'[13:32:35.848]',0.156,0.329,112.332,-,-
'[13:32:35.856]',0.148,0.341,127.254,-,-
'[13:32:35.864]',0.148,0.353,135.130,-,-
'[13:32:35.872]',0.148,0.365,136.788,-,-
'[13:32:35.880]',0.156,0.373,136.788,-,-
'[13:32:35.888]',0.164,0.380,136.788,-,-
'[13:32:35.896]',0.164,0.384,138.446,-,-
'[13:32:35.904]',0.164,0.384,138.860,-,-
'[13:32:35.912]',0.164,0.384,138.860,-,-
'[13:32:35.920]',0.164,0.384,138.446,-,-
'[13:32:35.928]',0.164,0.380,135.959,-,-
'[13:32:35.936]',0.164,0.373,134.301,-,-
'[13:32:35.944]',0.164,0.369,132.228,-,-
'[13:32:35.952]',0.156,0.361,130.570,-,-
'[13:32:35.960]',0.148,0.349,128.083,-,-
'[13:32:35.968]',0.148,0.341,126.425,-,-
'[13:32:35.976]',0.148,0.333,124.352,-,-
'[13:32:35.984]',0.148,0.325,121.865,-,-
'[13:32:35.992]',0.148,0.314,119.378,-,-
'[13:32:36.000]',0.164,0.302,116.477,-,-
'[13:32:36.008]',0.203,0.294,113.161,-,-
'[13:32:36.016]',0.266,0.286,110.259,-,-
'[13:32:36.024]',0.289,0.275,106.114,-,-
'[13:32:36.032]',0.273,0.267,103.212,-,-
'[13:32:36.040]',0.234,0.255,99.896,-,-
'[13:32:36.048]',0.188,0.239,96.995,-,-
'[13:32:36.056]',0.148,0.227,93.679,-,-
'[13:32:36.064]',0.125,0.220,90.777,-,-
'[13:32:36.072]',0.125,0.224,88.290,-,-
'[13:32:36.080]',0.133,0.235,86.632,-,-
'[13:32:36.088]',0.133,0.259,84.974,-,-
'[13:32:36.096]',0.117,0.302,83.731,-,-
'[13:32:36.104]',0.039,0.361,82.073,-,-
'[13:32:36.112]',-0.188,0.427,81.244,-,-
'[13:32:36.120]',-0.336,0.494,80.415,-,-
'[13:32:36.128]',0.078,0.557,80.415,-,-
'[13:32:36.136]',1.141,0.612,79.585,-,-
'[13:32:36.144]',1.508,0.647,79.585,-,-
'[13:32:36.152]',1.445,0.671,79.585,-,-
'[13:32:36.160]',0.828,0.682,78.756,-,-
'[13:32:36.168]',0.391,0.682,78.756,-,-
'[13:32:36.176]',0.141,0.675,78.756,-,-
'[13:32:36.184]',0.039,0.663,78.756,-,-
'[13:32:36.192]',0.000,0.647,78.756,-,-
'[13:32:36.200]',-0.008,0.631,78.756,-,-
'[13:32:36.208]',-0.008,0.612,78.756,-,-
'[13:32:36.216]',0.008,0.592,79.585,-,-
'[13:32:36.224]',0.016,0.573,79.585,-,-
'[13:32:36.232]',0.031,0.549,80.415,-,-
'[13:32:36.240]',0.047,0.529,80.415,-,-
'[13:32:36.248]',0.062,0.510,80.415,-,-
'[13:32:36.256]',0.078,0.490,80.415,-,-
'[13:32:36.264]',0.094,0.475,80.415,-,-
'[13:32:36.272]',0.117,0.455,79.585,-,-
'[13:32:36.280]',0.148,0.439,79.585,-,-
'[13:32:36.288]',0.180,0.427,78.756,-,-
'[13:32:36.296]',0.211,0.412,78.756,-,-
'[13:32:36.304]',0.258,0.396,78.756,-,-
'[13:32:36.312]',0.305,0.384,78.756,-,-
'[13:32:36.320]',0.359,0.369,78.756,-,-
'[13:32:36.328]',0.414,0.361,78.756,-,-
'[13:32:36.336]',0.453,0.349,78.756,-,-
'[13:32:36.344]',0.484,0.345,78.756,-,-
'[13:32:36.352]',0.492,0.345,78.756,-,-
'[13:32:36.360]',0.492,0.349,77.927,-,-
'[13:32:36.368]',0.469,0.357,76.684,-,-
'[13:32:36.376]',0.414,0.373,75.026,-,-
'[13:32:36.384]',0.359,0.384,74.197,-,-
'[13:32:36.392]',0.297,0.396,74.197,-,-
'[13:32:36.400]',0.242,0.412,78.756,-,-
'[13:32:36.408]',0.203,0.427,90.777,-,-
'[13:32:36.416]',0.180,0.443,107.772,-,-
'[13:32:36.424]',0.164,0.455,124.352,-,-
'[13:32:36.432]',0.164,0.467,132.642,-,-
'[13:32:36.440]',0.164,0.475,135.130,-,-
'[13:32:36.448]',0.164,0.482,134.301,-,-
'[13:32:36.456]',0.172,0.482,135.130,-,-
'[13:32:36.464]',0.172,0.486,135.959,-,-
'[13:32:36.472]',0.172,0.482,137.617,-,-
'[13:32:36.480]',0.172,0.478,137.617,-,-
'[13:32:36.488]',0.172,0.475,136.788,-,-
'[13:32:36.496]',0.164,0.471,134.301,-,-
'[13:32:36.504]',0.164,0.463,132.228,-,-
'[13:32:36.512]',0.164,0.459,130.570,-,-
'[13:32:36.520]',0.172,0.451,128.912,-,-
'[13:32:36.528]',0.164,0.443,126.425,-,-
'[13:32:36.536]',0.164,0.431,125.181,-,-
'[13:32:36.544]',0.164,0.420,122.694,-,-
'[13:32:36.552]',0.164,0.412,120.207,-,-
'[13:32:36.560]',0.164,0.404,117.306,-,-
'[13:32:36.568]',0.156,0.396,113.990,-,-
'[13:32:36.576]',0.148,0.388,111.088,-,-
'[13:32:36.584]',0.148,0.384,107.772,-,-
'[13:32:36.592]',0.180,0.376,104.870,-,-
'[13:32:36.600]',0.234,0.369,101.554,-,-
'[13:32:36.608]',0.289,0.357,98.238,-,-
'[13:32:36.616]',0.297,0.349,95.337,-,-
'[13:32:36.624]',0.273,0.337,92.021,-,-
'[13:32:36.632]',0.227,0.329,89.948,-,-
'[13:32:36.640]',0.180,0.329,87.461,-,-
'[13:32:36.648]',0.148,0.341,84.974,-,-
'[13:32:36.656]',0.141,0.369,83.731,-,-
'[13:32:36.664]',0.141,0.412,82.073,-,-
'[13:32:36.672]',0.141,0.471,81.244,-,-
'[13:32:36.680]',0.141,0.522,80.415,-,-
'[13:32:36.688]',0.117,0.573,79.585,-,-
'[13:32:36.696]',-0.008,0.627,78.756,-,-
'[13:32:36.704]',-0.227,0.675,77.927,-,-
'[13:32:36.712]',-0.273,0.710,77.927,-,-
'[13:32:36.720]',0.586,0.733,77.513,-,-
'[13:32:36.728]',1.508,0.741,77.513,-,-
'[13:32:36.736]',1.508,0.741,77.513,-,-
'[13:32:36.744]',1.117,0.733,76.684,-,-
'[13:32:36.752]',0.547,0.722,76.684,-,-
'[13:32:36.760]',0.234,0.698,76.684,-,-
'[13:32:36.768]',0.078,0.675,76.684,-,-
'[13:32:36.776]',0.016,0.659,76.684,-,-
'[13:32:36.784]',-0.008,0.643,76.684,-,-
'[13:32:36.792]',-0.016,0.624,76.684,-,-
'[13:32:36.800]',-0.008,0.600,76.684,-,-
'[13:32:36.808]',0.000,0.576,76.684,-,-
'[13:32:36.816]',0.023,0.557,76.684,-,-
'[13:32:36.824]',0.039,0.533,76.684,-,-
'[13:32:36.832]',0.055,0.510,76.684,-,-
'[13:32:36.840]',0.078,0.490,76.684,-,-
'[13:32:36.848]',0.094,0.471,75.855,-,-
'[13:32:36.856]',0.109,0.447,75.026,-,-
'[13:32:36.864]',0.133,0.427,75.026,-,-
'[13:32:36.872]',0.164,0.408,74.197,-,-
'[13:32:36.880]',0.195,0.392,73.368,-,-
'[13:32:36.888]',0.242,0.376,73.368,-,-
'[13:32:36.896]',0.289,0.361,72.539,-,-
'[13:32:36.904]',0.344,0.345,72.539,-,-
'[13:32:36.912]',0.398,0.337,72.539,-,-
'[13:32:36.920]',0.453,0.329,72.539,-,-
'[13:32:36.928]',0.484,0.325,72.539,-,-
'[13:32:36.936]',0.516,0.329,72.539,-,-
'[13:32:36.944]',0.516,0.337,72.539,-,-
'[13:32:36.952]',0.492,0.349,71.710,-,-
'[13:32:36.960]',0.453,0.361,70.466,-,-
'[13:32:36.968]',0.398,0.376,67.979,-,-
'[13:32:36.976]',0.336,0.388,67.150,-,-
'[13:32:36.984]',0.281,0.400,67.150,-,-
'[13:32:36.992]',0.234,0.412,71.295,-,-
'[13:32:37.000]',0.203,0.424,81.244,-,-
'[13:32:37.008]',0.188,0.427,97.824,-,-
'[13:32:37.016]',0.172,0.431,113.161,-,-
'[13:32:37.024]',0.164,0.435,121.865,-,-
'[13:32:37.032]',0.164,0.435,124.352,-,-
'[13:32:37.040]',0.172,0.431,123.523,-,-
'[13:32:37.048]',0.164,0.427,123.523,-,-
'[13:32:37.056]',0.164,0.420,125.181,-,-
'[13:32:37.064]',0.164,0.412,126.425,-,-
'[13:32:37.072]',0.164,0.404,127.254,-,-
'[13:32:37.080]',0.164,0.396,126.425,-,-
'[13:32:37.088]',0.164,0.392,124.352,-,-
'[13:32:37.096]',0.164,0.380,122.694,-,-
'[13:32:37.104]',0.164,0.373,120.207,-,-
'[13:32:37.112]',0.164,0.361,118.549,-,-
'[13:32:37.120]',0.148,0.353,116.477,-,-
'[13:32:37.128]',0.148,0.341,113.990,-,-
'[13:32:37.136]',0.148,0.333,111.917,-,-
'[13:32:37.144]',0.148,0.322,109.430,-,-
'[13:32:37.152]',0.164,0.310,106.114,-,-
'[13:32:37.160]',0.203,0.302,103.212,-,-
'[13:32:37.168]',0.258,0.294,99.896,-,-
'[13:32:37.176]',0.305,0.290,97.824,-,-
'[13:32:37.184]',0.305,0.282,94.508,-,-
'[13:32:37.192]',0.273,0.278,91.606,-,-
'[13:32:37.200]',0.227,0.275,88.290,-,-
'[13:32:37.208]',0.180,0.267,85.803,-,-
'[13:32:37.216]',0.148,0.259,83.731,-,-
'[13:32:37.224]',0.141,0.251,81.244,-,-
'[13:32:37.232]',0.141,0.247,79.585,-,-
