'Time','II','AVR','V','RESP','PLETH','ABP','CVP'
'[13:04:24.320]',0.925,0.430,0.730,1.000,1.153,79.127,8.557
'[13:04:24.328]',0.920,0.440,0.735,1.000,1.150,76.929,8.186
'[13:04:24.336]',0.920,0.435,0.725,1.000,1.144,74.731,7.747
'[13:04:24.344]',0.910,0.440,0.735,1.000,1.132,72.631,7.307
'[13:04:24.352]',0.920,0.435,0.725,1.000,1.117,70.433,6.936
'[13:04:24.360]',0.915,0.440,0.720,1.000,1.102,68.284,6.750
'[13:04:24.368]',0.920,0.435,0.750,1.000,1.086,66.233,6.867
'[13:04:24.376]',0.915,0.385,0.800,1.000,1.074,64.377,7.248
'[13:04:24.384]',1.205,0.225,0.900,1.000,1.073,62.716,7.747
'[13:04:24.392]',1.500,0.000,0.955,1.000,1.089,61.446,8.245
'[13:04:24.400]',1.460,0.145,0.865,1.000,1.129,60.371,8.557
'[13:04:24.408]',1.125,0.370,0.650,1.000,1.199,59.590,8.626
'[13:04:24.416]',0.950,0.420,0.585,1.000,1.304,59.004,8.557
'[13:04:24.424]',0.885,0.440,0.645,1.000,1.418,58.564,8.430
'[13:04:24.432]',0.870,0.455,0.690,1.000,1.548,58.320,8.372
'[13:04:24.440]',0.875,0.460,0.705,1.000,1.717,58.173,8.245
'[13:04:24.448]',0.875,0.465,0.720,1.000,1.910,58.222,8.245
'[13:04:24.456]',0.875,0.455,0.715,1.000,2.112,58.466,8.118
'[13:04:24.464]',0.880,0.460,0.720,1.000,2.312,58.759,7.805
'[13:04:24.472]',0.880,0.450,0.715,1.000,2.500,59.150,7.121
'[13:04:24.480]',0.880,0.455,0.720,1.000,2.668,59.541,6.242
'[13:04:24.488]',0.885,0.450,0.720,1.000,2.806,59.981,5.500
'[13:04:24.496]',0.890,0.455,0.725,1.000,2.915,60.322,5.060
'[13:04:24.504]',0.900,0.440,0.720,1.000,2.991,60.469,5.060
'[13:04:24.512]',0.900,0.440,0.730,1.000,3.036,60.616,5.304
'[13:04:24.520]',0.915,0.430,0.720,1.000,3.051,60.616,5.744
'[13:04:24.528]',0.915,0.430,0.730,1.000,3.042,60.469,6.242
'[13:04:24.536]',0.925,0.420,0.725,1.000,3.018,60.176,6.623
'[13:04:24.544]',0.925,0.420,0.735,1.000,2.978,59.785,6.682
'[13:04:24.552]',0.940,0.405,0.725,1.000,2.925,59.297,6.242
'[13:04:24.560]',0.940,0.405,0.735,1.000,2.857,58.808,5.500
'[13:04:24.568]',0.950,0.390,0.735,1.000,2.782,58.320,4.621
'[13:04:24.576]',0.960,0.390,0.740,1.000,2.701,57.734,3.810
'[13:04:24.584]',0.975,0.370,0.745,1.000,2.613,57.245,3.185
'[13:04:24.592]',0.980,0.365,0.740,1.000,2.520,56.659,2.618
'[13:04:24.600]',0.995,0.355,0.745,1.000,2.425,56.171,2.188
'[13:04:24.608]',1.000,0.355,0.740,1.000,2.326,55.682,1.934
'[13:04:24.616]',1.000,0.360,0.750,1.000,2.225,55.292,1.934
'[13:04:24.624]',1.005,0.350,0.755,1.000,2.134,55.438,2.188
'[13:04:24.632]',1.000,0.370,0.765,1.000,2.047,56.561,2.501
'[13:04:24.640]',0.980,0.380,0.760,1.000,1.953,59.101,2.813
'[13:04:24.648]',0.975,0.390,0.770,1.000,1.857,63.302,3.058
'[13:04:24.656]',0.965,0.395,0.765,1.000,1.762,68.968,3.243
'[13:04:24.664]',0.965,0.410,0.770,1.000,1.672,75.464,3.370
'[13:04:24.672]',0.970,0.405,0.760,1.000,1.587,82.302,3.497
'[13:04:24.680]',0.960,0.415,0.765,1.000,1.511,88.799,3.624
'[13:04:24.688]',0.960,0.410,0.750,1.000,1.442,94.513,3.810
'[13:04:24.696]',0.960,0.410,0.760,1.000,1.381,99.154,4.122
'[13:04:24.704]',0.970,0.400,0.750,1.000,1.329,102.621,4.435
'[13:04:24.712]',0.965,0.410,0.760,1.000,1.286,104.917,4.689
'[13:04:24.720]',0.960,0.400,0.750,1.000,1.255,106.187,4.933
'[13:04:24.728]',0.960,0.410,0.765,1.000,1.233,106.382,5.060
'[13:04:24.736]',0.975,0.395,0.770,1.000,1.212,105.552,5.119
'[13:04:24.744]',0.975,0.405,0.775,1.000,1.196,103.989,5.187
'[13:04:24.752]',0.980,0.395,0.770,1.000,1.183,101.742,5.246
'[13:04:24.760]',0.995,0.395,0.780,0.992,1.172,99.105,5.246
'[13:04:24.768]',1.015,0.380,0.785,0.984,1.164,96.321,5.187
'[13:04:24.776]',1.035,0.370,0.775,0.972,1.160,93.341,5.119
'[13:04:24.784]',1.040,0.365,0.785,0.960,1.156,90.410,5.246
'[13:04:24.792]',1.020,0.370,0.770,0.947,1.152,87.529,5.558
'[13:04:24.800]',0.995,0.380,0.760,0.934,1.148,84.745,6.057
'[13:04:24.808]',0.970,0.405,0.745,0.921,1.141,82.058,6.369
'[13:04:24.816]',0.950,0.415,0.735,0.908,1.133,79.469,6.496
'[13:04:24.824]',0.935,0.420,0.725,0.896,1.128,77.027,6.438
'[13:04:24.832]',0.935,0.430,0.730,0.884,1.123,74.683,6.311
'[13:04:24.840]',0.930,0.420,0.720,0.873,1.113,72.436,6.057
'[13:04:24.848]',0.930,0.430,0.725,0.862,1.100,70.238,5.812
'[13:04:24.856]',0.935,0.420,0.720,0.851,1.084,68.040,5.617
'[13:04:24.864]',0.930,0.435,0.735,0.840,1.068,65.940,5.685
'[13:04:24.872]',0.920,0.420,0.745,0.828,1.055,63.986,5.930
'[13:04:24.880]',0.995,0.340,0.800,0.817,1.046,62.227,6.184
'[13:04:24.888]',1.310,0.140,0.910,0.806,1.048,60.860,6.555
'[13:04:24.896]',1.500,0.000,0.955,0.794,1.068,59.687,7.063
'[13:04:24.904]',1.305,0.255,0.845,0.783,1.113,58.808,7.493
'[13:04:24.912]',1.040,0.420,0.645,0.771,1.190,58.027,7.805
'[13:04:24.920]',0.930,0.430,0.600,0.761,1.281,57.538,7.874
'[13:04:24.928]',0.890,0.445,0.660,0.750,1.393,57.294,7.688
'[13:04:24.936]',0.895,0.440,0.685,0.740,1.545,57.245,7.434
'[13:04:24.944]',0.900,0.450,0.705,0.730,1.727,57.294,7.180
'[13:04:24.952]',0.905,0.435,0.710,0.720,1.927,57.538,6.994
'[13:04:24.960]',0.905,0.445,0.705,0.709,2.132,57.929,6.936
'[13:04:24.968]',0.905,0.435,0.720,0.699,2.332,58.320,6.682
'[13:04:24.976]',0.905,0.440,0.710,0.689,2.516,58.759,6.242
'[13:04:24.984]',0.915,0.430,0.720,0.680,2.675,59.150,5.617
'[13:04:24.992]',0.915,0.435,0.715,0.670,2.806,59.492,4.748
'[13:04:25.000]',0.920,0.425,0.725,0.662,2.904,59.785,3.937
'[13:04:25.008]',0.925,0.430,0.720,0.653,2.969,59.981,3.370
'[13:04:25.016]',0.930,0.425,0.725,0.645,3.003,60.029,3.370
'[13:04:25.024]',0.935,0.420,0.725,0.637,3.009,59.981,3.937
'[13:04:25.032]',0.940,0.410,0.730,0.628,2.993,59.736,4.933
'[13:04:25.040]',0.950,0.400,0.725,0.620,2.962,59.443,5.998
'[13:04:25.048]',0.950,0.405,0.735,0.612,2.916,59.053,6.623
'[13:04:25.056]',0.960,0.390,0.725,0.603,2.856,58.564,6.555
'[13:04:25.064]',0.970,0.380,0.735,0.595,2.786,58.027,5.812
'[13:04:25.072]',0.975,0.370,0.725,0.587,2.706,57.538,4.748
'[13:04:25.080]',0.995,0.365,0.735,0.580,2.618,57.001,3.439
'[13:04:25.088]',1.005,0.350,0.725,0.573,2.524,56.464,1.993
'[13:04:25.096]',1.015,0.355,0.735,0.567,2.426,55.975,0.811
'[13:04:25.104]',1.025,0.335,0.725,0.561,2.325,55.487,0.059
'[13:04:25.112]',1.025,0.345,0.745,0.554,2.220,54.998,-0.127
'[13:04:25.120]',1.030,0.340,0.745,0.548,2.127,54.657,0.244
'[13:04:25.128]',1.020,0.350,0.750,0.541,2.039,54.901,0.938
'[13:04:25.136]',1.015,0.350,0.760,0.534,1.943,56.171,1.807
'[13:04:25.144]',1.000,0.370,0.765,0.528,1.846,58.759,2.559
'[13:04:25.152]',0.990,0.380,0.770,0.523,1.750,62.814,3.126
'[13:04:25.160]',0.980,0.390,0.770,0.517,1.659,68.186,3.185
'[13:04:25.168]',0.980,0.390,0.765,0.512,1.572,74.438,3.058
'[13:04:25.176]',0.975,0.405,0.770,0.506,1.490,80.886,2.931
'[13:04:25.184]',0.975,0.400,0.765,0.500,1.414,86.943,2.872
'[13:04:25.192]',0.970,0.395,0.770,0.494,1.348,92.218,2.931
'[13:04:25.200]',0.970,0.405,0.765,0.488,1.289,96.467,3.126
'[13:04:25.208]',0.960,0.395,0.765,0.480,1.239,99.593,3.497
'[13:04:25.216]',0.960,0.410,0.770,0.473,1.200,101.742,3.995
'[13:04:25.224]',0.965,0.400,0.765,0.465,1.173,102.817,4.494
'[13:04:25.232]',0.960,0.415,0.770,0.457,1.153,102.915,4.933
'[13:04:25.240]',0.970,0.400,0.770,0.450,1.136,102.035,5.119
'[13:04:25.248]',0.970,0.410,0.775,0.443,1.121,100.472,5.002
'[13:04:25.256]',0.970,0.400,0.770,0.436,1.109,98.225,4.562
'[13:04:25.264]',0.995,0.390,0.790,0.429,1.102,95.637,4.181
'[13:04:25.272]',1.015,0.385,0.785,0.421,1.098,92.804,4.064
'[13:04:25.280]',1.025,0.380,0.790,0.413,1.096,89.873,4.376
'[13:04:25.288]',1.035,0.365,0.775,0.405,1.095,86.943,5.119
'[13:04:25.296]',1.020,0.375,0.780,0.397,1.093,84.110,6.057
'[13:04:25.304]',0.995,0.385,0.760,0.390,1.089,81.374,6.809
'[13:04:25.312]',0.965,0.405,0.755,0.382,1.082,78.688,7.180
'[13:04:25.320]',0.950,0.415,0.735,0.375,1.078,76.050,7.121
'[13:04:25.328]',0.930,0.435,0.740,0.368,1.075,73.608,6.750
'[13:04:25.336]',0.930,0.425,0.730,0.361,1.069,71.215,6.184
'[13:04:25.344]',0.925,0.435,0.735,0.354,1.061,68.919,5.617
'[13:04:25.352]',0.925,0.430,0.725,0.347,1.050,66.623,5.246
'[13:04:25.360]',0.925,0.435,0.735,0.340,1.035,64.425,5.187
'[13:04:25.368]',0.925,0.430,0.740,0.333,1.020,62.423,5.431
'[13:04:25.376]',0.905,0.435,0.760,0.326,1.006,60.616,5.812
'[13:04:25.384]',0.990,0.340,0.800,0.320,0.997,59.150,6.242
'[13:04:25.392]',1.330,0.120,0.920,0.314,0.999,57.978,6.750
'[13:04:25.400]',1.500,0.000,0.950,0.308,1.020,57.050,7.248
'[13:04:25.408]',1.270,0.285,0.860,0.302,1.065,56.415,7.493
'[13:04:25.416]',1.010,0.440,0.650,0.296,1.141,55.975,7.561
'[13:04:25.424]',0.915,0.440,0.600,0.290,1.228,55.731,7.434
'[13:04:25.432]',0.880,0.455,0.665,0.285,1.333,55.731,7.248
'[13:04:25.440]',0.880,0.460,0.690,0.279,1.478,55.780,7.121
'[13:04:25.448]',0.885,0.455,0.715,0.274,1.652,56.122,6.994
'[13:04:25.456]',0.890,0.450,0.710,0.269,1.844,56.464,6.867
'[13:04:25.464]',0.885,0.460,0.720,0.264,2.040,56.855,6.555
'[13:04:25.472]',0.895,0.445,0.715,0.259,2.231,57.294,6.184
'[13:04:25.480]',0.895,0.450,0.725,0.255,2.405,57.685,5.685
'[13:04:25.488]',0.905,0.440,0.720,0.251,2.555,58.027,5.060
'[13:04:25.496]',0.905,0.440,0.725,0.247,2.678,58.320,4.122
'[13:04:25.504]',0.915,0.430,0.720,0.243,2.770,58.564,3.185
'[13:04:25.512]',0.915,0.435,0.730,0.239,2.829,58.759,2.686
'[13:04:25.520]',0.925,0.415,0.720,0.235,2.856,58.759,2.931
'[13:04:25.528]',0.930,0.425,0.730,0.231,2.859,58.613,3.868
'[13:04:25.536]',0.935,0.410,0.720,0.228,2.845,58.320,5.246
'[13:04:25.544]',0.940,0.415,0.730,0.225,2.813,57.929,6.496
'[13:04:25.552]',0.955,0.390,0.725,0.222,2.765,57.490,7.180
'[13:04:25.560]',0.960,0.390,0.725,0.219,2.704,57.001,6.994
'[13:04:25.568]',0.975,0.375,0.720,0.216,2.630,56.415,5.998
'[13:04:25.576]',0.980,0.370,0.725,0.214,2.548,55.926,4.494
'[13:04:25.584]',0.995,0.355,0.730,0.212,2.458,55.438,2.745
'[13:04:25.592]',1.005,0.350,0.720,0.210,2.362,54.901,0.996
'[13:04:25.600]',1.015,0.355,0.725,0.208,2.261,54.412,-0.381
'[13:04:25.608]',1.020,0.340,0.720,0.207,2.157,53.875,-1.065
'[13:04:25.616]',1.025,0.340,0.740,0.206,2.052,53.435,-1.006
'[13:04:25.624]',1.025,0.335,0.735,0.205,1.960,53.191,-0.440
'[13:04:25.632]',1.025,0.350,0.745,0.205,1.874,53.484,0.430
'[13:04:25.640]',1.005,0.360,0.750,0.204,1.778,54.657,1.309
'[13:04:25.648]',1.000,0.370,0.765,0.204,1.681,57.196,1.993
'[13:04:25.656]',0.985,0.385,0.765,0.203,1.587,61.251,2.305
'[13:04:25.664]',0.975,0.395,0.770,0.203,1.498,66.623,2.188
'[13:04:25.672]',0.975,0.400,0.760,0.202,1.413,72.875,1.807
'[13:04:25.680]',0.965,0.415,0.770,0.201,1.335,79.421,1.436
'[13:04:25.688]',0.960,0.410,0.760,0.200,1.268,85.477,1.309
'[13:04:25.696]',0.955,0.415,0.770,0.198,1.210,90.752,1.563
'[13:04:25.704]',0.965,0.410,0.760,0.196,1.161,95.002,2.061
'[13:04:25.712]',0.960,0.415,0.770,0.194,1.121,98.177,2.872
'[13:04:25.720]',0.965,0.410,0.760,0.192,1.093,100.326,3.683
'[13:04:25.728]',0.960,0.415,0.765,0.191,1.073,101.303,4.308
'[13:04:25.736]',0.965,0.405,0.760,0.189,1.056,101.303,4.689
'[13:04:25.744]',0.970,0.410,0.770,0.187,1.043,100.423,4.748
'[13:04:25.752]',0.975,0.405,0.770,0.184,1.034,98.763,4.562
'[13:04:25.760]',0.970,0.410,0.775,0.182,1.028,96.418,4.308
'[13:04:25.768]',1.000,0.390,0.785,0.178,1.026,93.683,4.122
'[13:04:25.776]',1.010,0.390,0.780,0.175,1.028,90.801,4.122
'[13:04:25.784]',1.030,0.375,0.790,0.172,1.031,87.919,4.494
'[13:04:25.792]',1.030,0.365,0.780,0.168,1.035,85.135,5.246
'[13:04:25.800]',1.025,0.365,0.770,0.165,1.037,82.351,6.125
'[13:04:25.808]',0.995,0.390,0.765,0.162,1.035,79.665,6.750
'[13:04:25.816]',0.970,0.405,0.750,0.159,1.032,77.125,6.994
'[13:04:25.824]',0.945,0.415,0.740,0.155,1.032,74.536,6.750
'[13:04:25.832]',0.940,0.425,0.735,0.152,1.032,72.094,6.184
'[13:04:25.840]',0.930,0.420,0.725,0.149,1.026,69.749,5.617
'[13:04:25.848]',0.925,0.435,0.740,0.147,1.017,67.405,5.187
'[13:04:25.856]',0.930,0.430,0.730,0.144,1.005,65.256,5.060
'[13:04:25.864]',0.925,0.435,0.740,0.142,0.990,63.058,5.187
'[13:04:25.872]',0.920,0.435,0.730,0.140,0.974,61.104,5.500
'[13:04:25.880]',0.905,0.430,0.760,0.138,0.957,59.346,5.812
'[13:04:25.888]',0.995,0.335,0.800,0.137,0.945,57.929,6.311
'[13:04:25.896]',1.340,0.115,0.920,0.135,0.946,56.855,6.809
'[13:04:25.904]',1.500,-0.030,0.945,0.134,0.968,55.975,7.248
'[13:04:25.912]',1.290,0.265,0.860,0.133,1.016,55.438,7.493
'[13:04:25.920]',1.020,0.425,0.645,0.132,1.078,55.047,7.434
'[13:04:25.928]',0.920,0.445,0.605,0.131,1.163,54.852,7.307
'[13:04:25.936]',0.890,0.445,0.655,0.130,1.285,54.803,7.248
'[13:04:25.944]',0.880,0.460,0.690,0.129,1.439,54.998,7.180
'[13:04:25.952]',0.890,0.450,0.705,0.129,1.617,55.243,7.063
'[13:04:25.960]',0.885,0.460,0.715,0.128,1.810,55.633,6.750
'[13:04:25.968]',0.895,0.450,0.710,0.127,2.008,56.073,6.311
'[13:04:25.976]',0.900,0.455,0.720,0.127,2.197,56.464,5.812
'[13:04:25.984]',0.905,0.440,0.715,0.126,2.370,56.855,5.304
'[13:04:25.992]',0.905,0.445,0.720,0.126,2.519,57.196,4.621
'[13:04:26.000]',0.915,0.435,0.725,0.125,2.639,57.441,3.810
'[13:04:26.008]',0.920,0.435,0.720,0.125,2.729,57.587,3.126
'[13:04:26.016]',0.925,0.425,0.725,0.126,2.789,57.734,2.813
'[13:04:26.024]',0.930,0.420,0.720,0.126,2.817,57.734,3.126
'[13:04:26.032]',0.935,0.425,0.725,0.127,2.821,57.587,4.064
'[13:04:26.040]',0.940,0.415,0.720,0.128,2.807,57.441,5.304
'[13:04:26.048]',0.945,0.410,0.730,0.129,2.776,57.050,6.369
'[13:04:26.056]',0.950,0.400,0.725,0.131,2.728,56.659,6.867
'[13:04:26.064]',0.960,0.390,0.730,0.133,2.668,56.171,6.496
'[13:04:26.072]',0.975,0.375,0.720,0.135,2.596,55.682,5.373
'[13:04:26.080]',0.980,0.370,0.730,0.137,2.515,55.194,3.810
'[13:04:26.088]',0.995,0.355,0.720,0.139,2.426,54.657,1.993
'[13:04:26.096]',1.000,0.350,0.730,0.141,2.329,54.217,0.430
'[13:04:26.104]',1.010,0.340,0.725,0.143,2.227,53.729,-0.694
'[13:04:26.112]',1.015,0.345,0.735,0.146,2.122,53.240,-1.250
'[13:04:26.120]',1.025,0.335,0.730,0.148,2.028,52.849,-1.133
'[13:04:26.128]',1.025,0.345,0.740,0.151,1.937,52.654,-0.567
'[13:04:26.136]',1.020,0.345,0.745,0.154,1.840,53.045,0.244
'[13:04:26.144]',1.010,0.365,0.755,0.157,1.741,54.363,0.938
'[13:04:26.152]',1.005,0.365,0.760,0.159,1.643,57.001,1.563
'[13:04:26.160]',0.985,0.385,0.770,0.162,1.548,61.153,1.934
'[13:04:26.168]',0.980,0.390,0.765,0.164,1.459,66.672,2.120
'[13:04:26.176]',0.975,0.405,0.770,0.166,1.376,73.071,2.432
'[13:04:26.184]',0.970,0.410,0.760,0.168,1.302,79.616,2.872
'[13:04:26.192]',0.965,0.415,0.760,0.169,1.238,85.819,3.312
'[13:04:26.200]',0.970,0.410,0.765,0.170,1.182,91.045,3.497
'[13:04:26.208]',0.960,0.415,0.760,0.171,1.135,95.295,3.556
'[13:04:26.216]',0.960,0.410,0.765,0.171,1.103,98.421,3.497
'[13:04:26.224]',0.965,0.405,0.760,0.171,1.081,100.472,3.624
'[13:04:26.232]',0.965,0.410,0.765,0.171,1.077,101.547,3.868
'[13:04:26.240]',0.970,0.400,0.760,0.171,1.084,101.547,4.122
'[13:04:26.248]',0.965,0.415,0.770,0.171,1.085,100.668,4.308
'[13:04:26.256]',0.975,0.400,0.765,0.171,1.083,99.007,4.435
'[13:04:26.264]',0.970,0.410,0.770,0.170,1.081,96.662,4.435
'[13:04:26.272]',0.995,0.390,0.775,0.169,1.081,94.074,4.376
'[13:04:26.280]',1.015,0.385,0.790,0.167,1.083,91.192,4.376
'[13:04:26.288]',1.035,0.370,0.785,0.165,1.086,88.261,4.621
'[13:04:26.296]',1.040,0.365,0.790,0.163,1.088,85.379,5.187
'[13:04:26.304]',1.045,0.365,0.770,0.161,1.088,82.547,5.998
'[13:04:26.312]',1.000,0.390,0.760,0.159,1.087,79.811,6.682
'[13:04:26.320]',0.975,0.395,0.745,0.157,1.087,77.174,6.994
'[13:04:26.328]',0.950,0.420,0.745,0.155,1.088,74.683,6.809
'[13:04:26.336]',0.945,0.420,0.725,0.153,1.084,72.289,6.311
'[13:04:26.344]',0.935,0.430,0.730,0.152,1.076,69.994,5.744
'[13:04:26.352]',0.935,0.425,0.725,0.150,1.066,67.698,5.304
'[13:04:26.360]',0.925,0.435,0.730,0.149,1.055,65.402,5.119
'[13:04:26.368]',0.935,0.425,0.720,0.149,1.043,63.302,5.187
'[13:04:26.376]',0.925,0.435,0.730,0.148,1.031,61.299,5.431
'[13:04:26.384]',0.920,0.425,0.750,0.148,1.020,59.541,5.812
'[13:04:26.392]',0.975,0.350,0.790,0.148,1.013,58.027,6.242
'[13:04:26.400]',1.300,0.140,0.905,0.148,1.017,56.903,6.750
'[13:04:26.408]',1.500,-0.040,0.945,0.147,1.038,56.122,7.180
'[13:04:26.416]',1.340,0.230,0.865,0.147,1.074,55.487,7.434
'[13:04:26.424]',1.045,0.425,0.655,0.146,1.128,55.047,7.493
'[13:04:26.432]',0.930,0.450,0.600,0.146,1.214,54.803,7.375
'[13:04:26.440]',0.885,0.435,0.655,0.145,1.333,54.754,7.180
'[13:04:26.448]',0.875,0.460,0.690,0.145,1.482,54.852,7.063
'[13:04:26.456]',0.885,0.455,0.705,0.144,1.653,55.194,6.936
'[13:04:26.464]',0.890,0.460,0.720,0.144,1.839,55.487,6.682
'[13:04:26.472]',0.895,0.455,0.710,0.143,2.029,55.926,6.311
'[13:04:26.480]',0.890,0.460,0.720,0.143,2.211,56.317,5.871
'[13:04:26.488]',0.900,0.450,0.720,0.143,2.378,56.659,5.304
'[13:04:26.496]',0.905,0.450,0.720,0.144,2.524,57.001,4.621
'[13:04:26.504]',0.905,0.445,0.720,0.145,2.641,57.294,3.868
'[13:04:26.512]',0.915,0.440,0.730,0.147,2.727,57.490,3.185
'[13:04:26.520]',0.925,0.430,0.720,0.148,2.776,57.587,2.872
'[13:04:26.528]',0.925,0.430,0.730,0.150,2.797,57.685,3.058
'[13:04:26.536]',0.930,0.420,0.720,0.151,2.800,57.538,3.868
'[13:04:26.544]',0.935,0.420,0.730,0.152,2.785,57.294,5.060
'[13:04:26.552]',0.950,0.410,0.720,0.154,2.755,56.903,6.125
'[13:04:26.560]',0.950,0.415,0.730,0.156,2.710,56.464,6.623
'[13:04:26.568]',0.955,0.390,0.725,0.158,2.652,56.073,6.369
'[13:04:26.576]',0.965,0.390,0.730,0.161,2.584,55.536,5.373
'[13:04:26.584]',0.975,0.370,0.725,0.163,2.507,55.096,3.810
'[13:04:26.592]',0.990,0.365,0.730,0.166,2.423,54.608,2.120
'[13:04:26.600]',1.000,0.350,0.735,0.169,2.333,54.070,0.625
'[13:04:26.608]',1.010,0.340,0.725,0.172,2.239,53.533,-0.508
'[13:04:26.616]',1.020,0.345,0.735,0.174,2.152,53.045,-1.065
'[13:04:26.624]',1.025,0.340,0.730,0.177,2.067,52.605,-1.006
'[13:04:26.632]',1.020,0.350,0.745,0.180,1.974,52.410,-0.567
'[13:04:26.640]',1.025,0.340,0.745,0.183,1.878,52.752,0.117
'[13:04:26.648]',1.015,0.365,0.760,0.186,1.782,54.070,0.869
'[13:04:26.656]',1.005,0.365,0.755,0.189,1.688,56.806,1.436
'[13:04:26.664]',1.000,0.385,0.770,0.192,1.599,61.006,1.876
'[13:04:26.672]',0.990,0.390,0.765,0.195,1.515,66.526,2.120
'[13:04:26.680]',0.975,0.405,0.775,0.198,1.438,72.973,2.374
'[13:04:26.688]',0.975,0.400,0.765,0.200,1.369,79.616,2.618
'[13:04:26.696]',0.970,0.415,0.770,0.202,1.307,85.868,2.745
'[13:04:26.704]',0.975,0.405,0.755,0.204,1.253,91.290,2.813
'[13:04:26.712]',0.970,0.415,0.765,0.205,1.207,95.637,2.872
'[13:04:26.720]',0.970,0.410,0.755,0.206,1.174,98.812,3.243
'[13:04:26.728]',0.965,0.415,0.765,0.206,1.151,100.912,3.751
'[13:04:26.736]',0.970,0.410,0.755,0.207,1.130,101.986,4.122
'[13:04:26.744]',0.965,0.415,0.760,0.207,1.116,101.986,4.308
'[13:04:26.752]',0.975,0.405,0.765,0.207,1.107,101.107,4.376
'[13:04:26.760]',0.975,0.415,0.770,0.206,1.100,99.495,4.249
'[13:04:26.768]',0.975,0.410,0.775,0.206,1.097,97.249,4.122
'[13:04:26.776]',0.985,0.410,0.770,0.205,1.097,94.611,3.995
'[13:04:26.784]',1.005,0.395,0.790,0.205,1.100,91.876,3.995
'[13:04:26.792]',1.025,0.390,0.785,0.204,1.101,88.994,4.249
'[13:04:26.800]',1.030,0.375,0.790,0.203,1.099,86.112,4.933
'[13:04:26.808]',1.035,0.370,0.775,0.201,1.096,83.377,5.812
'[13:04:26.816]',1.010,0.385,0.765,0.200,1.096,80.593,6.623
'[13:04:26.824]',0.985,0.400,0.755,0.198,1.097,78.004,6.994
'[13:04:26.832]',0.955,0.415,0.745,0.196,1.095,75.464,6.936
'[13:04:26.840]',0.940,0.425,0.735,0.194,1.091,73.120,6.438
'[13:04:26.848]',0.930,0.435,0.730,0.193,1.084,70.726,5.812
'[13:04:26.856]',0.930,0.430,0.725,0.192,1.074,68.479,5.246
'[13:04:26.864]',0.935,0.425,0.730,0.192,1.063,66.233,5.002
'[13:04:26.872]',0.935,0.420,0.725,0.191,1.050,64.035,5.060
'[13:04:26.880]',0.925,0.435,0.735,0.190,1.035,62.032,5.304
'[13:04:26.888]',0.925,0.425,0.745,0.189,1.021,60.176,5.685
'[13:04:26.896]',0.920,0.375,0.780,0.188,1.011,58.662,6.184
'[13:04:26.904]',1.200,0.200,0.875,0.187,1.012,57.441,6.682
'[13:04:26.912]',1.500,-0.030,0.945,0.186,1.031,56.415,7.180
'[13:04:26.920]',1.435,0.145,0.890,0.186,1.066,55.731,7.434
'[13:04:26.928]',1.115,0.400,0.710,0.186,1.121,55.292,7.434
'[13:04:26.936]',0.955,0.435,0.595,0.185,1.211,54.998,7.307
'[13:04:26.944]',0.900,0.445,0.645,0.185,1.334,54.852,7.180
'[13:04:26.952]',0.885,0.445,0.680,0.185,1.486,54.901,7.121
'[13:04:26.960]',0.880,0.460,0.705,0.184,1.660,55.047,7.063
'[13:04:26.968]',0.890,0.450,0.715,0.184,1.848,55.340,6.867
'[13:04:26.976]',0.890,0.460,0.705,0.184,2.041,55.780,6.555
'[13:04:26.984]',0.890,0.450,0.720,0.184,2.228,56.171,5.998
'[13:04:26.992]',0.900,0.455,0.710,0.184,2.398,56.610,5.431
'[13:04:27.000]',0.905,0.445,0.725,0.184,2.544,57.001,4.748
'[13:04:27.008]',0.905,0.440,0.720,0.185,2.662,57.294,3.937
'[13:04:27.016]',0.910,0.445,0.725,0.185,2.740,57.538,3.243
'[13:04:27.024]',0.915,0.435,0.720,0.186,2.789,57.734,2.813
'[13:04:27.032]',0.920,0.430,0.730,0.187,2.820,57.734,2.931
'[13:04:27.040]',0.925,0.430,0.725,0.188,2.830,57.685,3.683
'[13:04:27.048]',0.930,0.420,0.730,0.190,2.819,57.441,4.806
'[13:04:27.056]',0.940,0.410,0.720,0.191,2.791,57.050,5.871
'[13:04:27.064]',0.945,0.415,0.735,0.193,2.746,56.610,6.496
'[13:04:27.072]',0.950,0.390,0.725,0.195,2.687,56.171,6.369
'[13:04:27.080]',0.960,0.395,0.735,0.197,2.618,55.731,5.373
'[13:04:27.088]',0.975,0.375,0.720,0.200,2.541,55.243,3.868
'[13:04:27.096]',0.980,0.365,0.730,0.203,2.457,54.754,2.120
'[13:04:27.104]',0.995,0.355,0.720,0.206,2.370,54.217,0.557
'[13:04:27.112]',1.000,0.360,0.730,0.209,2.278,53.680,-0.625
'[13:04:27.120]',1.015,0.340,0.720,0.213,2.195,53.191,-1.250
'[13:04:27.128]',1.015,0.345,0.735,0.216,2.115,52.752,-1.319
'[13:04:27.136]',1.020,0.340,0.735,0.219,2.024,52.410,-0.752
'[13:04:27.144]',1.020,0.350,0.745,0.222,1.928,52.605,0.059
'[13:04:27.152]',1.020,0.355,0.750,0.225,1.829,53.680,0.811
'[13:04:27.160]',1.000,0.370,0.760,0.227,1.734,55.926,1.495
'[13:04:27.168]',0.990,0.375,0.765,0.230,1.643,59.736,2.061
