'Time','ABP','PLETH','II'
'[23:07:04.792]',73.438,0.282,0.024
'[23:07:04.800]',78.125,0.278,0.039
'[23:07:04.808]',82.812,0.275,0.063
'[23:07:04.816]',88.281,0.275,0.079
'[23:07:04.824]',93.750,0.271,0.094
'[23:07:04.832]',99.219,0.267,0.110
'[23:07:04.840]',104.688,0.267,0.118
'[23:07:04.848]',109.375,0.263,0.126
'[23:07:04.856]',113.281,0.263,0.118
'[23:07:04.864]',117.969,0.263,0.094
'[23:07:04.872]',121.875,0.259,0.055
'[23:07:04.880]',126.562,0.259,0.008
'[23:07:04.888]',131.250,0.259,-0.031
'[23:07:04.896]',135.156,0.255,-0.071
'[23:07:04.904]',138.281,0.255,-0.102
'[23:07:04.912]',141.406,0.251,-0.118
'[23:07:04.920]',143.750,0.251,-0.134
'[23:07:04.928]',145.312,0.251,-0.134
'[23:07:04.936]',146.094,0.247,-0.142
'[23:07:04.944]',146.875,0.247,-0.142
'[23:07:04.952]',146.875,0.247,-0.150
'[23:07:04.960]',146.875,0.247,-0.157
'[23:07:04.968]',146.875,0.247,-0.150
'[23:07:04.976]',146.094,0.247,-0.157
'[23:07:04.984]',145.312,0.247,-0.150
'[23:07:04.992]',143.750,0.243,-0.157
'[23:07:05.000]',142.969,0.243,-0.150
'[23:07:05.008]',141.406,0.243,-0.157
'[23:07:05.016]',139.844,0.243,-0.150
'[23:07:05.024]',137.500,0.243,-0.142
'[23:07:05.032]',135.156,0.247,-0.150
'[23:07:05.040]',132.031,0.255,-0.142
'[23:07:05.048]',128.906,0.267,-0.150
'[23:07:05.056]',125.781,0.278,-0.150
'[23:07:05.064]',121.875,0.294,-0.142
'[23:07:05.072]',117.969,0.318,-0.150
'[23:07:05.080]',114.062,0.341,-0.157
'[23:07:05.088]',110.938,0.369,-0.157
'[23:07:05.096]',107.812,0.396,-0.157
'[23:07:05.104]',105.469,0.427,-0.157
'[23:07:05.112]',103.125,0.455,-0.157
'[23:07:05.120]',100.781,0.482,-0.157
'[23:07:05.128]',99.219,0.514,-0.157
'[23:07:05.136]',97.656,0.541,-0.157
'[23:07:05.144]',96.094,0.569,-0.157
'[23:07:05.152]',95.312,0.592,-0.157
'[23:07:05.160]',93.750,0.612,-0.157
'[23:07:05.168]',92.969,0.631,-0.157
'[23:07:05.176]',92.188,0.651,-0.150
'[23:07:05.184]',91.406,0.671,-0.150
'[23:07:05.192]',90.625,0.686,-0.150
'[23:07:05.200]',89.844,0.702,-0.150
'[23:07:05.208]',89.844,0.714,-0.150
'[23:07:05.216]',89.062,0.725,-0.142
'[23:07:05.224]',89.062,0.733,-0.126
'[23:07:05.232]',88.281,0.741,-0.102
'[23:07:05.240]',88.281,0.745,-0.087
'[23:07:05.248]',87.500,0.745,-0.071
'[23:07:05.256]',86.719,0.745,-0.047
'[23:07:05.264]',86.719,0.741,0.008
'[23:07:05.272]',85.938,0.733,0.024
'[23:07:05.280]',85.156,0.718,0.024
'[23:07:05.288]',85.156,0.710,-0.016
'[23:07:05.296]',84.375,0.698,-0.063
'[23:07:05.304]',83.594,0.682,-0.102
'[23:07:05.312]',83.594,0.671,-0.142
'[23:07:05.320]',82.812,0.655,-0.173
'[23:07:05.328]',82.031,0.639,-0.181
'[23:07:05.336]',81.250,0.620,-0.181
'[23:07:05.344]',81.250,0.604,-0.181
'[23:07:05.352]',80.469,0.588,-0.189
'[23:07:05.360]',79.688,0.573,-0.213
'[23:07:05.368]',78.906,0.557,-0.110
'[23:07:05.376]',78.125,0.541,0.189
'[23:07:05.384]',78.125,0.525,0.685
'[23:07:05.392]',77.344,0.514,1.016
'[23:07:05.400]',77.344,0.498,0.858
'[23:07:05.408]',76.562,0.486,0.417
'[23:07:05.416]',75.781,0.475,0.055
'[23:07:05.424]',75.781,0.463,-0.087
'[23:07:05.432]',75.000,0.451,-0.189
'[23:07:05.440]',75.000,0.439,-0.228
'[23:07:05.448]',74.219,0.431,-0.236
'[23:07:05.456]',74.219,0.424,-0.236
'[23:07:05.464]',73.438,0.416,-0.236
'[23:07:05.472]',73.438,0.412,-0.236
'[23:07:05.480]',72.656,0.404,-0.228
'[23:07:05.488]',72.656,0.396,-0.220
'[23:07:05.496]',72.656,0.388,-0.213
'[23:07:05.504]',71.875,0.380,-0.205
'[23:07:05.512]',71.875,0.376,-0.197
'[23:07:05.520]',71.094,0.369,-0.189
'[23:07:05.528]',71.094,0.365,-0.173
'[23:07:05.536]',70.312,0.357,-0.157
'[23:07:05.544]',70.312,0.353,-0.142
'[23:07:05.552]',69.531,0.349,-0.134
'[23:07:05.560]',69.531,0.345,-0.118
'[23:07:05.568]',69.531,0.345,-0.102
'[23:07:05.576]',68.750,0.341,-0.094
'[23:07:05.584]',68.750,0.337,-0.079
'[23:07:05.592]',67.969,0.333,-0.071
'[23:07:05.600]',67.969,0.329,-0.055
'[23:07:05.608]',67.188,0.325,-0.039
'[23:07:05.616]',67.969,0.322,-0.024
'[23:07:05.624]',68.750,0.322,-0.008
'[23:07:05.632]',71.094,0.318,0.016
'[23:07:05.640]',75.000,0.318,0.039
'[23:07:05.648]',79.688,0.314,0.055
'[23:07:05.656]',85.156,0.314,0.079
'[23:07:05.664]',90.625,0.314,0.102
'[23:07:05.672]',96.094,0.310,0.118
'[23:07:05.680]',100.781,0.310,0.134
'[23:07:05.688]',105.469,0.306,0.142
'[23:07:05.696]',110.156,0.306,0.150
'[23:07:05.704]',114.062,0.302,0.126
'[23:07:05.712]',117.969,0.302,0.094
'[23:07:05.720]',122.656,0.298,0.047
'[23:07:05.728]',126.562,0.294,0.008
'[23:07:05.736]',131.250,0.294,-0.031
'[23:07:05.744]',135.156,0.290,-0.063
'[23:07:05.752]',138.281,0.286,-0.071
'[23:07:05.760]',141.406,0.286,-0.087
'[23:07:05.768]',143.750,0.282,-0.087
'[23:07:05.776]',145.312,0.278,-0.087
'[23:07:05.784]',146.094,0.275,-0.087
'[23:07:05.792]',146.875,0.271,-0.087
'[23:07:05.800]',146.875,0.267,-0.087
'[23:07:05.808]',146.094,0.263,-0.087
'[23:07:05.816]',145.312,0.263,-0.087
'[23:07:05.824]',144.531,0.259,-0.087
'[23:07:05.832]',143.750,0.255,-0.087
'[23:07:05.840]',142.969,0.251,-0.079
'[23:07:05.848]',141.406,0.251,-0.071
'[23:07:05.856]',140.625,0.251,-0.071
'[23:07:05.864]',138.281,0.247,-0.071
'[23:07:05.872]',135.938,0.251,-0.071
'[23:07:05.880]',133.594,0.251,-0.071
'[23:07:05.888]',130.469,0.259,-0.063
'[23:07:05.896]',128.125,0.271,-0.063
'[23:07:05.904]',125.000,0.286,-0.071
'[23:07:05.912]',121.094,0.302,-0.063
'[23:07:05.920]',117.188,0.325,-0.063
'[23:07:05.928]',113.281,0.349,-0.055
'[23:07:05.936]',110.156,0.376,-0.063
'[23:07:05.944]',107.031,0.404,-0.063
'[23:07:05.952]',104.688,0.427,-0.063
'[23:07:05.960]',102.344,0.447,-0.063
'[23:07:05.968]',100.000,0.475,-0.063
'[23:07:05.976]',98.438,0.502,-0.063
'[23:07:05.984]',96.875,0.529,-0.055
'[23:07:05.992]',95.312,0.557,-0.055
'[23:07:06.000]',94.531,0.584,-0.055
'[23:07:06.008]',93.750,0.608,-0.055
'[23:07:06.016]',92.188,0.631,-0.047
'[23:07:06.024]',91.406,0.655,-0.047
'[23:07:06.032]',90.625,0.675,-0.047
'[23:07:06.040]',90.625,0.690,-0.047
'[23:07:06.048]',89.844,0.702,-0.047
'[23:07:06.056]',89.062,0.714,-0.047
'[23:07:06.064]',89.062,0.722,-0.047
'[23:07:06.072]',89.062,0.729,-0.031
'[23:07:06.080]',89.062,0.733,0.008
'[23:07:06.088]',88.281,0.737,0.024
'[23:07:06.096]',86.719,0.741,0.047
'[23:07:06.104]',85.938,0.741,0.063
'[23:07:06.112]',85.156,0.737,0.126
'[23:07:06.120]',85.156,0.733,0.142
'[23:07:06.128]',85.156,0.729,0.157
'[23:07:06.136]',85.156,0.722,0.126
'[23:07:06.144]',85.156,0.710,0.071
'[23:07:06.152]',84.375,0.698,0.024
'[23:07:06.160]',82.812,0.686,-0.016
'[23:07:06.168]',82.031,0.671,-0.047
'[23:07:06.176]',81.250,0.655,-0.047
'[23:07:06.184]',80.469,0.639,-0.055
'[23:07:06.192]',80.469,0.620,-0.047
'[23:07:06.200]',79.688,0.600,-0.055
'[23:07:06.208]',79.688,0.584,-0.087
'[23:07:06.216]',78.906,0.565,-0.024
'[23:07:06.224]',78.906,0.549,0.236
'[23:07:06.232]',78.125,0.533,0.685
'[23:07:06.240]',77.344,0.518,1.126
'[23:07:06.248]',76.562,0.506,1.047
'[23:07:06.256]',75.781,0.494,0.685
'[23:07:06.264]',75.781,0.478,0.244
'[23:07:06.272]',75.781,0.467,0.063
'[23:07:06.280]',75.000,0.455,-0.055
'[23:07:06.288]',74.219,0.443,-0.094
'[23:07:06.296]',73.438,0.435,-0.110
'[23:07:06.304]',73.438,0.424,-0.118
'[23:07:06.312]',72.656,0.416,-0.118
'[23:07:06.320]',72.656,0.408,-0.118
'[23:07:06.328]',71.875,0.404,-0.110
'[23:07:06.336]',71.875,0.396,-0.102
'[23:07:06.344]',71.875,0.388,-0.094
'[23:07:06.352]',71.094,0.384,-0.087
'[23:07:06.360]',71.094,0.380,-0.071
'[23:07:06.368]',71.094,0.376,-0.063
'[23:07:06.376]',70.312,0.369,-0.063
'[23:07:06.384]',70.312,0.365,-0.047
'[23:07:06.392]',69.531,0.357,-0.031
'[23:07:06.400]',69.531,0.353,-0.024
'[23:07:06.408]',69.531,0.345,-0.008
'[23:07:06.416]',69.531,0.341,0.000
'[23:07:06.424]',69.531,0.337,0.008
'[23:07:06.432]',68.750,0.333,0.024
'[23:07:06.440]',68.750,0.329,0.031
'[23:07:06.448]',67.969,0.325,0.047
'[23:07:06.456]',67.969,0.322,0.071
'[23:07:06.464]',67.969,0.318,0.087
'[23:07:06.472]',68.750,0.314,0.102
'[23:07:06.480]',71.875,0.314,0.126
'[23:07:06.488]',75.781,0.310,0.150
'[23:07:06.496]',80.469,0.306,0.181
'[23:07:06.504]',85.938,0.302,0.205
'[23:07:06.512]',91.406,0.298,0.220
'[23:07:06.520]',96.875,0.298,0.244
'[23:07:06.528]',101.562,0.294,0.260
'[23:07:06.536]',106.250,0.294,0.276
'[23:07:06.544]',110.938,0.290,0.283
'[23:07:06.552]',114.844,0.290,0.268
'[23:07:06.560]',118.750,0.290,0.236
'[23:07:06.568]',123.438,0.286,0.189
'[23:07:06.576]',128.125,0.286,0.150
'[23:07:06.584]',132.812,0.282,0.102
'[23:07:06.592]',136.719,0.282,0.071
'[23:07:06.600]',139.844,0.278,0.047
'[23:07:06.608]',142.969,0.278,0.039
'[23:07:06.616]',145.312,0.275,0.039
'[23:07:06.624]',146.875,0.275,0.024
'[23:07:06.632]',147.656,0.275,0.024
'[23:07:06.640]',147.656,0.271,0.024
'[23:07:06.648]',148.438,0.271,0.024
'[23:07:06.656]',147.656,0.271,0.024
'[23:07:06.664]',147.656,0.271,0.024
'[23:07:06.672]',146.094,0.267,0.024
'[23:07:06.680]',145.312,0.267,0.024
'[23:07:06.688]',143.750,0.263,0.024
'[23:07:06.696]',142.188,0.263,0.031
'[23:07:06.704]',140.625,0.263,0.039
'[23:07:06.712]',139.062,0.263,0.039
'[23:07:06.720]',136.719,0.263,0.039
'[23:07:06.728]',135.156,0.271,0.039
'[23:07:06.736]',132.812,0.278,0.047
'[23:07:06.744]',130.469,0.286,0.055
'[23:07:06.752]',127.344,0.302,0.055
'[23:07:06.760]',124.219,0.318,0.055
'[23:07:06.768]',120.312,0.341,0.063
'[23:07:06.776]',117.188,0.365,0.063
'[23:07:06.784]',113.281,0.392,0.063
'[23:07:06.792]',110.938,0.420,0.063
'[23:07:06.800]',107.812,0.447,0.063
'[23:07:06.808]',105.469,0.475,0.063
'[23:07:06.816]',103.125,0.502,0.063
'[23:07:06.824]',100.781,0.525,0.063
'[23:07:06.832]',98.438,0.553,0.063
'[23:07:06.840]',97.656,0.580,0.071
'[23:07:06.848]',96.094,0.600,0.071
'[23:07:06.856]',95.312,0.620,0.071
'[23:07:06.864]',94.531,0.639,0.071
'[23:07:06.872]',93.750,0.659,0.071
'[23:07:06.880]',93.750,0.675,0.079
'[23:07:06.888]',92.969,0.690,0.087
'[23:07:06.896]',92.188,0.702,0.079
'[23:07:06.904]',91.406,0.714,0.087
'[23:07:06.912]',90.625,0.722,0.079
'[23:07:06.920]',89.844,0.729,0.110
'[23:07:06.928]',89.062,0.733,0.142
'[23:07:06.936]',89.062,0.737,0.157
'[23:07:06.944]',88.281,0.737,0.173
'[23:07:06.952]',88.281,0.737,0.189
'[23:07:06.960]',87.500,0.733,0.252
'[23:07:06.968]',87.500,0.729,0.260
'[23:07:06.976]',87.500,0.725,0.276
'[23:07:06.984]',86.719,0.718,0.244
'[23:07:06.992]',85.938,0.710,0.189
'[23:07:07.000]',85.156,0.698,0.142
'[23:07:07.008]',84.375,0.686,0.094
'[23:07:07.016]',83.594,0.671,0.071
'[23:07:07.024]',83.594,0.655,0.063
'[23:07:07.032]',82.812,0.639,0.063
'[23:07:07.040]',82.812,0.624,0.063
'[23:07:07.048]',82.031,0.608,0.063
'[23:07:07.056]',81.250,0.592,0.024
'[23:07:07.064]',80.469,0.576,0.118
'[23:07:07.072]',79.688,0.557,0.433
'[23:07:07.080]',79.688,0.541,0.976
'[23:07:07.088]',78.906,0.525,1.394
'[23:07:07.096]',78.906,0.514,1.228
'[23:07:07.104]',78.125,0.498,0.748
'[23:07:07.112]',77.344,0.486,0.339
'[23:07:07.120]',77.344,0.475,0.165
'[23:07:07.128]',76.562,0.467,0.055
'[23:07:07.136]',75.781,0.455,0.008
'[23:07:07.144]',75.781,0.447,0.000
'[23:07:07.152]',75.000,0.439,0.000
'[23:07:07.160]',75.000,0.431,0.000
'[23:07:07.168]',75.000,0.424,0.000
'[23:07:07.176]',74.219,0.416,0.008
'[23:07:07.184]',74.219,0.408,0.008
'[23:07:07.192]',74.219,0.400,0.024
'[23:07:07.200]',73.438,0.396,0.024
'[23:07:07.208]',73.438,0.388,0.039
'[23:07:07.216]',72.656,0.384,0.047
'[23:07:07.224]',72.656,0.380,0.055
'[23:07:07.232]',71.875,0.373,0.071
'[23:07:07.240]',71.875,0.369,0.071
'[23:07:07.248]',71.875,0.365,0.094
'[23:07:07.256]',71.094,0.361,0.102
'[23:07:07.264]',71.094,0.357,0.110
'[23:07:07.272]',70.312,0.353,0.118
'[23:07:07.280]',69.531,0.349,0.134
'[23:07:07.288]',69.531,0.345,0.142
'[23:07:07.296]',68.750,0.337,0.150
'[23:07:07.304]',68.750,0.333,0.165
'[23:07:07.312]',68.750,0.329,0.189
'[23:07:07.320]',70.312,0.325,0.205
'[23:07:07.328]',73.438,0.325,0.228
'[23:07:07.336]',77.344,0.322,0.252
'[23:07:07.344]',82.812,0.322,0.276
'[23:07:07.352]',88.281,0.318,0.315
'[23:07:07.360]',93.750,0.318,0.346
'[23:07:07.368]',99.219,0.314,0.354
'[23:07:07.376]',105.469,0.314,0.378
'[23:07:07.384]',110.938,0.310,0.386
'[23:07:07.392]',114.844,0.310,0.386
'[23:07:07.400]',119.531,0.306,0.370
'[23:07:07.408]',125.000,0.306,0.331
'[23:07:07.416]',130.469,0.302,0.276
'[23:07:07.424]',135.156,0.302,0.220
'[23:07:07.432]',139.062,0.298,0.181
'[23:07:07.440]',140.625,0.298,0.142
'[23:07:07.448]',140.625,0.298,0.118
'[23:07:07.456]',140.625,0.294,0.110
'[23:07:07.464]',142.188,0.294,0.102
'[23:07:07.472]',145.312,0.294,0.094
'[23:07:07.480]',149.219,0.290,0.094
'[23:07:07.488]',151.562,0.290,0.087
'[23:07:07.496]',151.562,0.286,0.079
'[23:07:07.504]',152.344,0.286,0.079
'[23:07:07.512]',153.125,0.282,0.079
'[23:07:07.520]',153.906,0.278,0.079
'[23:07:07.528]',153.906,0.278,0.079
'[23:07:07.536]',153.125,0.275,0.079
'[23:07:07.544]',150.000,0.275,0.079
'[23:07:07.552]',145.312,0.271,0.079
'[23:07:07.560]',139.844,0.271,0.087
'[23:07:07.568]',134.375,0.275,0.094
'[23:07:07.576]',130.469,0.278,0.094
'[23:07:07.584]',127.344,0.286,0.087
'[23:07:07.592]',125.000,0.298,0.094
'[23:07:07.600]',123.438,0.314,0.094
'[23:07:07.608]',121.094,0.333,0.102
'[23:07:07.616]',118.750,0.357,0.102
'[23:07:07.624]',115.625,0.384,0.102
'[23:07:07.632]',112.500,0.408,0.110
'[23:07:07.640]',110.156,0.435,0.110
'[23:07:07.648]',108.594,0.459,0.118
'[23:07:07.656]',108.594,0.482,0.110
'[23:07:07.664]',110.156,0.506,0.118
'[23:07:07.672]',110.938,0.533,0.110
'[23:07:07.680]',111.719,0.561,0.110
'[23:07:07.688]',108.594,0.588,0.118
'[23:07:07.696]',103.125,0.612,0.118
'[23:07:07.704]',100.000,0.635,0.110
'[23:07:07.712]',100.781,0.659,0.118
'[23:07:07.720]',102.344,0.678,0.118
'[23:07:07.728]',100.781,0.698,0.118
'[23:07:07.736]',98.438,0.714,0.118
'[23:07:07.744]',94.531,0.725,0.118
'[23:07:07.752]',89.844,0.733,0.118
'[23:07:07.760]',85.938,0.745,0.118
'[23:07:07.768]',84.375,0.757,0.118
'[23:07:07.776]',85.156,0.765,0.118
'[23:07:07.784]',87.500,0.773,0.134
'[23:07:07.792]',89.062,0.776,0.165
'[23:07:07.800]',90.625,0.780,0.189
'[23:07:07.808]',90.625,0.780,0.197
'[23:07:07.816]',89.844,0.780,0.205
'[23:07:07.824]',89.062,0.776,0.268
'[23:07:07.832]',87.500,0.769,0.283
'[23:07:07.840]',86.719,0.757,0.291
'[23:07:07.848]',85.938,0.745,0.268
'[23:07:07.856]',84.375,0.733,0.228
'[23:07:07.864]',82.812,0.714,0.189
'[23:07:07.872]',82.031,0.698,0.142
'[23:07:07.880]',82.031,0.678,0.110
'[23:07:07.888]',82.031,0.659,0.102
'[23:07:07.896]',82.812,0.639,0.102
'[23:07:07.904]',82.812,0.616,0.094
'[23:07:07.912]',82.812,0.596,0.094
'[23:07:07.920]',82.031,0.580,0.063
'[23:07:07.928]',80.469,0.561,0.094
'[23:07:07.936]',79.688,0.545,0.331
'[23:07:07.944]',78.125,0.529,0.764
'[23:07:07.952]',77.344,0.518,1.252
'[23:07:07.960]',77.344,0.506,1.307
'[23:07:07.968]',77.344,0.490,0.913
'[23:07:07.976]',77.344,0.478,0.425
'[23:07:07.984]',76.562,0.467,0.220
'[23:07:07.992]',76.562,0.451,0.102
'[23:07:08.000]',75.781,0.439,0.039
'[23:07:08.008]',75.000,0.427,0.024
'[23:07:08.016]',75.000,0.420,0.016
'[23:07:08.024]',74.219,0.408,0.024
'[23:07:08.032]',73.438,0.396,0.024
'[23:07:08.040]',73.438,0.388,0.024
'[23:07:08.048]',73.438,0.380,0.039
'[23:07:08.056]',72.656,0.376,0.039
'[23:07:08.064]',72.656,0.369,0.039
'[23:07:08.072]',71.875,0.361,0.047
'[23:07:08.080]',71.875,0.357,0.063
'[23:07:08.088]',71.094,0.349,0.063
'[23:07:08.096]',71.094,0.345,0.071
'[23:07:08.104]',70.312,0.341,0.087
'[23:07:08.112]',70.312,0.333,0.094
'[23:07:08.120]',70.312,0.329,0.102
'[23:07:08.128]',70.312,0.325,0.110
'[23:07:08.136]',69.531,0.322,0.118
'[23:07:08.144]',69.531,0.322,0.118
'[23:07:08.152]',68.750,0.318,0.142
'[23:07:08.160]',68.750,0.318,0.150
'[23:07:08.168]',68.750,0.314,0.165
'[23:07:08.176]',68.750,0.314,0.189
'[23:07:08.184]',69.531,0.310,0.205
'[23:07:08.192]',71.875,0.310,0.220
'[23:07:08.200]',75.781,0.306,0.244
'[23:07:08.208]',80.469,0.302,0.276
'[23:07:08.216]',85.938,0.302,0.307
'[23:07:08.224]',90.625,0.298,0.331
'[23:07:08.232]',96.094,0.298,0.346
'[23:07:08.240]',101.562,0.294,0.354
'[23:07:08.248]',106.250,0.294,0.370
'[23:07:08.256]',110.938,0.290,0.378
'[23:07:08.264]',115.625,0.290,0.362
'[23:07:08.272]',119.531,0.286,0.339
'[23:07:08.280]',124.219,0.286,0.291
'[23:07:08.288]',128.906,0.282,0.244
'[23:07:08.296]',132.812,0.282,0.205
'[23:07:08.304]',137.500,0.278,0.173
'[23:07:08.312]',140.625,0.278,0.142
'[23:07:08.320]',142.969,0.275,0.126
'[23:07:08.328]',145.312,0.275,0.118
'[23:07:08.336]',146.875,0.271,0.118
'[23:07:08.344]',147.656,0.271,0.110
'[23:07:08.352]',148.438,0.271,0.110
'[23:07:08.360]',149.219,0.271,0.110
'[23:07:08.368]',149.219,0.271,0.110
'[23:07:08.376]',148.438,0.267,0.110
'[23:07:08.384]',148.438,0.267,0.110
'[23:07:08.392]',147.656,0.267,0.110
'[23:07:08.400]',146.094,0.263,0.110
'[23:07:08.408]',144.531,0.263,0.110
'[23:07:08.416]',142.969,0.263,0.110
'[23:07:08.424]',141.406,0.263,0.110
'[23:07:08.432]',139.062,0.263,0.110
'[23:07:08.440]',136.719,0.267,0.110
'[23:07:08.448]',134.375,0.271,0.118
'[23:07:08.456]',132.031,0.282,0.118
'[23:07:08.464]',128.906,0.294,0.118
'[23:07:08.472]',125.000,0.314,0.110
'[23:07:08.480]',121.094,0.333,0.118
'[23:07:08.488]',117.969,0.357,0.118
'[23:07:08.496]',114.062,0.384,0.118
'[23:07:08.504]',110.938,0.412,0.118
'[23:07:08.512]',108.594,0.439,0.110
'[23:07:08.520]',106.250,0.467,0.110
'[23:07:08.528]',103.906,0.494,0.110
'[23:07:08.536]',101.562,0.518,0.110
'[23:07:08.544]',100.000,0.541,0.110
'[23:07:08.552]',99.219,0.561,0.118
'[23:07:08.560]',97.656,0.584,0.118
'[23:07:08.568]',96.875,0.608,0.110
'[23:07:08.576]',96.094,0.627,0.118
'[23:07:08.584]',94.531,0.647,0.118
'[23:07:08.592]',93.750,0.667,0.118
'[23:07:08.600]',92.969,0.682,0.118
'[23:07:08.608]',92.969,0.698,0.150
'[23:07:08.616]',92.188,0.710,0.173
'[23:07:08.624]',91.406,0.718,0.181
'[23:07:08.632]',90.625,0.725,0.197
'[23:07:08.640]',89.844,0.733,0.228
'[23:07:08.648]',89.062,0.733,0.276
'[23:07:08.656]',89.062,0.737,0.283
'[23:07:08.664]',88.281,0.737,0.291
'[23:07:08.672]',88.281,0.737,0.244
'[23:07:08.680]',87.500,0.733,0.189
'[23:07:08.688]',87.500,0.729,0.150
'[23:07:08.696]',86.719,0.725,0.110
'[23:07:08.704]',85.938,0.718,0.087
'[23:07:08.712]',85.156,0.706,0.079
'[23:07:08.720]',84.375,0.694,0.087
'[23:07:08.728]',84.375,0.682,0.079
'[23:07:08.736]',83.594,0.667,0.063
'[23:07:08.744]',82.812,0.651,0.039
'[23:07:08.752]',82.812,0.635,0.189
'[23:07:08.760]',82.031,0.620,0.543
'[23:07:08.768]',81.250,0.600,1.047
'[23:07:08.776]',80.469,0.584,1.252
'[23:07:08.784]',80.469,0.565,1.031
'[23:07:08.792]',79.688,0.549,0.559
'[23:07:08.800]',79.688,0.533,0.268
'[23:07:08.808]',78.906,0.518,0.126
'[23:07:08.816]',78.125,0.502,0.039
'[23:07:08.824]',78.125,0.486,0.008
'[23:07:08.832]',77.344,0.475,0.008
'[23:07:08.840]',76.562,0.463,0.008
'[23:07:08.848]',76.562,0.451,0.000
'[23:07:08.856]',75.781,0.439,0.008
'[23:07:08.864]',75.781,0.427,0.016
'[23:07:08.872]',75.000,0.416,0.024
'[23:07:08.880]',75.000,0.408,0.024
'[23:07:08.888]',74.219,0.396,0.039
'[23:07:08.896]',74.219,0.384,0.039
'[23:07:08.904]',73.438,0.376,0.055
'[23:07:08.912]',73.438,0.369,0.063
'[23:07:08.920]',72.656,0.361,0.079
'[23:07:08.928]',72.656,0.353,0.094
'[23:07:08.936]',72.656,0.349,0.094
'[23:07:08.944]',71.875,0.341,0.110
'[23:07:08.952]',71.875,0.337,0.118
'[23:07:08.960]',71.875,0.333,0.134
'[23:07:08.968]',71.094,0.329,0.142
'[23:07:08.976]',70.312,0.325,0.157
'[23:07:08.984]',70.312,0.322,0.165
'[23:07:08.992]',70.312,0.322,0.189
'[23:07:09.000]',70.312,0.318,0.205
'[23:07:09.008]',71.875,0.314,0.220
'[23:07:09.016]',74.219,0.314,0.244
'[23:07:09.024]',78.125,0.310,0.268
'[23:07:09.032]',82.812,0.310,0.291
'[23:07:09.040]',88.281,0.306,0.315
'[23:07:09.048]',93.750,0.306,0.331
'[23:07:09.056]',99.219,0.306,0.354
'[23:07:09.064]',103.906,0.306,0.362
'[23:07:09.072]',108.594,0.302,0.378
'[23:07:09.080]',113.281,0.302,0.370
'[23:07:09.088]',117.188,0.298,0.346
'[23:07:09.096]',121.875,0.298,0.291
'[23:07:09.104]',126.562,0.294,0.252
'[23:07:09.112]',130.469,0.294,0.205
'[23:07:09.120]',135.156,0.290,0.181
'[23:07:09.128]',139.062,0.290,0.150
'[23:07:09.136]',142.188,0.286,0.134
'[23:07:09.144]',144.531,0.286,0.118
'[23:07:09.152]',146.094,0.286,0.118
'[23:07:09.160]',146.875,0.282,0.118
'[23:07:09.168]',147.656,0.282,0.118
'[23:07:09.176]',147.656,0.278,0.118
'[23:07:09.184]',146.875,0.275,0.118
'[23:07:09.192]',146.875,0.275,0.110
'[23:07:09.200]',146.094,0.271,0.118
'[23:07:09.208]',145.312,0.271,0.118
'[23:07:09.216]',144.531,0.267,0.118
'[23:07:09.224]',143.750,0.267,0.110
'[23:07:09.232]',142.188,0.263,0.110
'[23:07:09.240]',141.406,0.263,0.118
'[23:07:09.248]',139.844,0.263,0.118
'[23:07:09.256]',137.500,0.263,0.118
'[23:07:09.264]',135.156,0.267,0.118
'[23:07:09.272]',132.812,0.271,0.126
'[23:07:09.280]',129.688,0.282,0.118
'[23:07:09.288]',126.562,0.298,0.126
'[23:07:09.296]',122.656,0.314,0.126
'[23:07:09.304]',118.750,0.337,0.134
'[23:07:09.312]',114.844,0.361,0.118
'[23:07:09.320]',111.719,0.384,0.126
'[23:07:09.328]',108.594,0.412,0.118
'[23:07:09.336]',106.250,0.439,0.134
'[23:07:09.344]',103.906,0.463,0.118
'[23:07:09.352]',102.344,0.482,0.126
'[23:07:09.360]',100.781,0.510,0.126
'[23:07:09.368]',99.219,0.529,0.126
'[23:07:09.376]',97.656,0.545,0.118
'[23:07:09.384]',96.094,0.565,0.118
'[23:07:09.392]',95.312,0.584,0.134
'[23:07:09.400]',94.531,0.604,0.134
'[23:07:09.408]',93.750,0.620,0.126
'[23:07:09.416]',93.750,0.635,0.134
'[23:07:09.424]',92.969,0.647,0.150
'[23:07:09.432]',92.188,0.659,0.181
'[23:07:09.440]',91.406,0.667,0.189
'[23:07:09.448]',90.625,0.675,0.213
'[23:07:09.456]',89.844,0.678,0.236
'[23:07:09.464]',89.844,0.682,0.291
'[23:07:09.472]',89.062,0.686,0.299
'[23:07:09.480]',89.062,0.686,0.307
'[23:07:09.488]',89.062,0.686,0.268
'[23:07:09.496]',89.062,0.682,0.220
'[23:07:09.504]',88.281,0.678,0.181
'[23:07:09.512]',87.500,0.675,0.134
'[23:07:09.520]',86.719,0.667,0.110
'[23:07:09.528]',85.938,0.659,0.102
'[23:07:09.536]',85.156,0.647,0.102
'[23:07:09.544]',84.375,0.635,0.102
'[23:07:09.552]',84.375,0.624,0.094
