'Time','II','III','AVR','AVL','AVF','V','RESP','PLETH','ABP'
'[14:52:51.869]',-0.095,-,0.665,-,-,0.355,0.144,2.373,91.124
'[14:52:51.877]',-0.075,-,0.635,-,-,0.345,0.142,2.305,90.737
'[14:52:51.885]',-0.090,-,0.655,-,-,0.355,0.141,2.237,90.375
'[14:52:51.893]',-0.075,-,0.630,-,-,0.340,0.140,2.171,90.057
'[14:52:51.901]',-0.095,-,0.670,-,-,0.350,0.139,2.109,89.625
'[14:52:51.909]',-0.065,-,0.625,-,-,0.345,0.139,2.054,89.168
'[14:52:51.917]',-0.086,-,0.660,-,-,0.350,0.138,2.008,88.737
'[14:52:51.925]',-0.050,-,0.620,-,-,0.335,0.138,1.975,88.305
'[14:52:51.933]',-0.055,-,0.630,-,-,0.335,0.138,1.955,87.873
'[14:52:51.941]',0.325,-,0.370,-,-,0.195,0.138,1.948,87.378
'[14:52:51.949]',0.865,-,0.080,-,-,-0.476,0.139,1.948,86.876
'[14:52:51.957]',1.501,-,-0.281,-,-,-0.500,0.140,1.955,86.375
'[14:52:51.965]',1.501,-,-0.500,-,-,-0.500,0.142,1.968,85.873
'[14:52:51.973]',1.501,-,-0.500,-,-,-0.500,0.145,1.981,85.422
'[14:52:51.981]',1.305,-,-0.256,-,-,-0.500,0.149,1.995,84.990
'[14:52:51.989]',0.605,-,0.180,-,-,-0.476,0.153,2.006,84.559
'[14:52:51.997]',0.035,-,0.580,-,-,0.225,0.160,2.010,84.241
'[14:52:52.005]',-0.110,-,0.655,-,-,0.500,0.166,2.008,84.057
'[14:52:52.013]',-0.175,-,0.705,-,-,0.580,0.173,2.002,83.879
'[14:52:52.021]',-0.191,-,0.720,-,-,0.595,0.180,1.991,83.810
'[14:52:52.029]',-0.186,-,0.700,-,-,0.615,0.187,1.977,83.810
'[14:52:52.037]',-0.216,-,0.735,-,-,0.610,0.194,1.958,83.879
'[14:52:52.045]',-0.211,-,0.720,-,-,0.615,0.203,1.935,83.879
'[14:52:52.053]',-0.231,-,0.745,-,-,0.620,0.212,1.914,83.924
'[14:52:52.061]',-0.200,-,0.710,-,-,0.615,0.223,1.892,83.924
'[14:52:52.069]',-0.220,-,0.735,-,-,0.610,0.234,1.870,83.810
'[14:52:52.077]',-0.200,-,0.715,-,-,0.600,0.247,1.848,83.625
'[14:52:52.085]',-0.216,-,0.735,-,-,0.590,0.260,1.828,83.352
'[14:52:52.093]',-0.196,-,0.700,-,-,0.585,0.274,1.807,82.990
'[14:52:52.101]',-0.211,-,0.730,-,-,0.590,0.289,1.787,82.559
'[14:52:52.109]',-0.175,-,0.690,-,-,0.570,0.302,1.765,82.108
'[14:52:52.117]',-0.196,-,0.720,-,-,0.575,0.315,1.745,81.676
'[14:52:52.125]',-0.155,-,0.675,-,-,0.560,0.328,1.724,81.308
'[14:52:52.133]',-0.171,-,0.705,-,-,0.565,0.341,1.704,80.927
'[14:52:52.141]',-0.146,-,0.670,-,-,0.545,0.356,1.683,80.495
'[14:52:52.149]',-0.155,-,0.695,-,-,0.550,0.370,1.666,80.178
'[14:52:52.157]',-0.130,-,0.665,-,-,0.535,0.386,1.650,79.860
'[14:52:52.165]',-0.140,-,0.680,-,-,0.550,0.402,1.634,79.676
'[14:52:52.173]',-0.110,-,0.650,-,-,0.530,0.417,1.620,79.492
'[14:52:52.181]',-0.126,-,0.675,-,-,0.525,0.431,1.604,79.314
'[14:52:52.189]',-0.095,-,0.645,-,-,0.540,0.444,1.588,79.105
'[14:52:52.197]',-0.100,-,0.650,-,-,0.525,0.457,1.571,78.857
'[14:52:52.205]',-0.061,-,0.620,-,-,0.540,0.471,1.551,78.610
'[14:52:52.213]',-0.065,-,0.635,-,-,0.530,0.485,1.534,78.356
'[14:52:52.221]',-0.025,-,0.600,-,-,0.545,0.500,1.516,78.248
'[14:52:52.229]',-0.005,-,0.585,-,-,0.540,0.515,1.500,78.178
'[14:52:52.237]',0.020,-,0.595,-,-,0.545,0.530,1.483,78.248
'[14:52:52.245]',0.020,-,0.570,-,-,0.520,0.546,1.467,78.248
'[14:52:52.253]',0.040,-,0.575,-,-,0.525,0.561,1.457,78.248
'[14:52:52.261]',0.044,-,0.555,-,-,0.500,0.577,1.447,78.178
'[14:52:52.269]',0.030,-,0.575,-,-,0.485,0.591,1.434,78.108
'[14:52:52.277]',0.055,-,0.540,-,-,0.460,0.606,1.422,78.425
'[14:52:52.285]',0.030,-,0.565,-,-,0.445,0.619,1.409,79.492
'[14:52:52.293]',0.044,-,0.545,-,-,0.420,0.632,1.394,82.171
'[14:52:52.301]',-0.000,-,0.580,-,-,0.405,0.646,1.381,87.238
'[14:52:52.309]',-0.021,-,0.575,-,-,0.395,0.660,1.371,95.232
'[14:52:52.317]',-0.055,-,0.625,-,-,0.400,0.674,1.364,105.752
'[14:52:52.325]',-0.065,-,0.615,-,-,0.390,0.688,1.357,117.562
'[14:52:52.333]',-0.106,-,0.655,-,-,0.405,0.700,1.351,129.232
'[14:52:52.341]',-0.110,-,0.650,-,-,0.395,0.713,1.346,139.321
'[14:52:52.349]',-0.135,-,0.675,-,-,0.410,0.724,1.343,146.927
'[14:52:52.357]',-0.130,-,0.660,-,-,0.395,0.735,1.342,151.492
'[14:52:52.365]',-0.155,-,0.690,-,-,0.410,0.745,1.339,152.813
'[14:52:52.373]',-0.146,-,0.670,-,-,0.405,0.755,1.334,151.175
'[14:52:52.381]',-0.166,-,0.700,-,-,0.405,0.764,1.328,147.429
'[14:52:52.389]',-0.146,-,0.675,-,-,0.410,0.773,1.321,142.610
'[14:52:52.397]',-0.166,-,0.700,-,-,0.410,0.781,1.313,137.498
'[14:52:52.405]',-0.135,-,0.665,-,-,0.410,0.789,1.305,132.552
'[14:52:52.413]',-0.120,-,0.655,-,-,0.420,0.795,1.295,127.873
'[14:52:52.421]',-0.160,-,0.700,-,-,0.410,0.802,1.285,123.486
'[14:52:52.429]',-0.126,-,0.665,-,-,0.420,0.807,1.276,119.422
'[14:52:52.437]',-0.146,-,0.690,-,-,0.410,0.812,1.264,115.746
'[14:52:52.445]',-0.130,-,0.675,-,-,0.405,0.816,1.252,112.248
'[14:52:52.453]',-0.151,-,0.690,-,-,0.415,0.819,1.243,109.067
'[14:52:52.461]',-0.120,-,0.665,-,-,0.410,0.822,1.237,106.000
'[14:52:52.469]',-0.146,-,0.690,-,-,0.415,0.826,1.228,103.048
'[14:52:52.477]',-0.120,-,0.660,-,-,0.405,0.828,1.218,100.184
'[14:52:52.485]',-0.146,-,0.690,-,-,0.405,0.830,1.211,97.733
'[14:52:52.493]',-0.126,-,0.665,-,-,0.390,0.832,1.206,96.190
'[14:52:52.501]',-0.146,-,0.690,-,-,0.400,0.834,1.201,95.867
'[14:52:52.509]',-0.120,-,0.660,-,-,0.390,0.835,1.196,96.730
'[14:52:52.517]',-0.135,-,0.680,-,-,0.400,0.836,1.191,98.483
'[14:52:52.525]',-0.120,-,0.655,-,-,0.380,0.837,1.187,100.756
'[14:52:52.533]',-0.151,-,0.690,-,-,0.390,0.838,1.188,103.048
'[14:52:52.541]',-0.115,-,0.650,-,-,0.385,0.839,1.197,105.251
'[14:52:52.549]',-0.140,-,0.680,-,-,0.395,0.840,1.216,107.111
'[14:52:52.557]',-0.130,-,0.665,-,-,0.380,0.841,1.250,108.432
'[14:52:52.565]',-0.146,-,0.685,-,-,0.390,0.842,1.307,109.244
'[14:52:52.573]',-0.126,-,0.660,-,-,0.370,0.844,1.391,109.498
'[14:52:52.581]',-0.120,-,0.680,-,-,0.380,0.845,1.506,109.111
'[14:52:52.589]',-0.135,-,0.660,-,-,0.370,0.846,1.652,108.248
'[14:52:52.597]',-0.126,-,0.690,-,-,0.380,0.847,1.820,107.067
'[14:52:52.605]',-0.146,-,0.655,-,-,0.365,0.849,2.001,105.752
'[14:52:52.613]',-0.126,-,0.690,-,-,0.365,0.850,2.182,104.432
'[14:52:52.621]',-0.151,-,0.675,-,-,0.340,0.851,2.351,103.251
'[14:52:52.629]',-0.191,-,0.710,-,-,0.335,0.853,2.499,102.114
'[14:52:52.637]',-0.200,-,0.690,-,-,0.325,0.855,2.618,101.117
'[14:52:52.645]',-0.186,-,0.705,-,-,0.330,0.857,2.704,100.254
'[14:52:52.653]',-0.200,-,0.675,-,-,0.335,0.859,2.755,99.549
'[14:52:52.661]',-0.140,-,0.655,-,-,0.310,0.861,2.779,98.933
'[14:52:52.669]',-0.095,-,0.630,-,-,0.315,0.863,2.788,98.438
'[14:52:52.677]',-0.075,-,0.610,-,-,0.315,0.865,2.779,97.981
'[14:52:52.685]',-0.100,-,0.660,-,-,0.345,0.867,2.754,97.549
'[14:52:52.693]',-0.081,-,0.630,-,-,0.355,0.869,2.716,97.048
'[14:52:52.701]',-0.120,-,0.685,-,-,0.355,0.872,2.668,96.552
'[14:52:52.709]',-0.095,-,0.650,-,-,0.350,0.874,2.613,96.121
'[14:52:52.717]',-0.110,-,0.670,-,-,0.360,0.877,2.553,95.619
'[14:52:52.725]',-0.086,-,0.645,-,-,0.345,0.880,2.490,95.054
'[14:52:52.733]',-0.106,-,0.670,-,-,0.360,0.883,2.423,94.552
'[14:52:52.741]',-0.081,-,0.640,-,-,0.345,0.886,2.357,94.051
'[14:52:52.749]',-0.095,-,0.665,-,-,0.360,0.889,2.297,93.556
'[14:52:52.757]',-0.075,-,0.640,-,-,0.340,0.892,2.244,93.054
'[14:52:52.765]',-0.090,-,0.665,-,-,0.360,0.895,2.194,92.483
'[14:52:52.773]',-0.070,-,0.640,-,-,0.340,0.899,2.150,91.987
'[14:52:52.781]',-0.075,-,0.645,-,-,0.340,0.902,2.115,91.486
'[14:52:52.789]',0.015,-,0.570,-,-,0.315,0.905,2.090,90.984
'[14:52:52.797]',0.345,-,0.380,-,-,0.140,0.909,2.075,90.489
'[14:52:52.805]',0.900,-,0.060,-,-,-0.500,0.912,2.070,89.987
'[14:52:52.813]',1.446,-,-0.216,-,-,-0.500,0.915,2.073,89.486
'[14:52:52.821]',1.501,-,-0.500,-,-,-0.500,0.919,2.079,88.990
'[14:52:52.829]',1.501,-,-0.500,-,-,-0.500,0.922,2.086,88.559
'[14:52:52.837]',1.366,-,-0.310,-,-,-0.500,0.926,2.091,88.241
'[14:52:52.845]',0.565,-,0.215,-,-,-0.441,0.930,2.092,87.917
'[14:52:52.853]',0.015,-,0.585,-,-,0.210,0.934,2.092,87.670
'[14:52:52.861]',-0.110,-,0.670,-,-,0.485,0.938,2.090,87.422
'[14:52:52.869]',-0.166,-,0.700,-,-,0.555,0.943,2.085,87.378
'[14:52:52.877]',-0.191,-,0.720,-,-,0.575,0.948,2.077,87.308
'[14:52:52.885]',-0.216,-,0.740,-,-,0.595,0.953,2.065,87.308
'[14:52:52.893]',-0.200,-,0.720,-,-,0.590,0.957,2.049,87.378
'[14:52:52.901]',-0.220,-,0.745,-,-,0.605,0.963,2.027,87.422
'[14:52:52.909]',-0.196,-,0.720,-,-,0.595,0.967,2.004,87.422
'[14:52:52.917]',-0.220,-,0.740,-,-,0.605,0.972,1.979,87.378
'[14:52:52.925]',-0.196,-,0.720,-,-,0.590,0.977,1.957,87.238
'[14:52:52.933]',-0.211,-,0.735,-,-,0.590,0.981,1.935,86.921
'[14:52:52.941]',-0.191,-,0.715,-,-,0.575,0.986,1.911,86.629
'[14:52:52.949]',-0.200,-,0.730,-,-,0.575,0.990,1.889,86.127
'[14:52:52.957]',-0.171,-,0.700,-,-,0.560,0.995,1.868,85.670
'[14:52:52.965]',-0.191,-,0.725,-,-,0.570,1.000,1.848,85.124
'[14:52:52.973]',-0.160,-,0.690,-,-,0.550,1.000,1.827,84.629
'[14:52:52.981]',-0.171,-,0.710,-,-,0.560,1.000,1.806,84.127
'[14:52:52.989]',-0.146,-,0.680,-,-,0.540,1.000,1.786,83.625
'[14:52:52.997]',-0.166,-,0.705,-,-,0.545,1.000,1.765,83.175
'[14:52:53.005]',-0.135,-,0.675,-,-,0.530,1.000,1.745,82.743
'[14:52:53.013]',-0.146,-,0.695,-,-,0.525,1.000,1.724,82.356
'[14:52:53.021]',-0.120,-,0.665,-,-,0.535,1.000,1.705,81.994
'[14:52:53.029]',-0.126,-,0.655,-,-,0.520,1.000,1.688,81.606
'[14:52:53.037]',-0.106,-,0.680,-,-,0.530,1.000,1.671,81.308
'[14:52:53.045]',-0.110,-,0.655,-,-,0.520,1.000,1.655,80.927
'[14:52:53.053]',-0.081,-,0.670,-,-,0.530,1.000,1.640,80.559
'[14:52:53.061]',-0.061,-,0.630,-,-,0.520,1.000,1.623,80.178
'[14:52:53.069]',-0.065,-,0.645,-,-,0.530,1.000,1.606,79.924
'[14:52:53.077]',-0.025,-,0.610,-,-,0.520,1.000,1.589,79.810
'[14:52:53.085]',-0.005,-,0.615,-,-,0.530,1.000,1.571,79.810
'[14:52:53.093]',0.020,-,0.580,-,-,0.520,1.000,1.551,79.924
'[14:52:53.101]',0.015,-,0.600,-,-,0.520,1.000,1.535,80.108
'[14:52:53.109]',0.050,-,0.555,-,-,0.500,1.000,1.522,80.241
'[14:52:53.117]',0.040,-,0.570,-,-,0.495,1.000,1.507,80.425
'[14:52:53.125]',0.065,-,0.545,-,-,0.470,1.000,1.493,80.813
'[14:52:53.133]',0.035,-,0.570,-,-,0.460,1.000,1.480,81.562
'[14:52:53.141]',0.065,-,0.535,-,-,0.430,1.000,1.468,83.244
'[14:52:53.149]',0.020,-,0.575,-,-,0.420,1.000,1.460,86.629
'[14:52:53.157]',0.020,-,0.560,-,-,0.385,1.000,1.454,92.483
'[14:52:53.165]',-0.035,-,0.620,-,-,0.390,1.000,1.445,101.117
'[14:52:53.173]',-0.030,-,0.595,-,-,0.375,1.000,1.437,111.930
'[14:52:53.181]',-0.086,-,0.650,-,-,0.380,1.000,1.430,123.625
'[14:52:53.189]',-0.081,-,0.630,-,-,0.375,1.000,1.424,134.756
'[14:52:53.197]',-0.130,-,0.680,-,-,0.380,1.000,1.417,143.930
'[14:52:53.205]',-0.120,-,0.655,-,-,0.390,1.000,1.409,150.381
'[14:52:53.213]',-0.160,-,0.700,-,-,0.380,1.000,1.399,153.695
'[14:52:53.221]',-0.166,-,0.670,-,-,0.395,1.000,1.389,153.879
'[14:52:53.229]',-0.135,-,0.665,-,-,0.390,0.990,1.379,151.492
'[14:52:53.237]',-0.160,-,0.690,-,-,0.405,0.980,1.370,147.429
'[14:52:53.245]',-0.146,-,0.675,-,-,0.390,0.968,1.365,142.749
'[14:52:53.253]',-0.166,-,0.705,-,-,0.405,0.957,1.361,138.114
'[14:52:53.261]',-0.146,-,0.680,-,-,0.395,0.944,1.353,133.752
'[14:52:53.269]',-0.155,-,0.695,-,-,0.410,0.931,1.343,129.689
'[14:52:53.277]',-0.130,-,0.665,-,-,0.400,0.916,1.331,125.943
'[14:52:53.285]',-0.155,-,0.700,-,-,0.410,0.901,1.318,122.444
'[14:52:53.293]',-0.130,-,0.665,-,-,0.400,0.887,1.303,119.175
'[14:52:53.301]',-0.151,-,0.695,-,-,0.405,0.873,1.289,115.879
'[14:52:53.309]',-0.126,-,0.665,-,-,0.395,0.859,1.277,112.565
'[14:52:53.317]',-0.151,-,0.695,-,-,0.400,0.845,1.265,109.067
'[14:52:53.325]',-0.140,-,0.675,-,-,0.385,0.830,1.256,105.429
'[14:52:53.333]',-0.146,-,0.695,-,-,0.400,0.815,1.249,101.937
'[14:52:53.341]',-0.126,-,0.665,-,-,0.380,0.799,1.243,99.003
'[14:52:53.349]',-0.146,-,0.690,-,-,0.390,0.783,1.240,97.117
'[14:52:53.357]',-0.120,-,0.660,-,-,0.375,0.766,1.239,96.616
'[14:52:53.365]',-0.151,-,0.695,-,-,0.385,0.750,1.236,97.479
'[14:52:53.373]',-0.126,-,0.665,-,-,0.365,0.734,1.232,99.365
'[14:52:53.381]',-0.146,-,0.690,-,-,0.380,0.718,1.228,101.797
'[14:52:53.389]',-0.126,-,0.665,-,-,0.365,0.704,1.229,104.362
'[14:52:53.397]',-0.155,-,0.700,-,-,0.380,0.690,1.239,106.679
'[14:52:53.405]',-0.130,-,0.665,-,-,0.365,0.677,1.267,108.495
'[14:52:53.413]',-0.146,-,0.690,-,-,0.375,0.664,1.316,109.746
'[14:52:53.421]',-0.126,-,0.670,-,-,0.365,0.651,1.390,110.362
'[14:52:53.429]',-0.146,-,0.685,-,-,0.360,0.638,1.497,110.425
'[14:52:53.437]',-0.126,-,0.690,-,-,0.375,0.625,1.633,109.860
'[14:52:53.445]',-0.120,-,0.660,-,-,0.360,0.612,1.769,108.863
'[14:52:53.453]',-0.146,-,0.695,-,-,0.375,0.601,1.909,107.568
'[14:52:53.461]',-0.120,-,0.660,-,-,0.355,0.590,2.075,106.114
'[14:52:53.469]',-0.151,-,0.700,-,-,0.365,0.580,2.245,104.679
'[14:52:53.477]',-0.120,-,0.665,-,-,0.350,0.570,2.407,103.435
'[14:52:53.485]',-0.191,-,0.715,-,-,0.335,0.559,2.549,102.254
'[14:52:53.493]',-0.186,-,0.700,-,-,0.315,0.549,2.665,101.295
'[14:52:53.501]',-0.211,-,0.725,-,-,0.325,0.538,2.750,100.546
'[14:52:53.509]',-0.175,-,0.680,-,-,0.320,0.527,2.806,100.006
'[14:52:53.517]',-0.155,-,0.695,-,-,0.325,0.516,2.837,99.435
'[14:52:53.525]',-0.100,-,0.630,-,-,0.305,0.505,2.846,99.003
'[14:52:53.533]',-0.110,-,0.665,-,-,0.320,0.494,2.838,98.483
'[14:52:53.541]',-0.075,-,0.630,-,-,0.330,0.484,2.816,98.051
'[14:52:53.549]',-0.106,-,0.675,-,-,0.360,0.475,2.787,97.549
'[14:52:53.557]',-0.095,-,0.650,-,-,0.345,0.466,2.749,97.048
'[14:52:53.565]',-0.120,-,0.685,-,-,0.360,0.458,2.703,96.438
'[14:52:53.573]',-0.086,-,0.650,-,-,0.345,0.451,2.650,95.867
'[14:52:53.581]',-0.106,-,0.675,-,-,0.355,0.443,2.590,95.232
'[14:52:53.589]',-0.070,-,0.635,-,-,0.340,0.435,2.524,94.622
'[14:52:53.597]',-0.086,-,0.655,-,-,0.345,0.428,2.455,93.987
'[14:52:53.605]',-0.070,-,0.640,-,-,0.340,0.420,2.388,93.371
'[14:52:53.613]',-0.065,-,0.655,-,-,0.355,0.414,2.326,92.806
'[14:52:53.621]',-0.081,-,0.660,-,-,0.340,0.408,2.270,92.190
'[14:52:53.629]',-0.065,-,0.645,-,-,0.345,0.402,2.222,91.625
'[14:52:53.637]',-0.081,-,0.660,-,-,0.350,0.397,2.186,91.054
'[14:52:53.645]',-0.021,-,0.610,-,-,0.325,0.392,2.161,90.552
'[14:52:53.653]',0.240,-,0.430,-,-,0.260,0.387,2.147,90.057
'[14:52:53.661]',0.760,-,0.140,-,-,-0.291,0.382,2.141,89.625
'[14:52:53.669]',1.350,-,-0.171,-,-,-0.500,0.378,2.142,89.168
'[14:52:53.677]',1.501,-,-0.476,-,-,-0.500,0.373,2.148,88.737
'[14:52:53.685]',1.501,-,-0.500,-,-,-0.500,0.369,2.154,88.305
'[14:52:53.693]',1.431,-,-0.310,-,-,-0.500,0.364,2.160,87.873
'[14:52:53.701]',0.775,-,0.095,-,-,-0.500,0.360,2.164,87.556
'[14:52:53.709]',0.120,-,0.525,-,-,0.100,0.356,2.157,87.238
'[14:52:53.717]',-0.106,-,0.670,-,-,0.465,0.353,2.143,87.054
'[14:52:53.725]',-0.146,-,0.695,-,-,0.550,0.350,2.129,86.921
'[14:52:53.733]',-0.191,-,0.725,-,-,0.590,0.347,2.113,86.876
'[14:52:53.741]',-0.191,-,0.715,-,-,0.590,0.344,2.096,86.876
'[14:52:53.749]',-0.216,-,0.745,-,-,0.610,0.342,2.076,86.921
'[14:52:53.757]',-0.191,-,0.715,-,-,0.605,0.339,2.056,86.921
'[14:52:53.765]',-0.216,-,0.745,-,-,0.615,0.336,2.033,86.990
'[14:52:53.773]',-0.166,-,0.685,-,-,0.605,0.334,2.009,86.921
'[14:52:53.781]',-0.200,-,0.725,-,-,0.605,0.332,1.984,86.806
'[14:52:53.789]',-0.191,-,0.710,-,-,0.585,0.330,1.962,86.559
'[14:52:53.797]',-0.211,-,0.740,-,-,0.590,0.328,1.941,86.241
'[14:52:53.805]',-0.186,-,0.705,-,-,0.580,0.326,1.919,85.810
'[14:52:53.813]',-0.191,-,0.720,-,-,0.575,0.324,1.894,85.238
'[14:52:53.821]',-0.166,-,0.695,-,-,0.580,0.322,1.870,84.743
'[14:52:53.829]',-0.175,-,0.690,-,-,0.570,0.320,1.847,84.171
'[14:52:53.837]',-0.155,-,0.715,-,-,0.555,0.318,1.825,83.670
'[14:52:53.845]',-0.146,-,0.675,-,-,0.550,0.316,1.807,83.175
'[14:52:53.853]',-0.166,-,0.710,-,-,0.555,0.314,1.791,82.673
'[14:52:53.861]',-0.135,-,0.675,-,-,0.540,0.312,1.772,82.311
'[14:52:53.869]',-0.151,-,0.700,-,-,0.545,0.310,1.752,81.924
'[14:52:53.877]',-0.115,-,0.660,-,-,0.535,0.308,1.729,81.606
'[14:52:53.885]',-0.135,-,0.690,-,-,0.545,0.306,1.706,81.359
'[14:52:53.893]',-0.090,-,0.645,-,-,0.535,0.305,1.684,81.175
'[14:52:53.901]',-0.106,-,0.670,-,-,0.540,0.305,1.664,80.990
'[14:52:53.909]',-0.070,-,0.640,-,-,0.525,0.304,1.643,80.813
'[14:52:53.917]',-0.075,-,0.650,-,-,0.540,0.304,1.625,80.495
'[14:52:53.925]',-0.025,-,0.605,-,-,0.535,0.304,1.605,80.241
'[14:52:53.933]',-0.030,-,0.625,-,-,0.545,0.304,1.585,79.994
'[14:52:53.941]',0.030,-,0.565,-,-,0.535,0.305,1.563,79.924
'[14:52:53.949]',0.020,-,0.585,-,-,0.535,0.305,1.544,79.860
'[14:52:53.957]',0.055,-,0.550,-,-,0.520,0.305,1.529,79.924
'[14:52:53.965]',0.040,-,0.570,-,-,0.520,0.305,1.514,79.860
'[14:52:53.973]',0.075,-,0.530,-,-,0.500,0.306,1.500,79.746
'[14:52:53.981]',0.055,-,0.560,-,-,0.495,0.307,1.489,79.492
'[14:52:53.989]',0.085,-,0.510,-,-,0.465,0.308,1.478,79.244
'[14:52:53.997]',0.050,-,0.555,-,-,0.455,0.309,1.467,79.314
'[14:52:54.005]',0.080,-,0.510,-,-,0.435,0.310,1.457,80.063
'[14:52:54.013]',0.010,-,0.575,-,-,0.420,0.312,1.447,82.311
'[14:52:54.021]',-0.010,-,0.590,-,-,0.400,0.313,1.437,86.559
'[14:52:54.029]',-0.041,-,0.580,-,-,0.405,0.314,1.427,93.302
'[14:52:54.037]',-0.061,-,0.620,-,-,0.400,0.315,1.417,102.432
'[14:52:54.045]',-0.086,-,0.610,-,-,0.405,0.316,1.410,113.111
'[14:52:54.053]',-0.110,-,0.660,-,-,0.410,0.317,1.405,124.057
'[14:52:54.061]',-0.126,-,0.645,-,-,0.395,0.318,1.398,133.867
'[14:52:54.069]',-0.140,-,0.680,-,-,0.410,0.318,1.390,141.498
'[14:52:54.077]',-0.126,-,0.655,-,-,0.400,0.319,1.381,146.311
'[14:52:54.085]',-0.160,-,0.695,-,-,0.405,0.319,1.371,148.133
'[14:52:54.093]',-0.130,-,0.655,-,-,0.405,0.319,1.362,147.130
'[14:52:54.101]',-0.160,-,0.695,-,-,0.410,0.318,1.352,143.860
'[14:52:54.109]',-0.135,-,0.670,-,-,0.405,0.317,1.343,139.111
'[14:52:54.117]',-0.151,-,0.695,-,-,0.415,0.316,1.333,133.752
'[14:52:54.125]',-0.126,-,0.665,-,-,0.405,0.314,1.324,128.235
'[14:52:54.133]',-0.146,-,0.690,-,-,0.415,0.312,1.316,122.806
'[14:52:54.141]',-0.110,-,0.655,-,-,0.405,0.308,1.307,117.378
'[14:52:54.149]',-0.140,-,0.685,-,-,0.415,0.304,1.301,111.994
'[14:52:54.157]',-0.110,-,0.655,-,-,0.405,0.299,1.295,106.933
'[14:52:54.165]',-0.135,-,0.685,-,-,0.410,0.294,1.287,102.368
'[14:52:54.173]',-0.095,-,0.635,-,-,0.405,0.288,1.279,98.616
'[14:52:54.181]',-0.135,-,0.690,-,-,0.405,0.282,1.269,95.549
'[14:52:54.189]',-0.115,-,0.660,-,-,0.390,0.276,1.262,93.124
'[14:52:54.197]',-0.146,-,0.695,-,-,0.385,0.270,1.253,91.238
'[14:52:54.205]',-0.120,-,0.660,-,-,0.395,0.265,1.244,90.235
'[14:52:54.213]',-0.135,-,0.685,-,-,0.380,0.259,1.238,90.375
'[14:52:54.221]',-0.146,-,0.670,-,-,0.390,0.253,1.229,91.625
'[14:52:54.229]',-0.115,-,0.655,-,-,0.380,0.246,1.219,93.689
'[14:52:54.237]',-0.140,-,0.680,-,-,0.385,0.239,1.211,96.190
'[14:52:54.245]',-0.120,-,0.660,-,-,0.375,0.233,1.207,98.800
'[14:52:54.253]',-0.146,-,0.690,-,-,0.385,0.227,1.207,101.295
'[14:52:54.261]',-0.120,-,0.655,-,-,0.375,0.222,1.210,103.435
'[14:52:54.269]',-0.146,-,0.690,-,-,0.380,0.217,1.221,104.997
'[14:52:54.277]',-0.120,-,0.665,-,-,0.370,0.212,1.248,105.930
'[14:52:54.285]',-0.135,-,0.680,-,-,0.380,0.208,1.296,106.292
'[14:52:54.293]',-0.120,-,0.665,-,-,0.365,0.204,1.371,106.184
'[14:52:54.301]',-0.146,-,0.695,-,-,0.375,0.199,1.476,105.429
'[14:52:54.309]',-0.120,-,0.660,-,-,0.370,0.195,1.608,104.298
'[14:52:54.317]',-0.135,-,0.680,-,-,0.380,0.190,1.760,102.933
'[14:52:54.325]',-0.115,-,0.665,-,-,0.365,0.186,1.921,101.505
'[14:52:54.333]',-0.140,-,0.685,-,-,0.375,0.181,2.082,100.051
'[14:52:54.341]',-0.126,-,0.660,-,-,0.345,0.177,2.234,98.730
'[14:52:54.349]',-0.191,-,0.710,-,-,0.340,0.173,2.353,97.549
'[14:52:54.357]',-0.191,-,0.700,-,-,0.320,0.169,2.447,96.483
'[14:52:54.365]',-0.200,-,0.710,-,-,0.335,0.166,2.528,95.619
'[14:52:54.373]',-0.151,-,0.650,-,-,0.320,0.163,2.587,94.870
'[14:52:54.381]',-0.140,-,0.660,-,-,0.315,0.160,2.619,94.305
'[14:52:54.389]',-0.075,-,0.615,-,-,0.305,0.157,2.628,93.873
'[14:52:54.397]',-0.095,-,0.655,-,-,0.325,0.154,2.616,93.486
'[14:52:54.405]',-0.081,-,0.645,-,-,0.340,0.151,2.586,93.124
'[14:52:54.413]',-0.106,-,0.670,-,-,0.360,0.149,2.538,92.806
'[14:52:54.421]',-0.090,-,0.650,-,-,0.350,0.147,2.479,92.438
'[14:52:54.429]',-0.106,-,0.675,-,-,0.345,0.146,2.413,92.121
'[14:52:54.437]',-0.090,-,0.650,-,-,0.360,0.145,2.341,91.803
'[14:52:54.445]',-0.081,-,0.645,-,-,0.345,0.144,2.276,91.441
'[14:52:54.453]',-0.090,-,0.660,-,-,0.360,0.143,2.214,91.124
'[14:52:54.461]',-0.065,-,0.630,-,-,0.350,0.142,2.148,90.806
'[14:52:54.469]',-0.095,-,0.675,-,-,0.355,0.141,2.082,90.419
'[14:52:54.477]',-0.070,-,0.640,-,-,0.340,0.141,2.023,89.987
'[14:52:54.485]',-0.090,-,0.670,-,-,0.355,0.140,1.976,89.556
'[14:52:54.493]',-0.055,-,0.630,-,-,0.345,0.139,1.939,89.124
'[14:52:54.501]',-0.075,-,0.650,-,-,0.355,0.139,1.915,88.622
'[14:52:54.509]',0.030,-,0.565,-,-,0.335,0.139,1.902,88.057
'[14:52:54.517]',0.395,-,0.340,-,-,0.155,0.139,1.901,87.556
'[14:52:54.525]',0.945,-,0.020,-,-,-0.500,0.139,1.910,86.990
