'Time','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[01:22:53.024]',0.340,0.850,0.525,0.349,1.599,73.901,21.931,7.180
'[01:22:53.032]',0.335,0.855,0.515,0.346,1.777,73.315,22.937,7.121
'[01:22:53.040]',0.320,0.850,0.490,0.342,1.953,72.729,23.562,7.063
'[01:22:53.048]',0.305,0.865,0.475,0.339,2.116,72.240,23.748,6.994
'[01:22:53.056]',0.295,0.885,0.465,0.335,2.243,71.850,23.435,6.867
'[01:22:53.064]',0.270,0.910,0.465,0.332,2.341,71.557,22.810,6.809
'[01:22:53.072]',0.245,0.930,0.460,0.329,2.430,71.312,21.872,6.750
'[01:22:53.080]',0.240,0.935,0.460,0.326,2.501,71.068,20.934,6.682
'[01:22:53.088]',0.240,0.930,0.450,0.323,2.554,70.726,19.997,6.555
'[01:22:53.096]',0.230,0.935,0.455,0.319,2.587,70.531,19.244,6.496
'[01:22:53.104]',0.235,0.930,0.455,0.315,2.604,70.384,18.619,6.438
'[01:22:53.112]',0.235,0.935,0.455,0.312,2.606,70.091,18.248,6.369
'[01:22:53.120]',0.240,0.930,0.455,0.308,2.595,69.749,18.121,6.438
'[01:22:53.128]',0.235,0.935,0.460,0.304,2.575,69.407,18.189,6.496
'[01:22:53.136]',0.230,0.935,0.455,0.301,2.544,69.163,18.189,6.623
'[01:22:53.144]',0.225,0.930,0.460,0.297,2.507,68.870,17.994,6.809
'[01:22:53.152]',0.250,0.910,0.485,0.294,2.465,68.528,17.623,7.063
'[01:22:53.160]',0.265,0.835,0.480,0.290,2.423,68.235,17.125,7.180
'[01:22:53.168]',0.325,0.640,0.525,0.286,2.380,67.844,16.685,7.307
'[01:22:53.176]',0.515,0.345,0.620,0.282,2.333,67.503,16.372,7.434
'[01:22:53.184]',0.630,0.100,0.460,0.279,2.283,66.965,16.060,7.620
'[01:22:53.192]',0.595,0.285,0.205,0.275,2.232,66.526,16.001,7.805
'[01:22:53.200]',0.600,0.770,0.315,0.271,2.179,66.135,16.187,8.059
'[01:22:53.208]',0.465,0.965,0.380,0.268,2.125,65.744,16.431,8.313
'[01:22:53.216]',0.350,0.956,0.405,0.265,2.069,65.402,16.939,8.557
'[01:22:53.224]',0.275,0.945,0.430,0.261,2.013,65.109,17.437,8.626
'[01:22:53.232]',0.240,0.950,0.440,0.258,1.953,64.718,17.808,8.684
'[01:22:53.240]',0.225,0.956,0.440,0.256,1.892,64.425,17.877,8.626
'[01:22:53.248]',0.220,0.956,0.450,0.253,1.832,64.181,17.681,8.499
'[01:22:53.256]',0.215,0.956,0.455,0.251,1.778,63.937,17.369,8.313
'[01:22:53.264]',0.215,0.950,0.460,0.248,1.729,63.595,17.056,8.059
'[01:22:53.272]',0.220,0.945,0.460,0.247,1.677,63.351,16.626,7.747
'[01:22:53.280]',0.225,0.940,0.460,0.245,1.627,63.155,16.187,7.375
'[01:22:53.288]',0.225,0.935,0.460,0.243,1.580,62.862,15.874,6.994
'[01:22:53.296]',0.230,0.935,0.460,0.242,1.537,62.569,15.747,6.555
'[01:22:53.304]',0.235,0.930,0.465,0.240,1.499,62.227,16.001,6.125
'[01:22:53.312]',0.240,0.920,0.465,0.238,1.464,61.983,16.685,5.744
'[01:22:53.320]',0.240,0.910,0.460,0.237,1.434,61.544,17.564,5.373
'[01:22:53.328]',0.250,0.905,0.460,0.235,1.409,61.104,18.248,5.119
'[01:22:53.336]',0.255,0.891,0.465,0.233,1.388,60.811,18.434,4.875
'[01:22:53.344]',0.255,0.880,0.460,0.231,1.370,60.567,17.877,4.689
'[01:22:53.352]',0.265,0.865,0.460,0.229,1.356,60.176,16.998,4.562
'[01:22:53.360]',0.270,0.860,0.460,0.227,1.371,59.932,16.372,4.435
'[01:22:53.368]',0.270,0.845,0.460,0.226,1.403,59.687,16.060,4.376
'[01:22:53.376]',0.270,0.840,0.455,0.224,1.413,59.346,15.933,4.376
'[01:22:53.384]',0.275,0.820,0.460,0.222,1.413,59.053,15.806,4.308
'[01:22:53.392]',0.270,0.810,0.455,0.221,1.410,58.759,15.747,4.249
'[01:22:53.400]',0.275,0.795,0.455,0.220,1.403,58.564,16.001,4.181
'[01:22:53.408]',0.280,0.780,0.455,0.219,1.394,58.173,16.812,4.064
'[01:22:53.416]',0.285,0.770,0.455,0.218,1.383,57.734,18.062,3.868
'[01:22:53.424]',0.295,0.760,0.450,0.217,1.371,57.538,19.752,3.683
'[01:22:53.432]',0.295,0.750,0.460,0.216,1.359,57.929,21.687,3.439
'[01:22:53.440]',0.290,0.750,0.460,0.215,1.345,59.297,23.562,3.312
'[01:22:53.448]',0.300,0.740,0.455,0.214,1.331,62.276,25.311,3.243
'[01:22:53.456]',0.305,0.745,0.460,0.214,1.321,67.307,26.747,3.312
'[01:22:53.464]',0.310,0.760,0.475,0.213,1.312,73.510,27.870,3.439
'[01:22:53.472]',0.310,0.785,0.485,0.213,1.300,79.762,28.623,3.556
'[01:22:53.480]',0.305,0.815,0.500,0.212,1.286,85.135,28.935,3.683
'[01:22:53.488]',0.300,0.845,0.500,0.211,1.272,89.531,29.003,3.810
'[01:22:53.496]',0.295,0.865,0.510,0.210,1.258,93.195,28.935,3.995
'[01:22:53.504]',0.295,0.891,0.505,0.209,1.245,96.125,28.749,4.181
'[01:22:53.512]',0.290,0.905,0.505,0.208,1.234,98.567,28.437,4.435
'[01:22:53.520]',0.285,0.905,0.505,0.206,1.223,100.423,28.124,4.689
'[01:22:53.528]',0.275,0.915,0.505,0.204,1.214,101.791,27.685,4.933
'[01:22:53.536]',0.285,0.910,0.495,0.202,1.206,102.866,27.313,5.246
'[01:22:53.544]',0.280,0.915,0.490,0.200,1.199,103.696,27.001,5.500
'[01:22:53.552]',0.280,0.915,0.490,0.198,1.194,103.989,26.933,5.744
'[01:22:53.560]',0.275,0.915,0.490,0.196,1.192,103.940,27.001,6.057
'[01:22:53.568]',0.280,0.910,0.495,0.194,1.191,103.256,27.128,6.242
'[01:22:53.576]',0.280,0.915,0.500,0.192,1.187,102.182,27.186,6.438
'[01:22:53.584]',0.285,0.900,0.500,0.189,1.181,100.717,27.186,6.555
'[01:22:53.592]',0.290,0.895,0.495,0.185,1.175,99.105,27.001,6.682
'[01:22:53.600]',0.290,0.900,0.505,0.182,1.168,97.346,26.620,6.750
'[01:22:53.608]',0.285,0.895,0.505,0.179,1.160,95.637,26.122,6.809
'[01:22:53.616]',0.290,0.895,0.505,0.176,1.152,93.927,25.496,6.809
'[01:22:53.624]',0.280,0.891,0.500,0.174,1.145,92.218,24.686,6.809
'[01:22:53.632]',0.280,0.900,0.500,0.171,1.137,90.606,23.562,6.809
'[01:22:53.640]',0.295,0.891,0.500,0.169,1.129,89.092,22.370,6.809
'[01:22:53.648]',0.295,0.891,0.500,0.167,1.119,87.626,21.188,6.867
'[01:22:53.656]',0.295,0.885,0.500,0.165,1.113,86.112,20.436,6.867
'[01:22:53.664]',0.295,0.891,0.500,0.164,1.108,84.549,20.065,6.936
'[01:22:53.672]',0.295,0.891,0.500,0.163,1.097,82.840,19.870,6.994
'[01:22:53.680]',0.300,0.885,0.510,0.162,1.085,81.032,19.684,6.994
'[01:22:53.688]',0.320,0.870,0.510,0.161,1.079,79.323,19.498,6.994
'[01:22:53.696]',0.335,0.860,0.525,0.161,1.087,77.564,19.371,7.063
'[01:22:53.704]',0.340,0.850,0.530,0.161,1.120,76.099,19.244,7.121
'[01:22:53.712]',0.345,0.845,0.535,0.161,1.188,74.927,19.371,7.180
'[01:22:53.720]',0.350,0.840,0.540,0.161,1.294,74.048,19.752,7.248
'[01:22:53.728]',0.365,0.835,0.545,0.162,1.439,73.510,20.436,7.248
'[01:22:53.736]',0.345,0.840,0.530,0.162,1.615,72.973,21.306,7.248
'[01:22:53.744]',0.345,0.840,0.515,0.163,1.811,72.533,22.243,7.180
'[01:22:53.752]',0.330,0.840,0.495,0.164,1.988,72.094,22.996,7.180
'[01:22:53.760]',0.305,0.855,0.480,0.165,2.149,71.752,23.377,7.121
'[01:22:53.768]',0.295,0.870,0.480,0.165,2.316,71.361,23.308,7.063
'[01:22:53.776]',0.270,0.895,0.480,0.166,2.470,71.068,22.869,6.936
'[01:22:53.784]',0.255,0.910,0.470,0.167,2.602,70.726,22.185,6.809
'[01:22:53.792]',0.240,0.920,0.470,0.168,2.707,70.482,21.306,6.750
'[01:22:53.800]',0.235,0.915,0.475,0.169,2.784,70.238,20.436,6.682
'[01:22:53.808]',0.245,0.915,0.475,0.170,2.836,69.994,19.684,6.555
'[01:22:53.816]',0.240,0.915,0.480,0.171,2.865,69.652,19.059,6.438
'[01:22:53.824]',0.240,0.915,0.480,0.172,2.876,69.407,18.619,6.369
'[01:22:53.832]',0.245,0.910,0.475,0.173,2.870,69.114,18.375,6.369
'[01:22:53.840]',0.245,0.910,0.480,0.174,2.850,68.821,18.248,6.438
'[01:22:53.848]',0.245,0.905,0.485,0.175,2.820,68.479,18.121,6.623
'[01:22:53.856]',0.240,0.895,0.490,0.177,2.784,68.089,17.750,6.809
'[01:22:53.864]',0.260,0.885,0.515,0.178,2.742,67.796,17.310,6.994
'[01:22:53.872]',0.275,0.810,0.530,0.179,2.694,67.405,16.744,7.121
'[01:22:53.880]',0.360,0.610,0.570,0.180,2.641,66.965,16.245,7.248
'[01:22:53.888]',0.535,0.310,0.630,0.181,2.585,66.526,15.874,7.375
'[01:22:53.896]',0.630,0.050,0.430,0.182,2.525,66.184,15.689,7.561
'[01:22:53.904]',0.595,0.240,0.195,0.183,2.463,65.744,15.689,7.805
'[01:22:53.912]',0.610,0.735,0.350,0.184,2.400,65.353,15.806,8.059
'[01:22:53.920]',0.480,0.935,0.425,0.185,2.334,65.012,16.118,8.313
'[01:22:53.928]',0.380,0.915,0.440,0.186,2.268,64.670,16.685,8.499
'[01:22:53.936]',0.300,0.910,0.465,0.187,2.199,64.377,17.310,8.557
'[01:22:53.944]',0.260,0.915,0.485,0.188,2.129,64.035,17.750,8.626
'[01:22:53.952]',0.245,0.915,0.490,0.189,2.066,63.790,17.935,8.557
'[01:22:53.960]',0.235,0.915,0.490,0.190,2.008,63.497,17.808,8.430
'[01:22:53.968]',0.235,0.915,0.500,0.192,1.943,63.253,17.496,8.313
'[01:22:53.976]',0.240,0.910,0.500,0.194,1.879,63.058,17.056,8.059
'[01:22:53.984]',0.240,0.900,0.500,0.196,1.817,62.814,16.499,7.747
'[01:22:53.992]',0.240,0.895,0.500,0.197,1.760,62.618,16.001,7.307
'[01:22:54.000]',0.245,0.900,0.500,0.199,1.708,62.374,15.562,6.809
'[01:22:54.008]',0.235,0.900,0.510,0.200,1.662,62.032,15.376,6.369
'[01:22:54.016]',0.240,0.891,0.510,0.202,1.622,61.739,15.562,5.930
'[01:22:54.024]',0.245,0.885,0.505,0.203,1.587,61.446,16.245,5.558
'[01:22:54.032]',0.255,0.875,0.510,0.204,1.559,61.104,17.125,5.246
'[01:22:54.040]',0.265,0.865,0.510,0.205,1.535,60.811,17.808,5.060
'[01:22:54.048]',0.260,0.860,0.510,0.206,1.514,60.469,17.935,4.875
'[01:22:54.056]',0.270,0.845,0.505,0.207,1.499,60.176,17.369,4.748
'[01:22:54.064]',0.270,0.835,0.505,0.208,1.487,59.932,16.558,4.621
'[01:22:54.072]',0.280,0.820,0.500,0.209,1.475,59.687,15.933,4.494
'[01:22:54.080]',0.285,0.810,0.505,0.210,1.463,59.443,15.620,4.376
'[01:22:54.088]',0.290,0.795,0.505,0.211,1.453,59.101,15.562,4.308
'[01:22:54.096]',0.295,0.780,0.500,0.212,1.442,58.857,15.620,4.308
'[01:22:54.104]',0.285,0.770,0.495,0.212,1.431,58.564,15.806,4.308
'[01:22:54.112]',0.285,0.765,0.495,0.213,1.420,58.173,16.372,4.249
'[01:22:54.120]',0.285,0.750,0.490,0.214,1.409,57.880,17.310,4.122
'[01:22:54.128]',0.285,0.745,0.495,0.215,1.396,57.538,18.688,3.995
'[01:22:54.136]',0.290,0.735,0.500,0.217,1.382,57.343,20.378,3.810
'[01:22:54.144]',0.295,0.725,0.495,0.218,1.369,57.587,22.243,3.624
'[01:22:54.152]',0.300,0.710,0.495,0.219,1.358,58.857,24.060,3.556
'[01:22:54.160]',0.305,0.705,0.500,0.221,1.348,61.788,25.623,3.556
'[01:22:54.168]',0.320,0.710,0.505,0.222,1.335,66.623,27.001,3.624
'[01:22:54.176]',0.320,0.730,0.515,0.223,1.322,72.631,27.997,3.751
'[01:22:54.184]',0.320,0.755,0.530,0.224,1.307,78.786,28.623,3.937
'[01:22:54.192]',0.320,0.785,0.535,0.225,1.292,84.305,28.876,4.064
'[01:22:54.200]',0.315,0.815,0.540,0.226,1.279,88.847,28.935,4.181
'[01:22:54.208]',0.305,0.845,0.545,0.226,1.266,92.560,28.808,4.249
'[01:22:54.216]',0.300,0.865,0.545,0.227,1.254,95.490,28.564,4.435
'[01:22:54.224]',0.295,0.875,0.540,0.228,1.243,97.786,28.183,4.621
'[01:22:54.232]',0.295,0.880,0.535,0.228,1.235,99.593,27.812,4.875
'[01:22:54.240]',0.295,0.875,0.535,0.229,1.227,101.010,27.499,5.119
'[01:22:54.248]',0.285,0.891,0.535,0.229,1.220,102.035,27.313,5.304
'[01:22:54.256]',0.285,0.885,0.530,0.229,1.216,102.866,27.313,5.558
'[01:22:54.264]',0.285,0.880,0.525,0.228,1.214,103.256,27.372,5.744
'[01:22:54.272]',0.280,0.875,0.520,0.227,1.210,103.159,27.558,5.930
'[01:22:54.280]',0.285,0.885,0.525,0.226,1.205,102.621,27.685,6.057
'[01:22:54.288]',0.285,0.880,0.520,0.225,1.200,101.547,27.685,6.184
'[01:22:54.296]',0.280,0.880,0.525,0.223,1.195,100.130,27.558,6.311
'[01:22:54.304]',0.285,0.880,0.520,0.221,1.189,98.470,27.245,6.369
'[01:22:54.312]',0.285,0.880,0.520,0.218,1.182,96.858,26.874,6.438
'[01:22:54.320]',0.290,0.870,0.515,0.216,1.174,95.197,26.376,6.496
'[01:22:54.328]',0.295,0.870,0.515,0.213,1.167,93.488,25.809,6.496
'[01:22:54.336]',0.290,0.870,0.510,0.210,1.160,91.876,25.125,6.496
'[01:22:54.344]',0.290,0.880,0.515,0.208,1.153,90.313,24.187,6.496
'[01:22:54.352]',0.285,0.875,0.510,0.206,1.150,88.750,22.996,6.555
'[01:22:54.360]',0.280,0.880,0.515,0.205,1.147,87.284,21.814,6.682
'[01:22:54.368]',0.275,0.885,0.510,0.204,1.141,85.819,20.807,6.750
'[01:22:54.376]',0.275,0.891,0.510,0.203,1.131,84.305,20.309,6.809
'[01:22:54.384]',0.275,0.891,0.510,0.202,1.119,82.693,19.997,6.809
'[01:22:54.392]',0.280,0.891,0.515,0.202,1.108,80.935,19.811,6.867
'[01:22:54.400]',0.295,0.875,0.525,0.201,1.102,79.176,19.557,6.936
'[01:22:54.408]',0.315,0.865,0.535,0.201,1.109,77.467,19.313,6.994
'[01:22:54.416]',0.320,0.855,0.540,0.201,1.141,76.001,19.186,7.063
'[01:22:54.424]',0.325,0.850,0.545,0.201,1.204,74.780,19.127,7.063
'[01:22:54.432]',0.330,0.850,0.550,0.201,1.307,73.901,19.440,7.121
'[01:22:54.440]',0.340,0.845,0.550,0.202,1.449,73.217,19.938,7.180
'[01:22:54.448]',0.330,0.845,0.535,0.202,1.623,72.680,20.690,7.121
'[01:22:54.456]',0.320,0.845,0.520,0.202,1.791,72.192,21.433,7.121
'[01:22:54.464]',0.300,0.850,0.500,0.203,1.955,71.752,22.185,7.063
'[01:22:54.472]',0.285,0.860,0.480,0.204,2.139,71.361,22.869,6.936
'[01:22:54.480]',0.285,0.870,0.475,0.205,2.319,70.970,23.181,6.867
'[01:22:54.488]',0.270,0.891,0.480,0.206,2.480,70.677,23.123,6.750
'[01:22:54.496]',0.240,0.915,0.475,0.207,2.615,70.482,22.751,6.682
'[01:22:54.504]',0.225,0.920,0.465,0.208,2.721,70.238,22.058,6.555
'[01:22:54.512]',0.220,0.925,0.470,0.209,2.801,69.994,21.188,6.496
'[01:22:54.520]',0.225,0.920,0.460,0.209,2.854,69.798,20.378,6.369
'[01:22:54.528]',0.225,0.920,0.465,0.209,2.886,69.554,19.625,6.311
'[01:22:54.536]',0.225,0.915,0.470,0.210,2.897,69.310,19.127,6.242
'[01:22:54.544]',0.225,0.925,0.470,0.210,2.893,68.968,18.746,6.242
'[01:22:54.552]',0.225,0.920,0.470,0.210,2.875,68.724,18.561,6.311
'[01:22:54.560]',0.225,0.915,0.475,0.210,2.847,68.431,18.307,6.438
'[01:22:54.568]',0.220,0.915,0.475,0.211,2.810,68.089,17.935,6.623
'[01:22:54.576]',0.235,0.900,0.505,0.211,2.766,67.747,17.369,6.809
'[01:22:54.584]',0.255,0.840,0.510,0.212,2.717,67.356,16.744,6.936
'[01:22:54.592]',0.320,0.655,0.540,0.212,2.663,66.916,16.118,7.063
'[01:22:54.600]',0.470,0.375,0.600,0.213,2.605,66.526,15.620,7.248
'[01:22:54.608]',0.615,0.085,0.460,0.214,2.545,66.135,15.376,7.434
'[01:22:54.616]',0.570,0.060,0.165,0.215,2.484,65.695,15.376,7.688
'[01:22:54.624]',0.575,0.680,0.295,0.217,2.420,65.305,15.689,7.932
'[01:22:54.632]',0.475,0.956,0.405,0.218,2.355,64.865,16.245,8.186
'[01:22:54.640]',0.360,0.960,0.420,0.219,2.288,64.572,16.939,8.372
'[01:22:54.648]',0.280,0.935,0.450,0.220,2.220,64.181,17.623,8.499
'[01:22:54.656]',0.235,0.935,0.465,0.221,2.157,63.839,18.062,8.557
'[01:22:54.664]',0.210,0.940,0.475,0.222,2.098,63.595,18.189,8.499
'[01:22:54.672]',0.205,0.945,0.470,0.223,2.033,63.351,17.994,8.430
'[01:22:54.680]',0.205,0.940,0.470,0.224,1.966,63.107,17.623,8.245
'[01:22:54.688]',0.210,0.935,0.475,0.225,1.899,62.911,17.125,8.001
'[01:22:54.696]',0.205,0.935,0.475,0.226,1.836,62.716,16.558,7.688
'[01:22:54.704]',0.210,0.930,0.475,0.227,1.777,62.472,15.874,7.248
'[01:22:54.712]',0.220,0.920,0.475,0.228,1.723,62.276,15.376,6.809
'[01:22:54.720]',0.225,0.915,0.470,0.230,1.676,61.983,15.122,6.311
'[01:22:54.728]',0.225,0.905,0.475,0.231,1.635,61.690,15.376,5.871
'[01:22:54.736]',0.230,0.900,0.480,0.232,1.600,61.299,16.060,5.500
'[01:22:54.744]',0.235,0.900,0.480,0.233,1.570,61.006,16.998,5.187
'[01:22:54.752]',0.240,0.885,0.475,0.234,1.547,60.664,17.750,4.875
'[01:22:54.760]',0.245,0.880,0.475,0.235,1.531,60.371,17.877,4.689
'[01:22:54.768]',0.245,0.870,0.470,0.236,1.515,60.127,17.310,4.494
'[01:22:54.776]',0.245,0.865,0.465,0.236,1.501,59.883,16.499,4.308
'[01:22:54.784]',0.260,0.845,0.465,0.237,1.489,59.541,15.689,4.249
'[01:22:54.792]',0.265,0.830,0.460,0.237,1.477,59.297,15.249,4.181
'[01:22:54.800]',0.270,0.810,0.455,0.238,1.466,59.053,15.181,4.064
'[01:22:54.808]',0.270,0.800,0.455,0.238,1.456,58.759,15.249,3.995
'[01:22:54.816]',0.275,0.790,0.460,0.239,1.445,58.418,15.620,3.937
'[01:22:54.824]',0.275,0.770,0.455,0.239,1.434,58.124,16.245,3.810
'[01:22:54.832]',0.275,0.755,0.450,0.239,1.423,57.734,17.310,3.683
'[01:22:54.840]',0.280,0.750,0.450,0.240,1.411,57.441,18.688,3.497
'[01:22:54.848]',0.285,0.745,0.460,0.240,1.398,57.245,20.309,3.243
'[01:22:54.856]',0.290,0.735,0.455,0.241,1.387,57.490,22.185,3.058
'[01:22:54.864]',0.295,0.725,0.455,0.242,1.377,58.613,24.002,2.872
'[01:22:54.872]',0.295,0.725,0.450,0.243,1.365,61.299,25.682,2.872
'[01:22:54.880]',0.300,0.725,0.460,0.244,1.351,65.940,27.060,2.872
'[01:22:54.888]',0.305,0.745,0.465,0.245,1.335,71.850,28.124,2.999
'[01:22:54.896]',0.315,0.765,0.480,0.246,1.320,78.004,28.749,3.058
'[01:22:54.904]',0.315,0.795,0.490,0.246,1.305,83.475,28.935,3.185
'[01:22:54.912]',0.310,0.830,0.495,0.247,1.290,88.115,28.808,3.312
'[01:22:54.920]',0.295,0.855,0.500,0.247,1.277,91.925,28.623,3.370
'[01:22:54.928]',0.295,0.880,0.505,0.247,1.263,95.051,28.378,3.497
'[01:22:54.936]',0.290,0.891,0.495,0.246,1.251,97.542,27.997,3.683
'[01:22:54.944]',0.280,0.905,0.495,0.246,1.241,99.593,27.499,3.810
'[01:22:54.952]',0.275,0.910,0.495,0.244,1.237,101.156,26.933,4.064
'[01:22:54.960]',0.275,0.915,0.495,0.243,1.234,102.377,26.434,4.308
'[01:22:54.968]',0.285,0.905,0.490,0.240,1.230,103.256,26.122,4.562
'[01:22:54.976]',0.285,0.900,0.485,0.238,1.226,103.696,26.063,4.806
'[01:22:54.984]',0.285,0.900,0.485,0.236,1.221,103.696,26.122,5.002
'[01:22:54.992]',0.290,0.895,0.485,0.233,1.215,103.159,26.249,5.119
'[01:22:55.000]',0.285,0.891,0.485,0.230,1.208,102.133,26.376,5.187
'[01:22:55.008]',0.285,0.891,0.480,0.227,1.201,100.668,26.434,5.304
'[01:22:55.016]',0.290,0.891,0.485,0.223,1.195,99.056,26.434,5.373
'[01:22:55.024]',0.290,0.891,0.485,0.219,1.188,97.346,26.190,5.431
'[01:22:55.032]',0.295,0.891,0.485,0.215,1.181,95.637,25.809,5.431
'[01:22:55.040]',0.295,0.880,0.485,0.211,1.174,93.927,25.311,5.431
'[01:22:55.048]',0.295,0.875,0.485,0.207,1.168,92.315,24.500,5.431
'[01:22:55.056]',0.295,0.870,0.480,0.203,1.165,90.655,23.435,5.431
'[01:22:55.064]',0.295,0.870,0.485,0.200,1.163,89.092,22.126,5.431
'[01:22:55.072]',0.295,0.870,0.480,0.197,1.158,87.529,20.690,5.431
'[01:22:55.080]',0.295,0.875,0.480,0.194,1.151,85.966,19.440,5.500
'[01:22:55.088]',0.295,0.870,0.485,0.191,1.140,84.403,18.619,5.500
'[01:22:55.096]',0.295,0.875,0.475,0.187,1.127,82.791,18.307,5.558
'[01:22:55.104]',0.300,0.865,0.480,0.184,1.113,81.032,18.189,5.558
'[01:22:55.112]',0.315,0.860,0.490,0.181,1.106,79.323,18.062,5.558
'[01:22:55.120]',0.335,0.845,0.505,0.178,1.110,77.564,17.877,5.617
'[01:22:55.128]',0.340,0.840,0.510,0.175,1.139,76.001,17.681,5.685
'[01:22:55.136]',0.345,0.835,0.515,0.172,1.199,74.634,17.564,5.744
'[01:22:55.144]',0.345,0.835,0.525,0.169,1.298,73.608,17.623,5.812
'[01:22:55.152]',0.355,0.825,0.530,0.167,1.413,72.924,17.994,5.871
'[01:22:55.160]',0.345,0.835,0.515,0.166,1.545,72.387,18.688,5.871
'[01:22:55.168]',0.340,0.830,0.510,0.164,1.719,71.850,19.625,5.871
'[01:22:55.176]',0.340,0.830,0.490,0.163,1.915,71.410,20.622,5.812
'[01:22:55.184]',0.315,0.840,0.460,0.162,2.115,70.922,21.618,5.685
'[01:22:55.192]',0.300,0.850,0.460,0.161,2.306,70.531,22.243,5.617
'[01:22:55.200]',0.285,0.880,0.460,0.160,2.475,70.238,22.439,5.558
'[01:22:55.208]',0.260,0.895,0.460,0.160,2.618,69.945,22.126,5.558
'[01:22:55.216]',0.245,0.915,0.460,0.159,2.730,69.652,21.501,5.500
'[01:22:55.224]',0.245,0.915,0.455,0.159,2.814,69.407,20.749,5.373
'[01:22:55.232]',0.245,0.900,0.460,0.159,2.872,69.261,19.938,5.304
'[01:22:55.240]',0.245,0.895,0.455,0.160,2.906,68.919,19.127,5.187
'[01:22:55.248]',0.250,0.891,0.455,0.160,2.920,68.675,18.502,5.187
'[01:22:55.256]',0.250,0.895,0.455,0.161,2.915,68.382,18.121,5.246
'[01:22:55.264]',0.250,0.895,0.460,0.161,2.896,68.089,17.994,5.304
'[01:22:55.272]',0.245,0.891,0.460,0.163,2.869,67.796,17.877,5.431
'[01:22:55.280]',0.250,0.885,0.460,0.165,2.832,67.551,17.681,5.617
'[01:22:55.288]',0.245,0.875,0.480,0.168,2.788,67.307,17.183,5.812
'[01:22:55.296]',0.280,0.835,0.495,0.171,2.737,66.916,16.558,6.057
'[01:22:55.304]',0.330,0.680,0.525,0.174,2.682,66.526,15.933,6.184
'[01:22:55.312]',0.460,0.430,0.610,0.178,2.624,66.233,15.435,6.369
'[01:22:55.320]',0.650,0.160,0.635,0.182,2.562,65.842,15.122,6.555
'[01:22:55.328]',0.620,0.085,0.265,0.186,2.500,65.402,15.063,6.809
'[01:22:55.336]',0.625,0.545,0.220,0.192,2.435,65.060,15.249,7.121
'[01:22:55.344]',0.535,0.905,0.385,0.198,2.369,64.670,15.689,7.375
'[01:22:55.352]',0.415,0.935,0.415,0.205,2.307,64.377,16.372,7.620
'[01:22:55.360]',0.320,0.915,0.435,0.212,2.247,64.035,17.183,7.874
'[01:22:55.368]',0.270,0.905,0.460,0.219,2.181,63.742,17.877,8.001
'[01:22:55.376]',0.240,0.910,0.475,0.226,2.110,63.497,18.307,8.059
'[01:22:55.384]',0.225,0.915,0.480,0.232,2.038,63.253,18.434,8.001
'[01:22:55.392]',0.225,0.915,0.475,0.239,1.966,63.009,18.307,7.874
'[01:22:55.400]',0.240,0.905,0.480,0.246,1.895,62.814,17.935,7.747
'[01:22:55.408]',0.240,0.895,0.480,0.254,1.823,62.569,17.369,7.561
'[01:22:55.416]',0.240,0.891,0.485,0.263,1.753,62.374,16.744,7.307
'[01:22:55.424]',0.245,0.891,0.480,0.272,1.690,62.130,16.118,6.867
'[01:22:55.432]',0.250,0.875,0.485,0.281,1.635,61.885,15.747,6.438
'[01:22:55.440]',0.255,0.870,0.485,0.291,1.588,61.592,15.747,5.998
'[01:22:55.448]',0.255,0.865,0.485,0.301,1.547,61.251,16.245,5.617
'[01:22:55.456]',0.260,0.860,0.490,0.311,1.517,60.909,17.056,5.246
'[01:22:55.464]',0.265,0.855,0.485,0.319,1.494,60.616,17.681,5.002
'[01:22:55.472]',0.270,0.845,0.485,0.328,1.471,60.371,17.681,4.748
'[01:22:55.480]',0.275,0.830,0.485,0.336,1.451,60.127,16.998,4.621
'[01:22:55.488]',0.285,0.820,0.485,0.344,1.433,59.785,16.001,4.562
'[01:22:55.496]',0.290,0.805,0.485,0.353,1.418,59.541,15.493,4.494
'[01:22:55.504]',0.295,0.795,0.485,0.362,1.406,59.297,15.620,4.435
'[01:22:55.512]',0.295,0.785,0.485,0.372,1.394,59.004,16.372,4.376
'[01:22:55.520]',0.295,0.770,0.485,0.381,1.383,58.662,17.496,4.308
'[01:22:55.528]',0.295,0.760,0.485,0.390,1.373,58.369,18.688,4.308
'[01:22:55.536]',0.300,0.750,0.485,0.399,1.364,58.027,19.811,4.249
'[01:22:55.544]',0.310,0.735,0.485,0.408,1.353,57.734,21.003,4.181
'[01:22:55.552]',0.310,0.725,0.485,0.417,1.345,57.441,22.312,3.937
'[01:22:55.560]',0.315,0.715,0.490,0.426,1.338,57.245,23.875,3.683
'[01:22:55.568]',0.320,0.705,0.490,0.435,1.328,57.294,25.565,3.370
'[01:22:55.576]',0.320,0.705,0.490,0.445,1.317,58.124,27.245,3.185
'[01:22:55.584]',0.320,0.705,0.495,0.455,1.304,60.469,28.623,3.058
'[01:22:55.592]',0.320,0.705,0.500,0.465,1.290,64.816,29.746,3.058
'[01:22:55.600]',0.335,0.715,0.510,0.476,1.277,70.873,30.498,3.126
'[01:22:55.608]',0.340,0.730,0.515,0.486,1.263,77.467,30.996,3.243
