"'Time','I','II','AVR','V','RESP','PLETH','ABP'"
"'[16:46:08.864]',-,0.141,0.734,0.936,0.300,0.496,63.559"
"'[16:46:08.872]',-,0.145,0.721,0.924,0.299,0.493,64.537"
"'[16:46:08.880]',-,0.166,0.715,0.939,0.298,0.489,65.906"
"'[16:46:08.888]',-,0.180,0.699,0.914,0.297,0.485,67.862"
"'[16:46:08.896]',-,0.205,0.676,0.914,0.297,0.479,70.600"
"'[16:46:08.904]',-,0.221,0.660,0.885,0.296,0.473,73.533"
"'[16:46:08.912]',-,0.225,0.650,0.875,0.296,0.466,76.662"
"'[16:46:08.920]',-,0.211,0.645,0.844,0.295,0.461,79.987"
"'[16:46:08.928]',-,0.195,0.650,0.844,0.295,0.457,83.703"
"'[16:46:08.936]',-,0.166,0.660,0.824,0.294,0.452,87.419"
"'[16:46:08.944]',-,0.145,0.670,0.820,0.294,0.446,91.330"
"'[16:46:08.952]',-,0.121,0.680,0.811,0.294,0.441,95.437"
"'[16:46:08.960]',-,0.100,0.695,0.799,0.294,0.435,99.544"
"'[16:46:08.968]',-,0.076,0.709,0.811,0.293,0.429,103.455"
"'[16:46:08.976]',-,0.064,0.715,0.789,0.293,0.423,106.584"
"'[16:46:08.984]',-,0.045,0.725,0.795,0.293,0.417,108.931"
"'[16:46:08.992]',-,0.031,0.734,0.775,0.293,0.411,110.496"
"'[16:46:09.000]',-,0.025,0.744,0.785,0.292,0.405,111.278"
"'[16:46:09.008]',-,0.025,0.744,0.789,0.292,0.401,111.864"
"'[16:46:09.016]',-,0.035,0.740,0.814,0.292,0.397,111.864"
"'[16:46:09.024]',-,0.041,0.734,0.811,0.292,0.394,111.864"
"'[16:46:09.032]',-,0.051,0.734,0.834,0.293,0.391,111.473"
"'[16:46:09.040]',-,0.051,0.740,0.830,0.294,0.388,110.496"
"'[16:46:09.048]',-,0.051,0.744,0.844,0.294,0.384,109.322"
"'[16:46:09.056]',-,0.070,0.721,0.844,0.295,0.380,107.562"
"'[16:46:09.064]',-,0.090,0.715,0.844,0.296,0.376,105.802"
"'[16:46:09.072]',-,0.100,0.699,0.840,0.296,0.373,104.042"
"'[16:46:09.080]',-,0.111,0.699,0.844,0.297,0.370,102.086"
"'[16:46:09.088]',-,0.100,0.695,0.840,0.297,0.370,99.935"
"'[16:46:09.096]',-,0.105,0.695,0.844,0.297,0.370,97.588"
"'[16:46:09.104]',-,0.096,0.699,0.820,0.297,0.370,95.241"
"'[16:46:09.112]',-,0.090,0.699,0.824,0.297,0.369,92.699"
"'[16:46:09.120]',-,0.076,0.709,0.811,0.297,0.370,89.961"
"'[16:46:09.128]',-,0.064,0.721,0.805,0.297,0.372,87.419"
"'[16:46:09.136]',-,0.051,0.730,0.789,0.296,0.375,84.485"
"'[16:46:09.144]',-,0.045,0.734,0.789,0.295,0.379,81.747"
"'[16:46:09.152]',-,0.025,0.744,0.795,0.294,0.386,79.205"
"'[16:46:09.160]',-,0.025,0.744,0.811,0.293,0.393,76.858"
"'[16:46:09.168]',-,0.016,0.754,0.820,0.293,0.401,74.902"
"'[16:46:09.176]',-,0.025,0.750,0.811,0.292,0.409,73.338"
"'[16:46:09.184]',-,0.025,0.750,0.834,0.292,0.419,71.969"
"'[16:46:09.192]',-,0.035,0.744,0.830,0.291,0.431,70.600"
"'[16:46:09.200]',-,0.041,0.744,0.844,0.291,0.443,69.622"
"'[16:46:09.208]',-,0.045,0.744,0.830,0.290,0.457,68.840"
"'[16:46:09.216]',-,0.051,0.744,0.844,0.289,0.468,68.449"
"'[16:46:09.224]',-,0.064,0.730,0.830,0.288,0.479,68.057"
"'[16:46:09.232]',-,0.076,0.721,0.844,0.287,0.491,67.862"
"'[16:46:09.240]',-,0.080,0.715,0.840,0.286,0.502,68.057"
"'[16:46:09.248]',-,0.090,0.709,0.844,0.284,0.513,68.253"
"'[16:46:09.256]',-,0.086,0.709,0.834,0.283,0.524,68.644"
"'[16:46:09.264]',-,0.090,0.709,0.830,0.282,0.534,69.035"
"'[16:46:09.272]',-,0.076,0.715,0.814,0.280,0.542,69.622"
"'[16:46:09.280]',-,0.061,0.721,0.814,0.278,0.548,70.013"
"'[16:46:09.288]',-,0.051,0.721,0.795,0.277,0.554,70.404"
"'[16:46:09.296]',-,0.045,0.725,0.789,0.276,0.560,70.795"
"'[16:46:09.304]',-,0.035,0.734,0.779,0.275,0.563,71.186"
"'[16:46:09.312]',-,0.045,0.740,0.811,0.273,0.566,71.578"
"'[16:46:09.320]',-,0.041,0.744,0.820,0.271,0.568,71.969"
"'[16:46:09.328]',-,0.035,0.744,0.830,0.268,0.569,72.164"
"'[16:46:09.336]',-,0.031,0.750,0.834,0.266,0.569,72.164"
"'[16:46:09.344]',-,0.035,0.744,0.840,0.263,0.568,72.164"
"'[16:46:09.352]',-,0.041,0.744,0.844,0.261,0.566,72.164"
"'[16:46:09.360]',-,0.045,0.744,0.830,0.260,0.565,72.164"
"'[16:46:09.368]',-,0.041,0.744,0.844,0.258,0.563,71.969"
"'[16:46:09.376]',-,0.035,0.744,0.830,0.256,0.560,71.773"
"'[16:46:09.384]',-,0.045,0.744,0.844,0.255,0.557,71.578"
"'[16:46:09.392]',-,0.051,0.730,0.840,0.253,0.552,71.186"
"'[16:46:09.400]',-,0.064,0.725,0.844,0.251,0.547,70.991"
"'[16:46:09.408]',-,0.070,0.721,0.840,0.250,0.542,70.600"
"'[16:46:09.416]',-,0.064,0.721,0.844,0.248,0.536,70.209"
"'[16:46:09.424]',-,0.061,0.721,0.820,0.247,0.530,69.622"
"'[16:46:09.432]',-,0.064,0.725,0.824,0.246,0.523,69.231"
"'[16:46:09.440]',-,0.051,0.721,0.814,0.245,0.518,68.644"
"'[16:46:09.448]',-,0.051,0.725,0.814,0.244,0.513,68.057"
"'[16:46:09.456]',-,0.051,0.730,0.795,0.242,0.509,67.666"
"'[16:46:09.464]',-,0.051,0.725,0.805,0.241,0.504,67.275"
"'[16:46:09.472]',-,0.051,0.725,0.799,0.239,0.501,66.688"
"'[16:46:09.480]',-,0.055,0.725,0.820,0.239,0.500,66.102"
"'[16:46:09.488]',-,0.055,0.730,0.820,0.239,0.498,65.711"
"'[16:46:09.496]',-,0.064,0.725,0.840,0.238,0.498,65.319"
"'[16:46:09.504]',-,0.061,0.730,0.840,0.237,0.498,64.733"
"'[16:46:09.512]',-,0.070,0.721,0.850,0.237,0.496,64.342"
"'[16:46:09.520]',-,0.070,0.725,0.844,0.237,0.494,63.755"
"'[16:46:09.528]',-,0.100,0.721,0.865,0.236,0.492,63.364"
"'[16:46:09.536]',-,0.215,0.645,0.820,0.236,0.489,62.973"
"'[16:46:09.544]',-,0.525,0.445,0.609,0.236,0.487,62.582"
"'[16:46:09.552]',-,0.754,0.240,0.279,0.236,0.486,62.386"
"'[16:46:09.560]',-,0.506,0.230,0.166,0.236,0.486,61.995"
"'[16:46:09.568]',-,-0.029,0.516,0.189,0.236,0.485,61.604"
"'[16:46:09.576]',-,-0.350,0.660,0.285,0.236,0.484,61.408"
"'[16:46:09.584]',-,-0.498,0.754,0.426,0.236,0.482,61.017"
"'[16:46:09.592]',-,-0.498,0.811,0.564,0.236,0.479,60.821"
"'[16:46:09.600]',-,-0.453,0.840,0.676,0.236,0.475,60.626"
"'[16:46:09.608]',-,-0.363,0.844,0.754,0.236,0.472,60.430"
"'[16:46:09.616]',-,-0.254,0.859,0.834,0.236,0.468,60.235"
"'[16:46:09.624]',-,-0.135,0.844,0.889,0.236,0.465,60.039"
"'[16:46:09.632]',-,-0.035,0.814,0.930,0.237,0.462,60.039"
"'[16:46:09.640]',-,0.020,0.795,0.930,0.237,0.460,59.844"
"'[16:46:09.648]',-,0.035,0.789,0.955,0.237,0.458,59.648"
"'[16:46:09.656]',-,0.051,0.785,0.955,0.237,0.456,59.648"
"'[16:46:09.664]',-,0.061,0.779,0.975,0.237,0.453,59.452"
"'[16:46:09.672]',-,0.061,0.775,0.959,0.238,0.449,59.257"
"'[16:46:09.680]',-,0.070,0.770,0.965,0.238,0.445,59.061"
"'[16:46:09.688]',-,0.064,0.779,0.959,0.238,0.440,59.061"
"'[16:46:09.696]',-,0.076,0.766,0.969,0.238,0.434,58.866"
"'[16:46:09.704]',-,0.070,0.766,0.955,0.238,0.428,58.670"
"'[16:46:09.712]',-,0.064,0.775,0.959,0.239,0.422,58.670"
"'[16:46:09.720]',-,0.061,0.779,0.949,0.239,0.417,58.475"
"'[16:46:09.728]',-,0.070,0.775,0.955,0.239,0.413,58.279"
"'[16:46:09.736]',-,0.070,0.775,0.945,0.239,0.408,58.279"
"'[16:46:09.744]',-,0.076,0.779,0.949,0.239,0.404,58.083"
"'[16:46:09.752]',-,0.064,0.785,0.936,0.239,0.400,58.083"
"'[16:46:09.760]',-,0.076,0.766,0.924,0.239,0.396,57.888"
"'[16:46:09.768]',-,0.076,0.770,0.936,0.239,0.392,57.888"
"'[16:46:09.776]',-,0.096,0.754,0.924,0.239,0.388,57.888"
"'[16:46:09.784]',-,0.111,0.744,0.945,0.239,0.384,58.083"
"'[16:46:09.792]',-,0.131,0.740,0.936,0.239,0.381,58.279"
"'[16:46:09.800]',-,0.145,0.730,0.955,0.238,0.378,59.061"
"'[16:46:09.808]',-,0.166,0.715,0.939,0.236,0.376,60.039"
"'[16:46:09.816]',-,0.180,0.705,0.955,0.234,0.374,61.799"
"'[16:46:09.824]',-,0.189,0.689,0.936,0.232,0.373,64.342"
"'[16:46:09.832]',-,0.195,0.680,0.930,0.230,0.371,67.471"
"'[16:46:09.840]',-,0.201,0.670,0.910,0.227,0.371,70.991"
"'[16:46:09.848]',-,0.211,0.670,0.900,0.224,0.371,74.707"
"'[16:46:09.856]',-,0.211,0.654,0.869,0.222,0.370,78.618"
"'[16:46:09.864]',-,0.215,0.650,0.859,0.220,0.370,82.725"
"'[16:46:09.872]',-,0.195,0.650,0.834,0.219,0.370,87.223"
"'[16:46:09.880]',-,0.170,0.660,0.830,0.218,0.370,91.917"
"'[16:46:09.888]',-,0.145,0.676,0.805,0.217,0.370,96.610"
"'[16:46:09.896]',-,0.125,0.689,0.805,0.216,0.369,100.913"
"'[16:46:09.904]',-,0.105,0.695,0.785,0.215,0.368,104.628"
"'[16:46:09.912]',-,0.090,0.705,0.789,0.215,0.368,107.366"
"'[16:46:09.920]',-,0.070,0.721,0.775,0.215,0.368,109.518"
"'[16:46:09.928]',-,0.070,0.721,0.785,0.214,0.369,110.887"
"'[16:46:09.936]',-,0.055,0.730,0.795,0.214,0.369,112.060"
"'[16:46:09.944]',-,0.061,0.730,0.805,0.214,0.370,112.842"
"'[16:46:09.952]',-,0.061,0.734,0.814,0.214,0.372,113.233"
"'[16:46:09.960]',-,0.076,0.725,0.811,0.214,0.375,113.038"
"'[16:46:09.968]',-,0.076,0.725,0.830,0.215,0.378,112.451"
"'[16:46:09.976]',-,0.076,0.721,0.820,0.215,0.382,111.669"
"'[16:46:09.984]',-,0.080,0.725,0.834,0.215,0.386,110.496"
"'[16:46:09.992]',-,0.076,0.721,0.824,0.215,0.389,109.518"
"'[16:46:10.000]',-,0.070,0.721,0.840,0.216,0.392,108.344"
"'[16:46:10.008]',-,0.076,0.721,0.824,0.216,0.394,106.780"
"'[16:46:10.016]',-,0.064,0.725,0.834,0.217,0.397,104.824"
"'[16:46:10.024]',-,0.070,0.721,0.820,0.218,0.399,102.673"
"'[16:46:10.032]',-,0.076,0.715,0.824,0.219,0.401,100.326"
"'[16:46:10.040]',-,0.070,0.709,0.811,0.221,0.403,97.979"
"'[16:46:10.048]',-,0.051,0.721,0.814,0.222,0.405,95.632"
"'[16:46:10.056]',-,0.041,0.734,0.799,0.224,0.407,93.286"
"'[16:46:10.064]',-,0.025,0.740,0.795,0.226,0.409,90.548"
"'[16:46:10.072]',-,0.031,0.740,0.789,0.228,0.411,87.614"
"'[16:46:10.080]',-,0.041,0.734,0.799,0.229,0.415,84.681"
"'[16:46:10.088]',-,0.041,0.734,0.805,0.231,0.422,81.747"
"'[16:46:10.096]',-,0.045,0.740,0.830,0.232,0.431,79.205"
"'[16:46:10.104]',-,0.041,0.744,0.820,0.233,0.443,76.858"
"'[16:46:10.112]',-,0.051,0.734,0.834,0.234,0.455,74.902"
"'[16:46:10.120]',-,0.051,0.734,0.830,0.235,0.466,73.338"
"'[16:46:10.128]',-,0.055,0.734,0.840,0.236,0.478,71.969"
"'[16:46:10.136]',-,0.051,0.721,0.830,0.237,0.491,70.795"
"'[16:46:10.144]',-,0.064,0.721,0.840,0.237,0.505,69.818"
"'[16:46:10.152]',-,0.055,0.725,0.830,0.238,0.519,69.035"
"'[16:46:10.160]',-,0.061,0.730,0.840,0.238,0.532,68.644"
"'[16:46:10.168]',-,0.051,0.721,0.834,0.239,0.545,68.449"
"'[16:46:10.176]',-,0.055,0.721,0.830,0.239,0.558,68.644"
"'[16:46:10.184]',-,0.051,0.725,0.820,0.239,0.570,68.840"
"'[16:46:10.192]',-,0.055,0.725,0.814,0.238,0.580,69.231"
"'[16:46:10.200]',-,0.051,0.730,0.824,0.238,0.587,69.818"
"'[16:46:10.208]',-,0.051,0.725,0.799,0.238,0.593,70.209"
"'[16:46:10.216]',-,0.035,0.734,0.811,0.238,0.598,70.795"
"'[16:46:10.224]',-,0.025,0.744,0.795,0.238,0.601,71.382"
"'[16:46:10.232]',-,0.020,0.744,0.789,0.239,0.603,71.969"
"'[16:46:10.240]',-,0.025,0.744,0.789,0.239,0.605,72.555"
"'[16:46:10.248]',-,0.025,0.744,0.805,0.239,0.605,72.947"
"'[16:46:10.256]',-,0.035,0.744,0.811,0.239,0.606,73.533"
"'[16:46:10.264]',-,0.051,0.744,0.834,0.239,0.606,73.729"
"'[16:46:10.272]',-,0.045,0.734,0.824,0.239,0.605,74.120"
"'[16:46:10.280]',-,0.051,0.734,0.844,0.239,0.604,74.316"
"'[16:46:10.288]',-,0.051,0.730,0.840,0.239,0.603,74.316"
"'[16:46:10.296]',-,0.064,0.725,0.844,0.240,0.600,74.511"
"'[16:46:10.304]',-,0.061,0.721,0.840,0.240,0.597,74.511"
"'[16:46:10.312]',-,0.064,0.721,0.840,0.241,0.594,74.316"
"'[16:46:10.320]',-,0.051,0.721,0.830,0.241,0.590,74.120"
"'[16:46:10.328]',-,0.051,0.721,0.834,0.242,0.586,73.924"
"'[16:46:10.336]',-,0.041,0.725,0.824,0.243,0.580,73.729"
"'[16:46:10.344]',-,0.045,0.725,0.830,0.244,0.574,73.338"
"'[16:46:10.352]',-,0.035,0.730,0.814,0.245,0.569,72.947"
"'[16:46:10.360]',-,0.041,0.730,0.811,0.246,0.563,72.555"
"'[16:46:10.368]',-,0.025,0.740,0.820,0.247,0.557,72.164"
"'[16:46:10.376]',-,0.025,0.734,0.795,0.248,0.551,71.773"
"'[16:46:10.384]',-,0.006,0.744,0.805,0.249,0.546,71.186"
"'[16:46:10.392]',-,0.000,0.750,0.795,0.250,0.542,70.600"
"'[16:46:10.400]',-,0.016,0.744,0.795,0.251,0.537,70.209"
"'[16:46:10.408]',-,0.025,0.744,0.799,0.252,0.532,69.622"
"'[16:46:10.416]',-,0.041,0.740,0.820,0.253,0.528,69.231"
"'[16:46:10.424]',-,0.045,0.730,0.830,0.255,0.524,68.644"
"'[16:46:10.432]',-,0.051,0.740,0.840,0.256,0.522,68.253"
"'[16:46:10.440]',-,0.051,0.725,0.834,0.258,0.521,67.862"
"'[16:46:10.448]',-,0.064,0.721,0.844,0.260,0.520,67.471"
"'[16:46:10.456]',-,0.076,0.709,0.840,0.262,0.520,66.884"
"'[16:46:10.464]',-,0.076,0.715,0.850,0.264,0.520,66.493"
"'[16:46:10.472]',-,0.080,0.709,0.844,0.266,0.520,66.102"
"'[16:46:10.480]',-,0.121,0.699,0.859,0.268,0.520,65.711"
"'[16:46:10.488]',-,0.301,0.590,0.770,0.270,0.520,65.319"
"'[16:46:10.496]',-,0.645,0.365,0.510,0.273,0.520,65.124"
"'[16:46:10.504]',-,0.754,0.225,0.205,0.275,0.520,64.733"
"'[16:46:10.512]',-,0.355,0.355,0.141,0.279,0.520,64.537"
"'[16:46:10.520]',-,-0.164,0.574,0.189,0.282,0.520,64.342"
"'[16:46:10.528]',-,-0.449,0.705,0.314,0.284,0.519,64.146"
"'[16:46:10.536]',-,-0.498,0.805,0.461,0.287,0.519,63.755"
"'[16:46:10.544]',-,-0.498,0.844,0.596,0.290,0.518,63.559"
"'[16:46:10.552]',-,-0.484,0.869,0.689,0.293,0.517,63.364"
"'[16:46:10.560]',-,-0.369,0.859,0.770,0.295,0.515,63.168"
"'[16:46:10.568]',-,-0.234,0.855,0.855,0.298,0.513,63.168"
"'[16:46:10.576]',-,-0.104,0.834,0.924,0.301,0.509,62.973"
"'[16:46:10.584]',-,-0.014,0.811,0.955,0.303,0.506,62.973"
"'[16:46:10.592]',-,0.025,0.785,0.959,0.306,0.502,62.777"
"'[16:46:10.600]',-,0.041,0.789,0.969,0.308,0.497,62.582"
"'[16:46:10.608]',-,0.055,0.775,0.965,0.311,0.491,62.386"
"'[16:46:10.616]',-,0.064,0.779,0.984,0.313,0.486,62.386"
"'[16:46:10.624]',-,0.061,0.766,0.980,0.316,0.481,62.190"
"'[16:46:10.632]',-,0.070,0.766,0.984,0.318,0.476,62.190"
"'[16:46:10.640]',-,0.076,0.766,0.975,0.321,0.471,61.995"
"'[16:46:10.648]',-,0.070,0.766,0.980,0.323,0.467,61.995"
"'[16:46:10.656]',-,0.061,0.766,0.959,0.326,0.462,61.799"
"'[16:46:10.664]',-,0.051,0.770,0.965,0.327,0.458,61.604"
"'[16:46:10.672]',-,0.051,0.766,0.949,0.329,0.454,61.408"
"'[16:46:10.680]',-,0.045,0.775,0.945,0.331,0.448,61.408"
"'[16:46:10.688]',-,0.035,0.785,0.930,0.333,0.442,61.213"
"'[16:46:10.696]',-,0.045,0.779,0.939,0.335,0.437,61.017"
"'[16:46:10.704]',-,0.051,0.785,0.936,0.336,0.433,61.017"
"'[16:46:10.712]',-,0.070,0.770,0.955,0.338,0.428,60.821"
"'[16:46:10.720]',-,0.080,0.766,0.959,0.338,0.425,60.821"
"'[16:46:10.728]',-,0.100,0.754,0.969,0.339,0.423,61.017"
"'[16:46:10.736]',-,0.115,0.750,0.959,0.340,0.421,61.213"
"'[16:46:10.744]',-,0.145,0.734,0.969,0.341,0.420,61.799"
"'[16:46:10.752]',-,0.160,0.721,0.975,0.341,0.418,62.777"
"'[16:46:10.760]',-,0.176,0.705,0.959,0.342,0.416,64.146"
"'[16:46:10.768]',-,0.180,0.695,0.955,0.342,0.414,66.102"
"'[16:46:10.776]',-,0.189,0.676,0.945,0.342,0.412,68.840"
"'[16:46:10.784]',-,0.201,0.670,0.924,0.342,0.411,71.773"
"'[16:46:10.792]',-,0.195,0.650,0.904,0.342,0.412,75.098"
"'[16:46:10.800]',-,0.211,0.645,0.885,0.342,0.413,78.814"
"'[16:46:10.808]',-,0.201,0.635,0.859,0.342,0.413,82.529"
"'[16:46:10.816]',-,0.186,0.635,0.844,0.342,0.413,86.441"
"'[16:46:10.824]',-,0.166,0.635,0.814,0.342,0.415,90.352"
"'[16:46:10.832]',-,0.141,0.650,0.811,0.342,0.417,94.655"
"'[16:46:10.840]',-,0.115,0.660,0.795,0.342,0.419,98.957"
"'[16:46:10.848]',-,0.080,0.686,0.789,0.343,0.421,103.064"
"'[16:46:10.856]',-,0.051,0.695,0.770,0.343,0.423,106.389"
"'[16:46:10.864]',-,0.041,0.715,0.775,0.344,0.425,108.931"
"'[16:46:10.872]',-,0.035,0.721,0.770,0.345,0.427,110.887"
"'[16:46:10.880]',-,0.041,0.725,0.805,0.346,0.427,112.256"
"'[16:46:10.888]',-,0.035,0.730,0.805,0.347,0.427,113.625"
"'[16:46:10.896]',-,0.041,0.740,0.830,0.349,0.428,114.798"
"'[16:46:10.904]',-,0.035,0.744,0.820,0.350,0.429,115.776"
"'[16:46:10.912]',-,0.061,0.730,0.834,0.351,0.431,116.167"
"'[16:46:10.920]',-,0.061,0.721,0.834,0.352,0.433,115.776"
"'[16:46:10.928]',-,0.076,0.715,0.850,0.353,0.435,115.189"
"'[16:46:10.936]',-,0.076,0.721,0.844,0.354,0.437,114.211"
"'[16:46:10.944]',-,0.080,0.705,0.850,0.354,0.439,113.233"
"'[16:46:10.952]',-,0.080,0.715,0.840,0.355,0.441,112.060"
"'[16:46:10.960]',-,0.090,0.705,0.844,0.355,0.444,110.496"
"'[16:46:10.968]',-,0.080,0.709,0.834,0.356,0.446,108.931"
"'[16:46:10.976]',-,0.090,0.699,0.830,0.356,0.448,106.975"
"'[16:46:10.984]',-,0.080,0.705,0.820,0.356,0.451,104.824"
"'[16:46:10.992]',-,0.076,0.699,0.814,0.356,0.453,102.673"
"'[16:46:11.000]',-,0.055,0.721,0.824,0.356,0.456,100.326"
"'[16:46:11.008]',-,0.045,0.721,0.805,0.357,0.459,97.979"
"'[16:46:11.016]',-,0.025,0.734,0.811,0.358,0.464,95.241"
"'[16:46:11.024]',-,0.025,0.734,0.779,0.359,0.468,92.308"
"'[16:46:11.032]',-,0.031,0.744,0.799,0.360,0.472,89.374"
"'[16:46:11.040]',-,0.025,0.750,0.805,0.360,0.479,86.245"
"'[16:46:11.048]',-,0.041,0.744,0.820,0.361,0.487,83.507"
"'[16:46:11.056]',-,0.025,0.754,0.814,0.361,0.496,80.769"
"'[16:46:11.064]',-,0.035,0.750,0.834,0.361,0.507,78.422"
"'[16:46:11.072]',-,0.045,0.744,0.820,0.360,0.520,76.467"
"'[16:46:11.080]',-,0.055,0.740,0.840,0.360,0.534,74.902"
"'[16:46:11.088]',-,0.064,0.725,0.834,0.358,0.548,73.338"
"'[16:46:11.096]',-,0.076,0.721,0.844,0.356,0.563,72.164"
"'[16:46:11.104]',-,0.064,0.730,0.840,0.355,0.579,71.186"
"'[16:46:11.112]',-,0.070,0.725,0.844,0.354,0.592,70.600"
"'[16:46:11.120]',-,0.064,0.721,0.840,0.354,0.603,70.209"
"'[16:46:11.128]',-,0.076,0.721,0.850,0.354,0.613,70.013"
"'[16:46:11.136]',-,0.076,0.721,0.834,0.353,0.622,69.818"
"'[16:46:11.144]',-,0.070,0.721,0.834,0.352,0.631,70.013"
"'[16:46:11.152]',-,0.061,0.730,0.820,0.351,0.640,70.404"
"'[16:46:11.160]',-,0.055,0.725,0.820,0.350,0.649,70.600"
"'[16:46:11.168]',-,0.031,0.744,0.811,0.348,0.657,71.186"
"'[16:46:11.176]',-,0.025,0.744,0.799,0.346,0.664,71.578"
"'[16:46:11.184]',-,0.016,0.754,0.795,0.345,0.669,71.969"
"'[16:46:11.192]',-,0.020,0.744,0.785,0.343,0.674,72.360"
"'[16:46:11.200]',-,0.025,0.754,0.814,0.341,0.676,72.947"
"'[16:46:11.208]',-,0.025,0.744,0.830,0.340,0.679,73.142"
"'[16:46:11.216]',-,0.031,0.750,0.840,0.339,0.680,73.533"
"'[16:46:11.224]',-,0.035,0.744,0.834,0.338,0.680,73.729"
"'[16:46:11.232]',-,0.051,0.750,0.844,0.336,0.679,73.924"
"'[16:46:11.240]',-,0.055,0.734,0.840,0.335,0.679,74.120"
"'[16:46:11.248]',-,0.064,0.730,0.850,0.333,0.678,74.120"
"'[16:46:11.256]',-,0.070,0.721,0.844,0.331,0.676,74.120"
"'[16:46:11.264]',-,0.076,0.721,0.850,0.328,0.673,74.120"
"'[16:46:11.272]',-,0.070,0.715,0.840,0.326,0.667,73.924"
"'[16:46:11.280]',-,0.076,0.715,0.844,0.324,0.659,73.533"
"'[16:46:11.288]',-,0.076,0.721,0.830,0.321,0.651,73.338"
"'[16:46:11.296]',-,0.076,0.709,0.834,0.318,0.642,73.142"
"'[16:46:11.304]',-,0.070,0.721,0.820,0.316,0.633,72.751"
"'[16:46:11.312]',-,0.076,0.715,0.820,0.314,0.626,72.360"
"'[16:46:11.320]',-,0.051,0.725,0.805,0.312,0.618,71.969"
"'[16:46:11.328]',-,0.051,0.721,0.811,0.311,0.612,71.578"
"'[16:46:11.336]',-,0.031,0.740,0.795,0.310,0.605,70.991"
"'[16:46:11.344]',-,0.025,0.734,0.795,0.310,0.598,70.600"
"'[16:46:11.352]',-,0.020,0.744,0.805,0.310,0.592,70.013"
"'[16:46:11.360]',-,0.025,0.744,0.820,0.309,0.585,69.622"
"'[16:46:11.368]',-,0.025,0.750,0.830,0.309,0.576,69.035"
"'[16:46:11.376]',-,0.035,0.744,0.840,0.309,0.568,68.449"
"'[16:46:11.384]',-,0.041,0.744,0.850,0.309,0.561,68.057"
"'[16:46:11.392]',-,0.045,0.740,0.844,0.309,0.555,67.471"
"'[16:46:11.400]',-,0.045,0.744,0.865,0.309,0.551,67.080"
"'[16:46:11.408]',-,0.051,0.730,0.855,0.309,0.547,66.493"
"'[16:46:11.416]',-,0.076,0.734,0.875,0.309,0.545,66.102"
"'[16:46:11.424]',-,0.145,0.689,0.869,0.308,0.543,65.515"
"'[16:46:11.432]',-,0.391,0.535,0.744,0.308,0.541,65.124"
"'[16:46:11.440]',-,0.721,0.285,0.410,0.308,0.540,64.537"
"'[16:46:11.448]',-,0.775,0.211,0.189,0.308,0.540,64.342"
"'[16:46:11.456]',-,0.166,0.420,0.150,0.308,0.540,63.755"
"'[16:46:11.464]',-,-0.270,0.609,0.240,0.309,0.540,63.559"
"'[16:46:11.472]',-,-0.479,0.715,0.350,0.310,0.539,63.168"
"'[16:46:11.480]',-,-0.498,0.789,0.506,0.310,0.537,62.973"
"'[16:46:11.488]',-,-0.484,0.830,0.619,0.311,0.535,62.777"
"'[16:46:11.496]',-,-0.408,0.844,0.721,0.312,0.531,62.386"
"'[16:46:11.504]',-,-0.299,0.850,0.785,0.312,0.527,62.190"
"'[16:46:11.512]',-,-0.174,0.850,0.879,0.313,0.524,61.995"
"'[16:46:11.520]',-,-0.074,0.830,0.920,0.313,0.520,61.799"
"'[16:46:11.528]',-,-0.004,0.811,0.955,0.314,0.516,61.799"
"'[16:46:11.536]',-,0.025,0.805,0.959,0.316,0.512,61.604"
"'[16:46:11.544]',-,0.041,0.795,0.965,0.317,0.507,61.408"
"'[16:46:11.552]',-,0.045,0.795,0.969,0.318,0.503,61.213"
"'[16:46:11.560]',-,0.051,0.789,0.965,0.320,0.499,61.213"
"'[16:46:11.568]',-,0.051,0.795,0.984,0.322,0.494,61.017"
"'[16:46:11.576]',-,0.055,0.785,0.965,0.323,0.489,61.017"
"'[16:46:11.584]',-,0.064,0.785,0.984,0.325,0.483,60.821"
"'[16:46:11.592]',-,0.076,0.766,0.975,0.326,0.475,60.626"
"'[16:46:11.600]',-,0.076,0.770,0.984,0.328,0.468,60.626"
"'[16:46:11.608]',-,0.080,0.766,0.959,0.330,0.461,60.430"
"'[16:46:11.616]',-,0.076,0.766,0.969,0.330,0.457,60.235"
"'[16:46:11.624]',-,0.076,0.766,0.949,0.331,0.451,60.039"
"'[16:46:11.632]',-,0.076,0.766,0.955,0.331,0.445,60.039"
"'[16:46:11.640]',-,0.070,0.766,0.936,0.331,0.439,59.844"
"'[16:46:11.648]',-,0.076,0.770,0.945,0.330,0.432,59.844"
"'[16:46:11.656]',-,0.076,0.766,0.930,0.330,0.426,59.844"
"'[16:46:11.664]',-,0.090,0.766,0.949,0.329,0.420,59.844"
"'[16:46:11.672]',-,0.096,0.754,0.949,0.328,0.415,59.844"
"'[16:46:11.680]',-,0.105,0.750,0.965,0.328,0.412,59.844"
"'[16:46:11.688]',-,0.115,0.754,0.959,0.327,0.407,60.235"
"'[16:46:11.696]',-,0.131,0.744,0.969,0.327,0.403,60.821"
"'[16:46:11.704]',-,0.145,0.734,0.959,0.328,0.399,61.799"
"'[16:46:11.712]',-,0.166,0.721,0.965,0.327,0.396,63.364"
